tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,profiles,visible
Collection publications,,,,,,,,,,,,Publications based on doi,"DataCatalogueFlat,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging",
Collection publications,,collection,ref,1,TRUE,,Collections,,,,dcterms:isPartOf,collection that these publications are part of,"DataCatalogueFlat,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging",
Collection publications,,doi,hyperlink,1,true,,,,,,,Digital object identifier,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging",
Collection publications,,is marker publication,bool,,,,,,,,,Whether this publication is a marker publication,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging",
Collection publications,,reference,text,,,,,,,,,Formatted reference string (we aim to have this autogenerated),"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging",
