tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,profiles,visible
Collection external identifiers,,,,,,,,,,,,External identifier(s) for this resource,"DataCatalogueFlat,EMA",
Collection external identifiers,,collection,ref,1,true,,Collections,,,,,Resource that this external identifier belongs to,"DataCatalogueFlat,EMA",
Collection external identifiers,,identifier,text,1,true,,,,,,,External identifier,"DataCatalogueFlat,EMA",
Collection external identifiers,,external identifier type,ontology,,,CatalogueOntologies,External identifier types,,,,,External identifier type,"DataCatalogueFlat,EMA",
Collection external identifiers,,external identifier type other,text,,,,,,,,,"If other, enter external identifier type",DataCatalogueFlat,
