tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,profiles,visible
Resource samplesets,,,,,,,,,,,,Definition of a sample set,"DataCatalogueFlat,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging",
Resource samplesets,,resource,ref,1,TRUE,,Resources,,,,dcterms:isPartOf,Resouce that these samples are part of,"DataCatalogueFlat,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging",
Resource samplesets,,name,,1,TRUE,,,,,,dcterms:title,sample set name,"DataCatalogueFlat,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging",
Resource samplesets,,sample types,ontology_array,,,CatalogueOntologies,Sample types,,,,,"defines the types of samples in the sample set","DataCatalogueFlat,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging",
