tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,profiles,visible
Samplesets,,,,,,,,,,,,Definition of a sample set,DataCatalogueFlat,
Samplesets,,collection,ref,1,TRUE,,Collections,,,,dcterms:isPartOf,collection that these samples are part of,DataCatalogueFlat,
Samplesets,,name,,1,TRUE,,,,,,dcterms:title,sample set name,DataCatalogueFlat,
Samplesets,,sample types,,,,CatalogueOntologies,Sample types,,,,,"defines the types of samples in the sample set",DataCatalogueFlat,
