tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,profiles,visible
Collection variables,,,,,,,,,,,,Listing of the variables used in a collection. Applicable when reusing variables defined in another data model,DataCatalogueFlat
Collection variables,,collection,ref,1,TRUE,,Collections,,,,,,DataCatalogueFlat
Collection variables,,variable,ref,1,TRUE,,Variables,,,,,,DataCatalogueFlat
Collection variables,,since version,,,,,,,,,,When this variable was introduced if applicable,DataCatalogueFlat
Collection variables,,until version,,,,,,,,,,When this variable was removed if applicable,DataCatalogueFlat
