name,ontologyTermURI,latitude,longitude,city,country,organisationType,codesystem,code
Max Planck Institute for Heart and Lung Research,https://ror.org/0165r2y73,50.36273,8.735809,Bad Nauheim,Germany,Facility,ROR,0165r2y73
Max Planck Institute for Human Development,https://ror.org/02pp7px91,52.52437,13.41053,Berlin,Germany,Facility,ROR,02pp7px91
Max Planck Institute for Infection Biology,https://ror.org/0046gcs23,52.523577,13.379061,Berlin,Germany,Facility,ROR,0046gcs23
Max Planck Institute for Informatics,https://ror.org/01w19ak89,49.257778,7.045556,Saarbrücken,Germany,Facility,ROR,01w19ak89
Max Planck Institute for Innovation and Competition,https://ror.org/033198s46,48.141009,11.581196,Munich,Germany,Facility,ROR,033198s46
Max Planck Institute for Intelligent Systems,https://ror.org/04fq9j139,48.78232,9.17702,Stuttgart,Germany,Facility,ROR,04fq9j139
Max Planck Institute for Legal History and Legal Theory,https://ror.org/00jpzvz45,50.11552,8.68417,Frankfurt am Main,Germany,Facility,ROR,00jpzvz45
Max Planck Institute for Marine Microbiology,https://ror.org/02385fa51,53.110384,8.847484,Bremen,Germany,Facility,ROR,02385fa51
Max Planck Institute for Mathematics,https://ror.org/02dh8ja68,50.73438,7.09549,Bonn,Germany,Facility,ROR,02dh8ja68
Max Planck Institute for Mathematics in the Sciences,https://ror.org/00ez2he07,51.33962,12.37129,Leipzig,Germany,Facility,ROR,00ez2he07
Max Planck Institute for Medical Research,https://ror.org/000bxzc63,49.412673,8.675375,Heidelberg,Germany,Facility,ROR,000bxzc63
Max Planck Institute for Metabolism Research,https://ror.org/0199g0r92,50.92608,6.916579,Cologne,Germany,Facility,ROR,0199g0r92
Max Planck Institute for Molecular Genetics,https://ror.org/03ate3e03,52.444444,13.272778,Berlin,Germany,Facility,ROR,03ate3e03
Max Planck Institute for Neurobiology of Behavior – caesar,https://ror.org/02yjyfs84,50.73438,7.09549,Bonn,Germany,Facility,ROR,02yjyfs84
Max Planck Institute for Physics,https://ror.org/0079jjr10,48.184722,11.6125,Munich,Germany,Facility,ROR,0079jjr10
Max Planck Institute for Plant Breeding Research,https://ror.org/044g3zk14,50.957065,6.859203,Cologne,Germany,Facility,ROR,044g3zk14
Max Planck Institute for Plasma Physics - Greifswald,https://ror.org/029rhq550,54.09311,13.38786,Greifswald,Germany,Facility,ROR,029rhq550
Max Planck Institute for Polymer Research,https://ror.org/00sb7hc59,49.98419,8.2791,Mainz,Germany,Facility,ROR,00sb7hc59
Max Planck Institute for Radio Astronomy,https://ror.org/04jvemc39,50.73438,7.09549,Bonn,Germany,Facility,ROR,04jvemc39
Max Planck Institute for Social Law and Social Policy,https://ror.org/03vp67w60,48.148082,11.576665,Munich,Germany,Facility,ROR,03vp67w60
Max Planck Institute for Software Systems,https://ror.org/02pe2kf23,49.23262,7.00982,Saarbrücken,Germany,Facility,ROR,02pe2kf23
Max Planck Institute for Solar System Research,https://ror.org/02j6gm739,51.561218,9.94886,Göttingen,Germany,Facility,ROR,02j6gm739
Max Planck Institute for Solid State Research,https://ror.org/005bk2339,48.78232,9.17702,Stuttgart,Germany,Facility,ROR,005bk2339
Max Planck Institute for Terrestrial Microbiology,https://ror.org/05r7n9c40,50.80904,8.77069,Marburg,Germany,Facility,ROR,05r7n9c40
Max Planck Institute for the History of Science,https://ror.org/0492sjc74,52.446162,13.277534,Berlin,Germany,Facility,ROR,0492sjc74
Max Planck Institute for the Physics of Complex Systems,https://ror.org/01bf9rw71,51.026986,13.716826,Dresden,Germany,Facility,ROR,01bf9rw71
Max Planck Institute for the Science of Human History,https://ror.org/05mjrzy91,50.92878,11.5899,Jena,Germany,Facility,ROR,05mjrzy91
Max Planck Institute for the Science of Light,https://ror.org/020as7681,49.576667,11.005556,Erlangen,Germany,Facility,ROR,020as7681
Max Planck Institute for the Structure and Dynamics of Matter,https://ror.org/0411b0f77,53.577286,9.886586,Hamburg,Germany,Facility,ROR,0411b0f77
"Max Planck Institute for the Study of Crime, Security and Law",https://ror.org/04a8rd767,47.9959,7.85222,Freiburg im Breisgau,Germany,Facility,ROR,04a8rd767
Max Planck Institute of Animal Behavior,https://ror.org/026stee22,47.768104,8.996387,Radolfzell,Germany,Facility,ROR,026stee22
Max Planck Institute of Biochemistry,https://ror.org/04py35477,48.105875,11.459493,Martinsried,Germany,Facility,ROR,04py35477
Max Planck Institute of Biophysics,https://ror.org/02panr271,50.173611,8.630278,Frankfurt am Main,Germany,Facility,ROR,02panr271
Max Planck Institute of Colloids and Interfaces,https://ror.org/00pwgnh47,52.415645,12.968931,Potsdam,Germany,Facility,ROR,00pwgnh47
Max Planck Institute of Geoanthropology,https://ror.org/00js75b59,50.92878,11.5899,Jena,Germany,Facility,ROR,00js75b59
Max Planck Institute of Immunobiology and Epigenetics,https://ror.org/058xzat49,48.025,7.851667,Freiburg,Germany,Facility,ROR,058xzat49
Max Planck Institute of Molecular Cell Biology and Genetics,https://ror.org/05b8d3w18,51.058611,13.784722,Dresden,Germany,Facility,ROR,05b8d3w18
Max Planck Institute of Molecular Physiology,https://ror.org/03vpj4s62,51.48966,7.409511,Dortmund,Germany,Facility,ROR,03vpj4s62
Max Planck Institute of Molecular Plant Physiology,https://ror.org/01fbde567,52.415687,12.96892,Potsdam,Germany,Facility,ROR,01fbde567
Max Planck Institute of Psychiatry,https://ror.org/04dq56617,48.173656,11.576136,Munich,Germany,Facility,ROR,04dq56617
Max Planck Institutes Stuttgart Library,https://ror.org/010c2rf19,48.78232,9.17702,Stuttgart,Germany,Facility,ROR,010c2rf19
Max Planck Research Unit for Enzymology of Protein Folding,https://ror.org/04wrg1d30,51.497953,11.940483,Halle,Germany,Facility,ROR,04wrg1d30
Max Planck Research Unit for Neurogenetics,https://ror.org/04fx38p98,50.174843,8.632268,Frankfurt am Main,Germany,Facility,ROR,04fx38p98
Max Planck Unit for Structural Molecular Biology,https://ror.org/01qecd649,53.573585,9.880308,Hamburg,Germany,Facility,ROR,01qecd649
Max Planck Unit for the Science of Pathogens,https://ror.org/04rhq3086,52.52437,13.41053,Berlin,Germany,Facility,ROR,04rhq3086
Max-Born-Institute for Nonlinear Optics and Short Pulse Spectroscopy,https://ror.org/03jbf6q27,52.43096,13.528315,Berlin,Germany,Facility,ROR,03jbf6q27
Max-Planck-Institut für Eisenforschung,https://ror.org/01ngpvg12,51.22172,6.77616,Düsseldorf,Germany,Facility,ROR,01ngpvg12
Mediadesign Hochschule für Design und Informatik,https://ror.org/03aky0p13,52.503874,13.396053,Berlin,Germany,Education,ROR,03aky0p13
Medias Klinikum,https://ror.org/05kvypp26,48.168472,12.84074,Burghausen,Germany,Healthcare,ROR,05kvypp26
Medical Genetics Center,https://ror.org/027nwsc63,48.139379,11.563752,Munich,Germany,Healthcare,ROR,027nwsc63
Medical School Berlin,https://ror.org/001vjqx13,52.438828,13.328664,Berlin,Germany,Education,ROR,001vjqx13
Medicover,https://ror.org/03zrqt452,52.442832,13.328586,Berlin,Germany,Healthcare,ROR,03zrqt452
Medien Management Institut,https://ror.org/00mczy147,50.949038,6.946477,Cologne,Germany,Education,ROR,00mczy147
Medien- und Filmgesellschaft Baden-Württemberg,https://ror.org/04s0hh912,48.779479,9.167262,Stuttgart,Germany,Facility,ROR,04s0hh912
Medizin Campus Bodensee,https://ror.org/01zvtwr46,47.672763,9.43027,Friedrichshafen,Germany,Healthcare,ROR,01zvtwr46
Medizinische Akademie Erfurt,https://ror.org/04dmvwm54,50.977697,11.028248,Erfurt,Germany,Education,ROR,04dmvwm54
Medizinische Einrichtungen des Bezirks Oberpfalz,https://ror.org/05qeebj02,48.999449,12.090803,Regensburg,Germany,Healthcare,ROR,05qeebj02
Medizinische Hochschule Brandenburg Theodor Fontane,https://ror.org/04839sh14,52.906353,12.797349,Neuruppin,Germany,Education,ROR,04839sh14
Medizinische Zentrum für Gesundheit,https://ror.org/03twgdg85,51.784744,8.812421,Bad Lippspringe,Germany,Healthcare,ROR,03twgdg85
"Medizinisches Versorgungszentrum Prof. Mathey, Prof. Schofer",https://ror.org/02gg23171,53.560692,9.809686,Hamburg,Germany,Healthcare,ROR,02gg23171
Medizinisches Zentrum für Seelische Gesundheit,https://ror.org/05vv9dr68,52.2958758,8.6042532,Lübbecke,Germany,Healthcare,ROR,05vv9dr68
Medprevent Ottobrunn,https://ror.org/05wsbcr05,48.074434,11.65242,Ottobrunn,Germany,Healthcare,ROR,05wsbcr05
Mercator Research Center Ruhr,https://ror.org/04rbpat47,51.45657,7.01228,Essen,Germany,Facility,ROR,04rbpat47
Merseburg University of Applied Sciences,https://ror.org/04f8x5b20,51.343923,11.976234,Merseburg,Germany,Education,ROR,04f8x5b20
Merz Akademie,https://ror.org/0167r2g29,48.789388,9.209547,Stuttgart,Germany,Education,ROR,0167r2g29
MetabERN,https://ror.org/00xdsr520,50.08258,8.24932,Wiesbaden,Germany,Healthcare,ROR,00xdsr520
Micromun,https://ror.org/00280kv44,54.092079,13.40057,Greifswald,Germany,Facility,ROR,00280kv44
Microstructure and Pores,https://ror.org/05gcs8229,50.773901,6.075276,Aachen,Germany,Facility,ROR,05gcs8229
Minerva Stiftung,https://ror.org/02rxjts25,48.14118,11.582504,Munich,Germany,Facility,ROR,02rxjts25
Monika Kutzner Stiftung,https://ror.org/01sq6ck73,52.53743,13.416458,Berlin,Germany,Facility,ROR,01sq6ck73
Multiscale Bioimaging,https://ror.org/05xy1nn52,51.53443,9.93228,Göttingen,Germany,Education,ROR,05xy1nn52
Munich Business School,https://ror.org/00jw3g525,48.135885,11.524475,Munich,Germany,Education,ROR,00jw3g525
Munich University of Applied Sciences,https://ror.org/012k1v959,48.153433,11.552753,Munich,Germany,Education,ROR,012k1v959
Museumspädagogische Zentrum,https://ror.org/03225mv93,48.157317,11.557185,Munich,Germany,Education,ROR,03225mv93
Musikwissenschaftliches Seminar Detmold/Paderborn,https://ror.org/023392c84,51.93855,8.87318,Detmold,Germany,Education,ROR,023392c84
Muthesius University in Kiel,https://ror.org/000tpgs13,54.327887,10.129067,Kiel,Germany,Education,ROR,000tpgs13
München Klinik,https://ror.org/03pfshj32,48.184906,11.576168,Munich,Germany,Healthcare,ROR,03pfshj32
München Klinik Bogenhausen,https://ror.org/011x7hd11,48.156494,11.623293,Munich,Germany,Healthcare,ROR,011x7hd11
München Klinik Harlaching,https://ror.org/03a7e0x93,48.086111,11.556944,Munich,Germany,Healthcare,ROR,03a7e0x93
München Klinik Neuperlach,https://ror.org/05rwdv390,48.094821,11.656301,Munich,Germany,Healthcare,ROR,05rwdv390
München Klinik Schwabing,https://ror.org/002bjfj29,48.170642,11.577616,Munich,Germany,Healthcare,ROR,002bjfj29
NBS Northern Business School,https://ror.org/0114gzh18,53.58334,10.08305,Wandsbek,Germany,Education,ROR,0114gzh18
Nanoscale Microscopy and Molecular Physiology of the Brain Cluster of Excellence 171 — DFG Research Center 103,https://ror.org/02wkzzr31,51.544157,9.939987,Göttingen,Germany,Facility,ROR,02wkzzr31
Natural Science and Technical Academy Isny,https://ror.org/04fxab197,47.693574,10.037674,Isny,Germany,Education,ROR,04fxab197
Nephrologisches Zentrum Emsland,https://ror.org/05bbr1905,52.688406,7.291377,Meppen,Germany,Healthcare,ROR,05bbr1905
Nephrologisches Zentrum Villingen-Schwenningen,https://ror.org/0137nq929,48.064158,8.499304,Villingen-Schwenningen,Germany,Healthcare,ROR,0137nq929
Nestor Bildungsinstitut,https://ror.org/018fbs662,52.592655,13.450516,Berlin,Germany,Education,ROR,018fbs662
Netzwerk der Rehabilitationsforschung in Nordrhein-Westfalen,https://ror.org/049btft62,51.965235,7.627522,Münster,Germany,Facility,ROR,049btft62
Neue Materialien Bayreuth GmbH,https://ror.org/04ftsv531,49.94782,11.57893,Bayreuth,Germany,Facility,ROR,04ftsv531
Neue Materialien Fürth GmbH,https://ror.org/05n0meg65,49.47593,10.98856,Fürth,Germany,Facility,ROR,05n0meg65
Neurologisches Fachkrankenhaus für Bewegungsstörungen/Parkinson,https://ror.org/03xgnab40,52.267491,12.924347,Beelitz,Germany,Healthcare,ROR,03xgnab40
Neurologisches Rehabilitationszentrum Leipzig,https://ror.org/05ch34p88,51.349488,12.64638,Bennewitz,Germany,Healthcare,ROR,05ch34p88
Neurologisches Rehabilitationszentrum Quellenhof Bad Wildbad,https://ror.org/0494d5694,48.74862,8.550024,Bad Wildbad,Germany,Healthcare,ROR,0494d5694
New Insights for Tourism,https://ror.org/054j2ss72,54.340615,10.140492,Kiel,Germany,Facility,ROR,054j2ss72
Nexus Institute for Cooperation Management and Interdisciplinary Research,https://ror.org/02hrrdm75,52.515297,13.312132,Berlin,Germany,Facility,ROR,02hrrdm75
Nierenzentrum Heidelberg,https://ror.org/01nwbp351,49.414163,8.665835,Heidelberg,Germany,Healthcare,ROR,01nwbp351
Norddeutsche Hochschule für Rechtspflege,https://ror.org/02743t710,52.144824,9.949061,Hildesheim,Germany,Education,ROR,02743t710
Nordhausen University of Applied Sciences,https://ror.org/04nbz6d36,51.497697,10.80974,Nordhausen,Germany,Education,ROR,04nbz6d36
Nordrhein-Westfälische Akademie der Wissenschaften und der Künste,https://ror.org/03aym6q96,51.22172,6.77616,Düsseldorf,Germany,Education,ROR,03aym6q96
Nordwestdeutsche Forstliche Versuchsanstalt,https://ror.org/03hpxd290,51.53443,9.93228,Göttingen,Germany,Facility,ROR,03hpxd290
Nova Institut,https://ror.org/01s5g3b18,50.85931,6.84568,Hürth,Germany,Facility,ROR,01s5g3b18
Nuklearmedizinische Klinik des Klinikums rechts der Isar,https://ror.org/056bp6y70,48.137725,11.601467,Munich,Germany,Healthcare,ROR,056bp6y70
Nuremberg Hospital,https://ror.org/010qwhr53,49.462755,11.063571,Nuremberg,Germany,Healthcare,ROR,010qwhr53
Nuremberg University of Music,https://ror.org/05b7xvc63,49.458802,11.108443,Nuremberg,Germany,Education,ROR,05b7xvc63
Nürtingen-Geislingen University of Applied Science,https://ror.org/02rqsa469,48.62762,9.337439,Nürtingen,Germany,Education,ROR,02rqsa469
Oel-Waerme-Institut,https://ror.org/000p86k36,50.86874,6.09317,Herzogenrath,Germany,Facility,ROR,000p86k36
Oldenburger Institut für Informatik,https://ror.org/003sav189,53.148845,8.200071,Oldenburg,Germany,Facility,ROR,003sav189
Olgahospital,https://ror.org/01xet8208,48.783182,9.173084,Stuttgart,Germany,Healthcare,ROR,01xet8208
Onkozentrum Dresden,https://ror.org/05090cn78,51.077362,13.7177,Dresden,Germany,Healthcare,ROR,05090cn78
Ophthalmology Clinic,https://ror.org/0431amh23,50.776883,6.042376,Aachen,Germany,Healthcare,ROR,0431amh23
Ortenau Klinikum,https://ror.org/00pz7qc35,48.257467,7.816913,Ettenheim,Germany,Healthcare,ROR,00pz7qc35
Orthopaedic University Hospital Friedrichsheim,https://ror.org/00syyqa87,50.092709,8.648359,Frankfurt am Main,Germany,Healthcare,ROR,00syyqa87
Orthopädische Praxis,https://ror.org/0467x3v78,51.958014,7.63169,Münster,Germany,Healthcare,ROR,0467x3v78
Orthopädische Universitätsklinik,https://ror.org/01ezw9n40,52.102364,11.616558,Magdeburg,Germany,Healthcare,ROR,01ezw9n40
Ostalb-Klinikum Aalen,https://ror.org/01bb7mj11,48.848871,10.085409,Aalen,Germany,Healthcare,ROR,01bb7mj11
Ostbayerische Technische Hochschule Amberg-Weiden,https://ror.org/00gm0aw40,49.44287,11.86267,Amberg,Germany,Education,ROR,00gm0aw40
Osteopathie Plus,https://ror.org/01249zp52,51.173014,6.924906,Hilden,Germany,Healthcare,ROR,01249zp52
Ostfalia University of Applied Sciences,https://ror.org/01bk10867,52.180998,10.560219,Wolfenbüttel,Germany,Education,ROR,01bk10867
Ostkirchliches Institut Regensburg,https://ror.org/039a0eq51,49.018589,12.106357,Regensburg,Germany,Education,ROR,039a0eq51
Ostwestfalen-Lippe University of Applied Sciences and Arts,https://ror.org/04eka8j06,52.017067,8.905617,Lemgo,Germany,Education,ROR,04eka8j06
Otto-von-Guericke University Magdeburg,https://ror.org/00ggpsq73,52.12773,11.62916,Magdeburg,Germany,Education,ROR,00ggpsq73
PECO-Institut,https://ror.org/01rxgdr42,52.521759,13.380038,Berlin,Germany,Education,ROR,01rxgdr42
PFH Private University of Applied Sciences,https://ror.org/01we8bn75,51.539227,9.932658,Göttingen,Germany,Education,ROR,01we8bn75
Palucca Hochschule für Tanz Dresden,https://ror.org/01ptm9403,51.02909,13.77088,Dresden,Germany,Education,ROR,01ptm9403
Paracelsus Elena Klinik Kassel,https://ror.org/0270sxy44,51.331185,9.42275,Kassel,Germany,Healthcare,ROR,0270sxy44
Paracelsus Medizinische Privatuniversität,https://ror.org/022zhm372,49.4626115,11.0636099,Nuremberg,Germany,Education,ROR,022zhm372
Paracelsus-Harz-Klinik Bad Suderode,https://ror.org/012xv2c39,51.726847,11.108173,Quedlinburg,Germany,Healthcare,ROR,012xv2c39
Paracelsus-Klinik Golzheim Düsseldorf,https://ror.org/01hfgpz79,51.254477,6.759276,Düsseldorf,Germany,Healthcare,ROR,01hfgpz79
Paracelsus-Klinik Osnabrück,https://ror.org/00dy6h529,52.289045,8.010526,Osnabrück,Germany,Healthcare,ROR,00dy6h529
Park-Klinik Birkenwerder,https://ror.org/05dyfnr03,52.691121,13.298378,Birkenwerder,Germany,Healthcare,ROR,05dyfnr03
Park-Klinik Weißensee,https://ror.org/01w1m0197,52.555366,13.451289,Berlin,Germany,Healthcare,ROR,01w1m0197
Parkinson-Klinik Ortenau,https://ror.org/055w00q26,48.293034,8.217322,Wolfach,Germany,Healthcare,ROR,055w00q26
Parkklinik Wiesbaden Schlangenbad,https://ror.org/03y7y3w57,50.093482,8.098865,Schlangenbad,Germany,Healthcare,ROR,03y7y3w57
Parmenides Foundation,https://ror.org/01crqqh49,48.056551,11.523569,Pullach im Isartal,Germany,Education,ROR,01crqqh49
Passive House Institute,https://ror.org/00p2sbg88,49.872388,8.6436,Darmstadt,Germany,Facility,ROR,00p2sbg88
Pathodiagnostik Berlin,https://ror.org/034c6t134,52.459056,13.400279,Berlin,Germany,Facility,ROR,034c6t134
Pathologie Hamburg-West,https://ror.org/033sga382,53.553206,9.942182,Hamburg,Germany,Healthcare,ROR,033sga382
Paul Drude Institute for Solid State Electronics,https://ror.org/01mk1hj86,52.513169,13.395794,Berlin,Germany,Facility,ROR,01mk1hj86
Paul Ehrlich Institut,https://ror.org/00yssnc44,50.006307,8.6488,Langen,Germany,Facility,ROR,00yssnc44
Paul Gerhardt Diakonie,https://ror.org/03b2h3x98,52.560306,13.15441,Berlin,Germany,Healthcare,ROR,03b2h3x98
Paul Langerhans Institute Dresden,https://ror.org/05ke5hb07,51.056571,13.77599,Dresden,Germany,Facility,ROR,05ke5hb07
Peace Research Institute Frankfurt,https://ror.org/021k10z87,50.105032,8.664265,Frankfurt am Main,Germany,Facility,ROR,021k10z87
Permakultur Institut,https://ror.org/047d27s15,50.915507,7.197902,Rösrath,Germany,Education,ROR,047d27s15
Pestel Institut,https://ror.org/027d68d71,52.376766,9.747886,Hanover,Germany,Facility,ROR,027d68d71
Pforzheim University of Applied Sciences,https://ror.org/00qakfc35,48.878688,8.717237,Pforzheim,Germany,Education,ROR,00qakfc35
Pharmalog (Germany),https://ror.org/05am1q986,48.132885,11.619126,Munich,Germany,Healthcare,ROR,05am1q986
Philipps University of Marburg,https://ror.org/01rdrb571,50.80904,8.77069,Marburg,Germany,Education,ROR,01rdrb571
Philosophisch-Theologische Hochschule Benediktbeuern,https://ror.org/00vcnds94,47.707143,11.404564,Benediktbeuern,Germany,Education,ROR,00vcnds94
Philosophisch-Theologische Hochschule Münster,https://ror.org/00717c553,51.960288,7.647841,Münster,Germany,Education,ROR,00717c553
Philosophisch-Theologische Hochschule SVD St. Augustin,https://ror.org/01ej3e061,50.774424,7.177929,Sankt Augustin,Germany,Education,ROR,01ej3e061
Phospholipid Research Center,https://ror.org/02pnr4h17,49.40768,8.69079,Heidelberg,Germany,Facility,ROR,02pnr4h17
Photonik-Zentrum Kaiserslautern,https://ror.org/000aqgk72,49.4371,7.775823,Kaiserslautern,Germany,Facility,ROR,000aqgk72
Physikalisch-Technische Bundesanstalt,https://ror.org/05r3f7h03,52.297075,10.462984,Braunschweig,Germany,Facility,ROR,05r3f7h03
Physiotherapie und Lauftherapie Zentrum,https://ror.org/04gj3vw69,47.997861,7.794669,Freiburg,Germany,Healthcare,ROR,04gj3vw69
"Poliklinik für Endokrinologie, Diabetologie und Präventivmedizin",https://ror.org/013ne8p22,50.924486,6.916841,Cologne,Germany,Healthcare,ROR,013ne8p22
Poliklinik für Präventive Zahnheilkunde und Kinderzahnheilkunde,https://ror.org/02mj1v005,50.886299,11.619178,Jena,Germany,Healthcare,ROR,02mj1v005
Poliklinik für Zahnerhaltung und Parodontologie,https://ror.org/04gpj3340,51.3316,12.381314,Leipzig,Germany,Healthcare,ROR,04gpj3340
Poliklinik für Zahnärztliche Prothetik,https://ror.org/03rswdy10,49.418521,8.665549,Heidelberg,Germany,Healthcare,ROR,03rswdy10
Poliklinik für Zahnärztliche Prothetik mit Propädeutik,https://ror.org/01bavmk12,48.525627,9.053668,Tübingen,Germany,Healthcare,ROR,01bavmk12
Poliklinik für Zahnärztliche Prothetik und Werkstoffkunde,https://ror.org/020f8h126,51.332399,12.382082,Leipzig,Germany,Healthcare,ROR,020f8h126
Potsdam Institute for Climate Impact Research,https://ror.org/03e8s1d88,52.381282,13.064152,Potsdam,Germany,Facility,ROR,03e8s1d88
Praxis für Humangenetik,https://ror.org/04cwrrv92,53.082422,8.835071,Bremen,Germany,Facility,ROR,04cwrrv92
Praxis für Humangenetik Tübingen,https://ror.org/02met5w95,48.5380974,9.0530091,Tübingen,Germany,Facility,ROR,02met5w95
Praxis für Hämatologie und Onkologie,https://ror.org/03wgek846,49.24304,6.984801,Saarbrücken,Germany,Healthcare,ROR,03wgek846
"Praxisklinik für Orthopädie, Unfall- und Neurochirurgie",https://ror.org/02b8bdw43,48.394978,9.999178,Neu-Ulm,Germany,Healthcare,ROR,02b8bdw43
Praxiszentrum Orthopädie Unfallchirurgie Nordrhein,https://ror.org/00kz26j88,50.774107,6.08772,Aachen,Germany,Healthcare,ROR,00kz26j88
Private Hochschule für Wirtschaft und Technik,https://ror.org/05eyxqf74,52.721339,8.278867,Vechta,Germany,Education,ROR,05eyxqf74
Prof. Hess Kinderklinik,https://ror.org/043yfh051,53.075247,8.842789,Bremen,Germany,Healthcare,ROR,043yfh051
Profil Institute for Metabolic Research,https://ror.org/05krxy197,51.194277,6.70702,Neuss,Germany,Facility,ROR,05krxy197
Progenius,https://ror.org/02ezvhm25,48.453281,9.970067,Ulm,Germany,Education,ROR,02ezvhm25
Prosper Hospital,https://ror.org/04ejvay74,51.607263,7.190282,Recklinghausen,Germany,Healthcare,ROR,04ejvay74
Protestant University of Applied Sciences Freiburg,https://ror.org/03w3a0h43,47.99761,7.803535,Freiburg,Germany,Education,ROR,03w3a0h43
Protestant University of Applied Sciences Rhineland-Westphalia-Lippe,https://ror.org/03vz3qc29,51.473987,7.252948,Bochum,Germany,Education,ROR,03vz3qc29
Provadis School of International Management and Technology,https://ror.org/01gm0md04,50.098925,8.538725,Frankfurt am Main,Germany,Education,ROR,01gm0md04
Psychologische Hochschule Berlin,https://ror.org/02qchbs48,52.512917,13.415734,Berlin,Germany,Education,ROR,02qchbs48
Pädagogisches Landesinstitut Rheinland-Pfalz,https://ror.org/01k8df140,49.32083,8.43111,Speyer,Germany,Education,ROR,01k8df140
QUIRIS Healthcare,https://ror.org/02xa21y06,51.9409652,8.4358238,Gütersloh,Germany,Healthcare,ROR,02xa21y06
Quadriga Hochschule Berlin,https://ror.org/04xsjvn35,52.52437,13.41053,Berlin,Germany,Education,ROR,04xsjvn35
Quantitative Biology Center,https://ror.org/00v34f693,48.52266,9.05222,Tübingen,Germany,Facility,ROR,00v34f693
RFH - University of Applied Sciences Cologne,https://ror.org/00txhpa83,50.952288,6.899908,Cologne,Germany,Education,ROR,00txhpa83
RWI – Leibniz Institute for Economic Research,https://ror.org/02pse8162,51.443672,7.008308,Essen,Germany,Facility,ROR,02pse8162
RWTH Aachen University,https://ror.org/04xfq0f34,50.77664,6.08342,Aachen,Germany,Education,ROR,04xfq0f34
Raphaelsklinik Münster,https://ror.org/03y9e9713,51.9593314,7.6298816,Münster,Germany,Healthcare,ROR,03y9e9713
Ravensburg University of Cooperative Education,https://ror.org/014cnmj57,47.780096,9.613504,Ravensburg,Germany,Education,ROR,014cnmj57
Rechts der Isar Hospital,https://ror.org/04jc43x05,48.13743,11.57549,Munich,Germany,Healthcare,ROR,04jc43x05
Regensburg University of Applied Sciences,https://ror.org/04b9vrm74,49.003611,12.095,Regensburg,Germany,Education,ROR,04b9vrm74
Regio Kliniken,https://ror.org/01prj4323,53.75193,9.68275,Elmshorn,Germany,Healthcare,ROR,01prj4323
Regionalverbund kirchlicher Krankenhäuser,https://ror.org/00k01hv15,48.001205,7.851564,Freiburg,Germany,Healthcare,ROR,00k01hv15
Reha-Zentrum Bad Frankenhausen,https://ror.org/04pje9c52,51.362026,11.11679,Bad Frankenhausen,Germany,Healthcare,ROR,04pje9c52
Rems-Murr-Klinikum,https://ror.org/01bdmd194,48.874032,9.391417,Winnenden,Germany,Healthcare,ROR,01bdmd194
Reproduktionsmedizin München,https://ror.org/03nsv9b85,48.136472,11.578793,Munich,Germany,Healthcare,ROR,03nsv9b85
Research Center Borstel - Leibniz Lung Center,https://ror.org/036ragn25,53.821268,10.193371,Borstel,Germany,Facility,ROR,036ragn25
Research Institute Bioactive Polymer Systems,https://ror.org/03905f420,52.406792,13.292478,Teltow,Germany,Facility,ROR,03905f420
Research Institute For Sustainability – Helmholtz Centre Potsdam,https://ror.org/01vvnmw35,52.39886,13.06566,Potsdam,Germany,Facility,ROR,01vvnmw35
Research Institute for Farm Animal Biology (FBN),https://ror.org/02n5r1g44,54.01484,12.22821,Dummerstorf,Germany,Facility,ROR,02n5r1g44
Research Institute for Music Theater Studies,https://ror.org/02gf6fa33,50.02377,11.3966701,Thurnau,Germany,Education,ROR,02gf6fa33
Research Institute of Automotive Engineering and Vehicle Engines Stuttgart,https://ror.org/04rtn5y32,48.75022,9.114069,Stuttgart,Germany,Facility,ROR,04rtn5y32
Reutlingen University,https://ror.org/00q644y50,48.482683,9.187531,Reutlingen,Germany,Education,ROR,00q644y50
RheinMain University of Applied Sciences,https://ror.org/0378gm372,50.08083,8.217399,Wiesbaden,Germany,Education,ROR,0378gm372
Rheinhessen-Fachklinik Mainz,https://ror.org/055kyaa64,50.015808,8.239549,Mainz,Germany,Healthcare,ROR,055kyaa64
Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau,https://ror.org/01qrts582,49.443,7.77161,Kaiserslautern,Germany,Education,ROR,01qrts582
Rhenish Institute for Environmental Research,https://ror.org/02cd1dc23,50.928193,6.928787,Cologne,Germany,Facility,ROR,02cd1dc23
Rheumazentrum Ruhrgebiet,https://ror.org/00e03sj10,51.53545,7.163624,Herne,Germany,Healthcare,ROR,00e03sj10
Rhine-Waal University of Applied Sciences,https://ror.org/04wdt0z89,51.79346,6.142872,Kleve,Germany,Education,ROR,04wdt0z89
Rhön-Klinikum,https://ror.org/008cac740,50.32174,10.20673,Bad Neustadt an der Saale,Germany,Healthcare,ROR,008cac740
RoMed Kliniken,https://ror.org/036rgb954,47.860194,12.131514,Rosenheim,Germany,Healthcare,ROR,036rgb954
Robert Bosch Hospital,https://ror.org/034nkkr84,48.814395,9.187183,Stuttgart,Germany,Healthcare,ROR,034nkkr84
Robert Schumann University of Music and Media,https://ror.org/04e1yzk82,51.242608,6.77268,Düsseldorf,Germany,Education,ROR,04e1yzk82
