order,name,label,parent,codesystem,code,ontologyTermURI,definition
,HP_0011035,Abnormal renal cortex morphology,,HP,HP_0011035,http://purl.obolibrary.org/obo/HP_0011035,An abnormality of the cortex of the kidney.
,HP_0011037,Decreased urine output,,HP,HP_0011037,http://purl.obolibrary.org/obo/HP_0011037,A decreased rate of urine production.|A reduction in the overall amount of urine output.
,HP_0011031,Abnormality of iron homeostasis,,HP,HP_0011031,http://purl.obolibrary.org/obo/HP_0011031,An abnormality of the homeostasis (concentration) of iron cation.
,HP_0011033,Impairment of fructose metabolism,,HP,HP_0011033,http://purl.obolibrary.org/obo/HP_0011033,An impairment of a fructose metabolic process.
,HP_0011032,Abnormality of fluid regulation,,HP,HP_0011032,http://purl.obolibrary.org/obo/HP_0011032,An abnormality of the regulation of body fluids.
,HP_0011038,Abnormal renal tubular resorption,,HP,HP_0011038,http://purl.obolibrary.org/obo/HP_0011038,An abnormality of renal absorption.
,HP_0011036,Abnormality of renal excretion,,HP,HP_0011036,http://purl.obolibrary.org/obo/HP_0011036,An altered ability of the kidneys to void urine and/or specific substances.
,HP_0011034,Amyloidosis,,HP,HP_0011034,http://purl.obolibrary.org/obo/HP_0011034,"The presence of amyloid deposition in one or more tissues. Amyloidosis may be defined as the extracellular deposition of amyloid in one or more sites of the body.|The medical literautre on amyloidosis is confused with clinical and histochemical designations used when the amyloid disease processes were poorly understood. To be designated an amyloid fibril protein, the protein must occur in tissue deposits and exhibit affinity for Congo red and green birefringence when viewed by polarisation microscopy."
,HP_0034301,Congenital pouch colon,,HP,HP_0034301,http://purl.obolibrary.org/obo/HP_0034301,A malformation of the colon in which a pouch-like dilatation of a varying degree of shortened colon is associated with an anorectal malformation. The pouch usually terminates in a fistulous communication with the genitourinary tract.
,HP_0034305,2:1 atrioventricular block,,HP,HP_0034305,http://purl.obolibrary.org/obo/HP_0034305,A type of second-degree atrioventricular block in which every other P wave is not conducted through the AV node such that only every other P wave is followed by a QRS complex.
,HP_0034304,Epsilon wave,,HP,HP_0034304,http://purl.obolibrary.org/obo/HP_0034304,"An electric signal of depolarization observed between the end of the QRS complex and the beginning of the T wave.|In arrhythmogenic cardiomyopathy, the epsilon wave is found in the right precordial leads, where the QRS complex is broader than in the left precordial leads with a difference of at least 25 milliseconds."
,HP_0034307,Elevated left ventricular end-diastolic diameter,,HP,HP_0034307,http://purl.obolibrary.org/obo/HP_0034307,"The LV end-diastolic internal diameter was measured from two-dimensional (2D) images in the parasternal long-axis view, timed with mitral valve closure at the level of the mitral valve chordae."
,HP_0034308,Prolonged P wave,,HP,HP_0034308,http://purl.obolibrary.org/obo/HP_0034308,"Abnormal increased in the duration of the P wave, which is a marker of delayed inter-atrial conduction.|Prolonged P wave duration has been associated with atrial fibrillation and with increased all-cause, cardiovascular disease and stroke mortality. Various cut off values have been suggested for prolonged P wave duration, generally between 110 ms or 120 ms."
,HP_0034300,Decreased acid sphingomyelinase activity,,HP,HP_0034300,http://purl.obolibrary.org/obo/HP_0034300,Reduced activity of the enzyme acid sphingomyelinase activity in the blood circulation.
,HP_0034306,Ventricular bigeminy,,HP,HP_0034306,http://purl.obolibrary.org/obo/HP_0034306,An electrocardiographic finding of a normal QRS followed by a premature ventricular contraction; a rhythmic pairing of normal and atypical beats originating in the ventricles in a 1-1 ratio such that an ectopic ventricular beat follows each regular heartbeat.
,HP_0034303,Notched T wave,,HP,HP_0034303,http://purl.obolibrary.org/obo/HP_0034303,A bifid T-wave with a notch duration between the 2 peaks at leasy 0.04 sec and an amplitude at least 0.05 mV.
,HP_0034302,Megalopapilla,,HP,HP_0034302,http://purl.obolibrary.org/obo/HP_0034302,A congenitally anomalous enlarged optic disk (surface area greater than 2.50 square millimeters). It is considered to be a normal variant without physiological defects.
,HP_0034309,Multiflagellar spermatozoa,,HP,HP_0034309,http://purl.obolibrary.org/obo/HP_0034309,Spermatozoa with multiple flagella attached to the sperm head.
,HP_0003955,Bone-in-a-bone appearance of forearm,,HP,HP_0003955,http://purl.obolibrary.org/obo/HP_0003955,A descriptive term for a forearm bone that appears to have an additional bone within it on radiography.
,HP_0003950,Flared elbow metaphyses,,HP,HP_0003950,http://purl.obolibrary.org/obo/HP_0003950,
,HP_0003956,Bowed forearm bones,,HP,HP_0003956,http://purl.obolibrary.org/obo/HP_0003956,"A bending or abnormal curvature affecting either the radius, the ulna, or both."
,HP_0034967,Uterine cyst,,HP,HP_0034967,http://purl.obolibrary.org/obo/HP_0034967,A closed sack of tissue (cyst) located in the uterus.
,HP_0003951,Distal humeral metaphyseal irregularity,,HP,HP_0003951,http://purl.obolibrary.org/obo/HP_0003951,Irregularity of the normally smooth surface of the metaphysis at the distal end of the humerus (at the elbow).
,HP_0003958,Cross-fusion of the forearm bones,,HP,HP_0003958,http://purl.obolibrary.org/obo/HP_0003958,
,HP_0003959,Deformed forearm bones,,HP,HP_0003959,http://purl.obolibrary.org/obo/HP_0003959,
,HP_0003957,Cortical thickening of the forearm bones,,HP,HP_0003957,http://purl.obolibrary.org/obo/HP_0003957,
,HP_0003953,Absent forearm bone,,HP,HP_0003953,http://purl.obolibrary.org/obo/HP_0003953,Absence of one or more forearm bones associated with congenital failure of development.
,HP_0003954,Angulated forearm bones,,HP,HP_0003954,http://purl.obolibrary.org/obo/HP_0003954,
,HP_0003952,Sclerotic foci of metaphyses of the elbow,,HP,HP_0003952,http://purl.obolibrary.org/obo/HP_0003952,
,HP_0012589,Multidrug-resistant nephrotic syndrome,,HP,HP_0012589,http://purl.obolibrary.org/obo/HP_0012589,A form of nephrotic syndrome that does not respond to any immunosuppresive treatment.
,HP_0012582,Bilateral renal dysplasia,,HP,HP_0012582,http://purl.obolibrary.org/obo/HP_0012582,A bilateral form of developmental dysplasia of the kidney.
,HP_0012586,Bilateral renal atrophy,,HP,HP_0012586,http://purl.obolibrary.org/obo/HP_0012586,A two-sided form of atrophy of the kidney.
,HP_0012584,Bilateral renal hypoplasia,,HP,HP_0012584,http://purl.obolibrary.org/obo/HP_0012584,Two sided hypoplasia of the kidney.
,HP_0012581,Simple renal cyst,,HP,HP_0012581,http://purl.obolibrary.org/obo/HP_0012581,An isolated cyst of the kidney.
,HP_0012583,Unilateral renal hypoplasia,,HP,HP_0012583,http://purl.obolibrary.org/obo/HP_0012583,One sided hypoplasia of the kidney.
,HP_0012588,Steroid-resistant nephrotic syndrome,,HP,HP_0012588,http://purl.obolibrary.org/obo/HP_0012588,"A form of nephrotic syndrome that does not respond to treatment with steroid medication, defined as persistent proteinuria despite 60mg/m2 or 2mg/kg for 8 weeks, after insuring no infection or non-adherence to medication.|Genetic studies and biopsy are necessary. Treatment depends on result. Genetic forms are treated symptomatically with ACE-inhibitor or angiotensin receptor blockers. Non-genetic forms are usually treated with calcineurin inhibitors. Prognosis is worse than in SSNS. 50 % progress into end-stage renal disease."
,HP_0012587,Macroscopic hematuria,,HP,HP_0012587,http://purl.obolibrary.org/obo/HP_0012587,Hematuria that is visible upon inspection of the urine.
,HP_0012585,Renal atrophy,,HP,HP_0012585,http://purl.obolibrary.org/obo/HP_0012585,Atrophy of the kidney.
,HP_0012580,Calcium phosphate nephrolithiasis,,HP,HP_0012580,http://purl.obolibrary.org/obo/HP_0012580,The presence of calcium- and phosphate-containing calculi (stones) in the kidneys.
,HP_0034964,Wide cavum septum pellucidum,,HP,HP_0034964,http://purl.obolibrary.org/obo/HP_0034964,"Width of the cavum septum pellucidum above the upper limit of normal, which is defined as a separation of greater than one cm of the leaves of the cavum septum pellucidum."
,HP_0034965,Hypoplastic trochlear nerve,,HP,HP_0034965,http://purl.obolibrary.org/obo/HP_0034965,"Underdevelopment of the trochlear nerve, which is the fourth cranial nerve and one of the ocular motor nerves that controls eye movement."
,HP_0034961,Gallbladder biliary sludging,,HP,HP_0034961,http://purl.obolibrary.org/obo/HP_0034961,"Presence of biliary sludge (a mixture of particulate solids that have precipitated from bile) in the gallbladder. Such sediment consists of cholesterol crystals, calcium bilirubinate pigment, and other calcium salts. Sludge is usually detected on transabdominal ultrasonography."
,HP_0034960,"Elevated urine 3,6-epoxydicarboxylic acid level",,HP,HP_0034960,http://purl.obolibrary.org/obo/HP_0034960,"The concentration of 3,6-epoxydicarboxylic acid in the urine, normalized for urine concentration, is above the upper limit of normal."
,HP_0034968,Urinary bladder mass,,HP,HP_0034968,http://purl.obolibrary.org/obo/HP_0034968,A swelling or enlargment localized to the urinary bladder. The word mass is usually used at an early stage of the diagnostic workup before the precise nature of the swelling has been determined.
,HP_0034963,Ureteral mass,,HP,HP_0034963,http://purl.obolibrary.org/obo/HP_0034963,A swelling or enlargment localized to the ureter. The word mass is usually used at an early stage of the diagnostic workup before the precise nature of the swelling has been determined.
,HP_0034969,Endosteal scalloping,,HP,HP_0034969,http://purl.obolibrary.org/obo/HP_0034969,A series of indentations or erosions on a normally smooth margin of the inner layer of the cortex (i.e. the endosteum) of bones.
,HP_0034962,Exacerbated by amiodarone exposure,,HP,HP_0034962,http://purl.obolibrary.org/obo/HP_0034962,Applied to a sign or symptom that is worsened by treatment with amiodarone.
,HP_0034966,Thymic cyst,,HP,HP_0034966,http://purl.obolibrary.org/obo/HP_0034966,"A closed sac of tissue (cyst) located in the thymus. Thymic cysts are a rare, benign anomaly, are usually asymptomatic, and mostly occur in the anterior mediastinum ."
,HP_0012004,Focal cognitive seizure with deja vu/jamais vu,,HP,HP_0012004,http://purl.obolibrary.org/obo/HP_0012004,A focal cognitive seizure characterized by memory phenomena such as feelings of familiarity (deja vu) and unfamiliarity (jamais vu) as the initial semiological manifestation.|See the Glossary of Descriptive Terminology for Ictal Semiology at http://www.ilae.org.
,HP_0012008,Focal cognitive seizure with illusion,,HP,HP_0012008,http://purl.obolibrary.org/obo/HP_0012008,"A focal cognitive seizure characterized by an alteration of actual perception involving visual, auditory, somatosensory, olfactory, and/or gustatory phenomena as the initial semiological manifestation."
,HP_0012001,EEG with generalized polyspikes,,HP,HP_0012001,http://purl.obolibrary.org/obo/HP_0012001,EEG with repetitive generalized sharp transient waves of a duration less than 80 msec.
,HP_0012006,Jamais vu aura,,HP,HP_0012006,http://purl.obolibrary.org/obo/HP_0012006,A subjective feeling that an experience which has occurred before is being experienced for the first time.
,HP_0012009,EEG with central focal spike waves,,HP,HP_0012009,http://purl.obolibrary.org/obo/HP_0012009,"EEG with focal sharp transient waves in the central region, i.e., focal sharp waves of a duration less than 80 msec followed by a slow wave."
,HP_0012000,EEG with generalized spikes,,HP,HP_0012000,http://purl.obolibrary.org/obo/HP_0012000,EEG with generalized sharp transient waves of a duration less than 80 msec.
,HP_0033368,Platypnea,,HP,HP_0033368,http://purl.obolibrary.org/obo/HP_0033368,A type of dyspnea that occurs when the affected person changes from a recumbent to an upright position.
,HP_0012007,Focal cognitive seizure with hallucination,,HP,HP_0012007,http://purl.obolibrary.org/obo/HP_0012007,"A focal cognitive seizure characterized by hallucination as the initial semiological manifestation.|Hallucination is the creation of composite perceptions without the presence of external sensory stimuli, these may be visual (e.g. formed images), auditory (e.g. hearing voices) or involve other sensory modalities, without change in awareness. The sensory phenomena may be accompanied by associated emotion or interpretation e.g. a formed visual image may be accompanied by fear, or may be experienced as persecutory or with paranoia (i.e. with unjustified suspicion / mistrust). These features distinguish focal seizures with hallucinations from focal sensory seizures."
,HP_0012002,Experiential epileptic aura,,HP,HP_0012002,http://purl.obolibrary.org/obo/HP_0012002,"Affective, mnemonic or composite perceptual auras with subjective qualities similar to those experienced in life but are recognized by the subject as occurring outside of actual context."
,HP_0012003,Affective epileptic aura,,HP,HP_0012003,http://purl.obolibrary.org/obo/HP_0012003,Affective auras with subjective qualities similar to those experienced in life but are recognized by the subject as occurring outside of actual context.
,HP_0012005,Deja vu aura,,HP,HP_0012005,http://purl.obolibrary.org/obo/HP_0012005,A subjective feeling that an experience which is occurring for the first time has been experienced before.
,HP_0033363,Hyaline membranes,,HP,HP_0033363,http://purl.obolibrary.org/obo/HP_0033363,"Hyaline membranes are homogeneous eosinophilic material composed of cellular debris, plasma proteins, and surfactant plastered against alveolar ducts and alveolar walls. The hyaline membranes are deposited along the walls of the alveoli, where gas exchange typically occurs, thereby making gas exchange difficult."
,HP_0033366,Exogenous lipoid pneumonia,,HP,HP_0033366,http://purl.obolibrary.org/obo/HP_0033366,"A type of lipoid pneumonia in which the source of the lipids is external to the body.|Endogenous lipoid pneumonia is a histopathologic diagnosis made on the basis of the characteristic appearance of the obstructive pneumonitis. Macroscopically, there is parenchymal consolidation that has a characteristic yellowish discoloration due to the accumulation of lipid in the alveoli. Histologically, there is an accumulation of lipid-filled macrophages and eosinophilic proteinaceous material derived from degenerating cells, including surfactant from type II pneumocytes, in the alveoli distal to the bronchial obstruction."
,HP_0033362,Recurrent coughing spasms,,HP,HP_0033362,http://purl.obolibrary.org/obo/HP_0033362,"Repeated occurrence of episodes of coughing, with each episode consisting of at least five minutes of continuous coughing."
,HP_0033365,Endogenous lipoid pneumonia,,HP,HP_0033365,http://purl.obolibrary.org/obo/HP_0033365,"A type of lipoid pneumonia in which the source of the lipids is the body itself. When an airway is obstructed, it is often the case that distal to the obstruction, lipid-laden macrophages and giant cells fill the lumen of the disconnected airspace.|Endogenous lipoid pneumonia is a histopathologic diagnosis made on the basis of the characteristic appearance of the obstructive pneumonitis. Macroscopically, there is parenchymal consolidation that has a characteristic yellowish discoloration due to the accumulation of lipid in the alveoli. Histologically, there is an accumulation of lipid-filled macrophages and eosinophilic proteinaceous material derived from degenerating cells, including surfactant from type II pneumocytes, in the alveoli distal to the bronchial obstruction."
,HP_0033360,Impaired ability to shift attention,,HP,HP_0033360,http://purl.obolibrary.org/obo/HP_0033360,"A behavioral abnormality whereby a person is unable to move freely from one situation, activity or aspect of aa problem to another as circumstances demand. Key aspects of shifting include the ability to make transitions, problem solve flexibly, switch or alternate attention, and change focus from one mind-set or topic to another. Mild deficits in the ability to shift compromise the efficiency of problem solving, whereas more severe difficulties are reflected in perseverative behaviors. Sometimes this is described as being rigid or inflexible."
,HP_0033364,Lipoid pneumonia,,HP,HP_0033364,http://purl.obolibrary.org/obo/HP_0033364,A specific form of lung inflammation that results from accumulation of lipids in the alveoli. Lipoid pneumonia can be either exogenous or endogenous in cause based on the source of the lipid.
,HP_0033369,Cavitating leukodystrophy,,HP,HP_0033369,http://purl.obolibrary.org/obo/HP_0033369,A type of leukodystrophy characterized by multiple small cavitations typically in the periventricular and deep cerebral white matter. The cavitations are visible as a central cavity with cerebrospinal fluid-like signal intensity.
,HP_0033361,Nasal ulcer,,HP,HP_0033361,http://purl.obolibrary.org/obo/HP_0033361,"An open sore of the nasal mucosa.|Nasal ulcers may occur due exogenous factors, such as trauma, pressure or inhalation of metals dust or aerosol. Nasal ulcers may also be a sign of an underlying disease, for example malignancies, infections (tuberculosis, leprosy, leishmaniasis), vasculitis (Wegener's granulomatosis, Churg-Strauss syndrome) or systemic lupus erythematosus."
,HP_0033367,Orthodeoxia,,HP,HP_0033367,http://purl.obolibrary.org/obo/HP_0033367,Low level of blood oxygen induced by changing from a recumbent to an upright position.
,HP_0010407,Curved middle phalanx of the 2nd toe,,HP,HP_0010407,http://purl.obolibrary.org/obo/HP_0010407,A deviation from the normal straight form of the middle phalanx of the 2nd toe.
,HP_0010408,Osteolytic defects of the middle phalanx of the 2nd toe,,HP,HP_0010408,http://purl.obolibrary.org/obo/HP_0010408,
,HP_0010406,Bullet-shaped middle phalanx of the 2nd toe,,HP,HP_0010406,http://purl.obolibrary.org/obo/HP_0010406,"An abnormal morphology of the middle phalanx of the second toe, with a short and wide phalanx that tapers distally. Bullet-shaped phalanges lack the normal diaphyseal constriction."
,HP_0010405,Broad middle phalanx of the 2nd toe,,HP,HP_0010405,http://purl.obolibrary.org/obo/HP_0010405,
,HP_0010404,Aplasia/Hypoplasia of the middle phalanx of the 2nd toe,,HP,HP_0010404,http://purl.obolibrary.org/obo/HP_0010404,
,HP_0010409,Patchy sclerosis of the middle phalanx of the 2nd toe,,HP,HP_0010409,http://purl.obolibrary.org/obo/HP_0010409,
,HP_0010402,Triangular shaped proximal phalanx of the 2nd toe,,HP,HP_0010402,http://purl.obolibrary.org/obo/HP_0010402,
,HP_0010403,Duplication of the proximal phalanx of the 2nd toe,,HP,HP_0010403,http://purl.obolibrary.org/obo/HP_0010403,Partial or complete duplication of proximal phalanx of second toe.
,HP_0010400,Patchy sclerosis of the proximal phalanx of the 2nd toe,,HP,HP_0010400,http://purl.obolibrary.org/obo/HP_0010400,
,HP_0010401,Symphalangism affecting the proximal phalanx of the 2nd toe,,HP,HP_0010401,http://purl.obolibrary.org/obo/HP_0010401,
,HP_0032437,Reduced circulating C-reactive protein concecntration,,HP,HP_0032437,http://purl.obolibrary.org/obo/HP_0032437,An abnormal decrease of the C-reactive protein level in serum.
,HP_0032434,Delayed umbilical cord separation,,HP,HP_0032434,http://purl.obolibrary.org/obo/HP_0032434,"Separation of the umbilical cord occurs at an abnormally late timepoint.|The umbilical cord of the newborn usually separates and sloughs by the end of the second postnatal week. However, a wide variation exists in the age at which cord separation occurs in healthy infants with regard to ethnicity, geographical location, and methods of cord care. A marked delay in cord separation raises the suspicion of leukocyte adhesion deficiency, a rare disorder leading to defective neutrophil function."
,HP_0032438,Platelet anisocytosis,,HP,HP_0032438,http://purl.obolibrary.org/obo/HP_0032438,Abnormally increased variability in the size of platelets.
,HP_0032435,Neonatal omphalitis,,HP,HP_0032435,http://purl.obolibrary.org/obo/HP_0032435,"An infection of the umbilicus and/or surrounding tissues occurring in the neonatal period.|The umbilical cord stump then gradually dries and typically falls off within 5 to 15 days. Both skin and enteric bacteria may colonize the devitalized tissue of the stump and lead to infection. Omphalitis is, therefore, a polymicrobial infection and the most common pathogens are Staphylococcus aureus, Streptococcus pyogenes, and gram-negative bacteria such as Escherichia coli, Klebsiella pneumoniae, and Proteus mirabilis."
,HP_0032430,Increased HDL3b concentration,,HP,HP_0032430,http://purl.obolibrary.org/obo/HP_0032430,An elevation above the normal concentration of the HDL3b subfraction in the blood circulation. An HDL3b particle is defined as an HDL particle with a size of 7.8-8.19 nm.
,HP_0032439,Airborn particle hypersensitivity,,HP,HP_0032439,http://purl.obolibrary.org/obo/HP_0032439,"An abnormally increased sensitivity to airborn particles. This can be diagnosed on the basis of the medical history, taking into account seasonality or a relationship to the concentration of airborn particles in the environment of the affected individual. Aerosol challenge is a gold standard of establishment of the symptom. There exist particle hypersensitivity (diesel exhaust, metals, inorganic material) vs. allergen (including pollen dander, etc) hypersensitivity. The responses are usually different and testing for allergen hypersensitivity is done in concert with serum IgE and or skin testing to the suspected allergen.|Particles can be defined as any small bits of material or droplets either inorganic or organic, viable or nonviable, that can become airborne. They can range from small molecules less than 0.001 micrometer to pollens and spores ranging between 2 and 50 micrometers and very large visible dust particles in the range of 1000 micrometers. Particles can also assume many shapes including long, fibrous varieties with a length greater than three times diameter, spheres, oddly shaped or irregularly shaped material, oblong, crescent-shaped varieties, or other peculiar shapes, such as certain pollen grains and mold spores."
,HP_0032431,Decreased HDL3b concentration,,HP,HP_0032431,http://purl.obolibrary.org/obo/HP_0032431,A reduction below the normal concentration of the HDL3b subfraction in the blood circulation. An HDL3b particle is defined as an HDL particle with a size of 7.8-8.19 nm.
,HP_0032433,Decreased HDL3c concentration,,HP,HP_0032433,http://purl.obolibrary.org/obo/HP_0032433,A reduction below the normal concentration of the HDL3c subfraction in the blood circulation. An HDL3c particle is defined as an HDL particle with a size of 7.20-7.79 nm.
,HP_0032436,Abnormal circulating C-reactive protein concentration,,HP,HP_0032436,http://purl.obolibrary.org/obo/HP_0032436,"Any deviation from the normal concentration of C-reactive protein in the blood circulation.|C-reactive protein (CRP) is produced by the liver, and increases in concentration in response to inflammation."
,HP_0032432,Increased HDL3c concentration,,HP,HP_0032432,http://purl.obolibrary.org/obo/HP_0032432,An elevation above the normal concentration of the HDL3c subfraction in the blood circulation. An HDL3c particle is defined as an HDL particle with a size of 7.20-7.79 nm.
,HP_0001430,Abnormality of the calf musculature,,HP,HP_0001430,http://purl.obolibrary.org/obo/HP_0001430,
,HP_0001438,Abnormal abdomen morphology,,HP,HP_0001438,http://purl.obolibrary.org/obo/HP_0001438,"A structural abnormality of the abdomen ('belly'), that is, the part of the body between the pelvis and the thorax."
,HP_0001433,Hepatosplenomegaly,,HP,HP_0001433,http://purl.obolibrary.org/obo/HP_0001433,Simultaneous enlargement of the liver and spleen.
,HP_0020006,Ciliary body coloboma,,HP,HP_0020006,http://purl.obolibrary.org/obo/HP_0020006,A coloboma of the ciliary body.
,HP_0006134,Enlarged metacarpal epiphyses,,HP,HP_0006134,http://purl.obolibrary.org/obo/HP_0006134,"Abnormally large size of one or more growth plates (epiphyses) of the metacarpal bones (i.e., the tubular bones of the hand between the carpus and the phalanges)."
,HP_0006136,Bilateral postaxial polydactyly,,HP,HP_0006136,http://purl.obolibrary.org/obo/HP_0006136,
,HP_0006135,Decreased finger mobility,,HP,HP_0006135,http://purl.obolibrary.org/obo/HP_0006135,
,HP_0030747,Preterm intraventricular hemorrhage,,HP,HP_0030747,http://purl.obolibrary.org/obo/HP_0030747,Intraventricular hemorrhage that occurs in a premature infant.|This is a common complication seen in preterm infacnts since the cerebral blood vessels are not yet fully developed. Infants born more than 10 weeks early are at highest risk for this type of bleeding.
,HP_0030748,Grade I preterm intraventricular hemorrhage,,HP,HP_0030748,http://purl.obolibrary.org/obo/HP_0030748,Intraventricular hemorrhage that occurs in a preterm infant and that is restricted to subependymal region/germline matrix which is seen in the caudothalamic groove.
,HP_0030743,Glial remnants anterior to the optic disc,,HP,HP_0030743,http://purl.obolibrary.org/obo/HP_0030743,Persistance of a posterior remnant of the hyaloid artery located at the optic disc.
,HP_0030746,Intraventricular hemorrhage,,HP,HP_0030746,http://purl.obolibrary.org/obo/HP_0030746,Bleeding into the ventricles of the brain.
,HP_0030740,Anomalous muscle bundle of the right ventricle,,HP,HP_0030740,http://purl.obolibrary.org/obo/HP_0030740,"An accessory (not normally present) muscle bundle in the right ventricle which obstructs the right ventricular outflow tract.|The anomalous muscle bundle is triangular in shape, with its apex attached to the anterior aspect of the ventricular septum immediately above and in front of the ventricular septal defect. It crosses the right ventricular chamber to insert at the apical portion of the anterior wall of the right ventricle (PMID:708529)."
,HP_0030744,Hyaloid vascular remnant and retrolental mass,,HP,HP_0030744,http://purl.obolibrary.org/obo/HP_0030744,A type of persistance of the hyaloid vascular system associated with a retrolental mass that may lead to fetal cataract.
,HP_0030745,Dilatation of the ductus arteriosus,,HP,HP_0030745,http://purl.obolibrary.org/obo/HP_0030745,"Ductus arteriosus aneurysm (DAA) is a saccular dilatation of the ductus arteriosus. DAA can be either congenital or acquired (e.g. as a complication of surgical closure of a patent ductus arteriosus). Although the majority of patients with congenital DAA are asymptomatic and have a benign course, severe complications, such as rupture or thromboembolism, can occur. DAA is likely to emerge in the third trimester from the aortic junction of the DA, extending towards its pulmonary end.|Ductus arteriosus aneurysm has been observed in patients with connective tissue disorders like Marfan and Ehlers-Danlos syndrome and in patients with chromosomal syndromes (e.g. Williams, Larsen, aneuploidies). Aneurysm is considered a severe form of dilatation."
,HP_0030741,Mediastinal teratoma,,HP,HP_0030741,http://purl.obolibrary.org/obo/HP_0030741,A teratoma located within the mediastinum (the cavity between the pleural sacs that contains the heart and all of the thoracic viscera except the lungs).
,HP_0030749,Grade II preterm intraventricular hemorrhage,,HP,HP_0030749,http://purl.obolibrary.org/obo/HP_0030749,Intraventricular hemorrhage that occurs in a preterm infant and that has extension into normal-sized ventricles and typically fills less than 50% of the volume of the ventricle.
,HP_0030742,Glial remnants posterior to lens,,HP,HP_0030742,http://purl.obolibrary.org/obo/HP_0030742,"This anomaly, also known as Mittendorf dot, is a benign, nonprogressive recognizable lesion that does not cause visual impairment. However, it can resemble a pathological congenital or acquired cataract lesion which may enlarge and cause visual impairment. The dot appears as a black speck that ranges in size from the dot made by a sharp pencil point to the size of a poppy seed. It is usually well defined, although occasionally there may be irregular, fine lines radiating outward from the dot."
,HP_0100538,Abnormality of the supraorbital ridges,,HP,HP_0100538,http://purl.obolibrary.org/obo/HP_0100538,An anomaly of the supraorbital portion of the frontal bones.
,HP_0100531,Wind-swept deformity of the knees,,HP,HP_0100531,http://purl.obolibrary.org/obo/HP_0100531,The appearance of abnormal valgus deformity in one knee in association with varus deformity in the other.
,HP_0100539,Periorbital edema,,HP,HP_0100539,http://purl.obolibrary.org/obo/HP_0100539,Edema affecting the region situated around the orbit of the eye.
,HP_0100537,Fasciitis,,HP,HP_0100537,http://purl.obolibrary.org/obo/HP_0100537,"Inflammation of fascia, the tissue under the skin and over the muscle."
,HP_0100532,Scleritis,,HP,HP_0100532,http://purl.obolibrary.org/obo/HP_0100532,"Inflammation of the sclera.|Scleritis may be accompanied by blurred vision, eye pain, redness of the (normally white) sclera, photophobia, and tearing."
,HP_0100536,Abnormality of the fascia,,HP,HP_0100536,http://purl.obolibrary.org/obo/HP_0100536,An abnormality of fascia.
,HP_0100533,Inflammatory abnormality of the eye,,HP,HP_0100533,http://purl.obolibrary.org/obo/HP_0100533,"Inflammation of the eye, parts of the eye or the periorbital region."
,HP_0100534,Episcleritis,,HP,HP_0100534,http://purl.obolibrary.org/obo/HP_0100534,"Inflammation of the episclera, a thin layer of tissue covering the white part (sclera) of the eye.|In contrast to conjunctivitis, with episcleritis the inflammation is generally limited to isolated parts of the sclera and is not diffuse.One can observe dilated episcleral blood vessels between regions of white sclera."
,HP_0100535,Tibiofibular diastasis,,HP,HP_0100535,http://purl.obolibrary.org/obo/HP_0100535,
,HP_0100530,Abnormal circulating calcium-phosphate regulating hormone concentration,,HP,HP_0100530,http://purl.obolibrary.org/obo/HP_0100530,Any deviation from the normal concentration in the blood circulation of a hormone that is involved in the regulation of phosphate and calcium.
,HP_0025227,Triggered by excitement,,HP,HP_0025227,http://purl.obolibrary.org/obo/HP_0025227,Applies to a sign or symptom that is provoked or brought about by a a state of excitement or by being startled.
,HP_0033572,Anti-H1 antibody positivity,,HP,HP_0033572,http://purl.obolibrary.org/obo/HP_0033572,The presence of autoantibodies in the blood circulation that react against histone H1.
,HP_0025226,Triggered by stress,,HP,HP_0025226,http://purl.obolibrary.org/obo/HP_0025226,"Applies to a sign or symptom that is provoked or brought about by a physical, mental, or emotional factor associated with bodily or mental tension."
,HP_0025221,Triggered by pregnancy,,HP,HP_0025221,http://purl.obolibrary.org/obo/HP_0025221,Applies to a sign or symptom that is provoked or brought about by pregnancy in a female.
,HP_0025224,Triggered by sodium ingestion,,HP,HP_0025224,http://purl.obolibrary.org/obo/HP_0025224,Applies to a sign or symptom that is provoked or brought about by eating or drinking sodium.
,HP_0025225,Triggered by sound,,HP,HP_0025225,http://purl.obolibrary.org/obo/HP_0025225,"Applies to a sign or symptom that is provoked or brought about by exposure to sound or noise.|For instance, seizures associated with autosomal dominant partial epilepsy with auditory features may be triggered by certain sounds such as telephone ringing or speech."
,HP_0025228,Triggered by sudden movement,,HP,HP_0025228,http://purl.obolibrary.org/obo/HP_0025228,Applies to a sign or symptom that is provoked or brought about by a sudden movement.
,HP_0025220,Triggered by menstruation,,HP,HP_0025220,http://purl.obolibrary.org/obo/HP_0025220,Applies to a sign or symptom that is provoked or brought about by menstruation in a female.
,HP_0025223,Triggered by smoking,,HP,HP_0025223,http://purl.obolibrary.org/obo/HP_0025223,Applies to a sign or symptom that is provoked or brought about by smoking.
,HP_0025229,Triggered by vestibular stimulation,,HP,HP_0025229,http://purl.obolibrary.org/obo/HP_0025229,"Applies to a sign or symptom that is provoked or brought about by vestibular stimulation, including head turning, cold calorics, postural changes, or rotating chair."
,HP_0025222,Triggered by sleep deprivation,,HP,HP_0025222,http://purl.obolibrary.org/obo/HP_0025222,Applies to a sign or symptom that is provoked or brought about by a lack of sufficient sleep.
