,id,name,acronym,description,url,location,country,latitude,longitude,head,contact,national_node,withdrawn,parent_collection,sub_collections,biobank,biobank_label,network,also_known,studies,type,data_categories,order_of_magnitude,size,categories,timestamp,quality,combined_quality,number_of_donors,order_of_magnitude_donors,sex,diagnosis_available,age_low,age_high,age_unit,facts,materials,storage_temperatures,body_part_examined,imaging_modality,image_dataset_type,collaboration_commercial,collaboration_non_for_profit,data_use,duc_profile,commercial_use,access_fee,access_joint_project,access_description,access_uri,sop,catalog,license,publisher,language,keywords,EJP_RD_personalData,EJP_RD_vpConnection,issued,modified,mg_draft
1651,bbmri-eric:ID:ES_BioNER-IIER:collection:Fibrilacion_ventricular_idiopatica,Fibrilación ventricular idiopática,,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,30.0,"cardiovascular,rare_disease",,,,11.0,1.0,"MALE,FEMALE",urn:miriam:icd:I49.0,,,YEAR,,DNA,temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other cardiac arrhythmias - Ventricular fibrillation and flutter,,,2026-07-23 05:02:06.556069,2026-07-23 05:02:06.556069,
1656,bbmri-eric:ID:ES_BV:collection:COVID-19_positive,COVID-19 positive,COVID,Disease caused by Severe acute respiratory syndrome coronavirus 2,https://www.biobancovasco.org,País Vasco,ES,43297691,-2985980,,bbmri-eric:contactID:ES_Bilbao,ES,False,,,bbmri-eric:ID:ES_BV,Basque Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,CLINICAL_SYMPTOMS,CT,MEDICAL_RECORDS,TREATMENT_PROTOCOL",4,63371.0,"infectious,paediatrics,covid19",2023-01-25 00:00:00.000,,,3806.0,3.0,"FEMALE,MALE,NAV",urn:miriam:icd:U07.1,6.0,99.0,YEAR,,"BUFFY_COAT,PLASMA,SERUM,WHOLE_BLOOD",temperature-60to-85,,,,True,True,,,True,,,,,"sample_processing_sop,sample_transport_sop,sample_storage_sop,data_processing_sop,data_transport_sop,data_storage_sop",directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,"Emergency use of U07 - COVID-19,virus identified",,,2026-07-23 05:02:06.831702,2026-07-23 05:02:06.831702,
1658,bbmri-eric:ID:ES_BV:collection:COVID-19_vaccine,COVID-19 vaccine,COVID,Administration of vaccine product against Severe acute respiratory syndrome coronavirus 2,https://www.biobancovasco.org,País Vasco,ES,43297691,-2985980,,bbmri-eric:contactID:ES_Bilbao,ES,False,,,bbmri-eric:ID:ES_BV,Basque Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,CLINICAL_SYMPTOMS,CT,MEDICAL_RECORDS,TREATMENT_PROTOCOL",2,516.0,"infectious,covid19",2023-01-25 00:00:00.000,,,34.0,1.0,"FEMALE,MALE,NAV",urn:miriam:icd:U07.1,30.0,59.0,YEAR,,"BUFFY_COAT,PLASMA,SERUM,WHOLE_BLOOD",temperature-60to-85,,,,True,True,,,True,,,,,"sample_processing_sop,sample_transport_sop,sample_storage_sop,data_processing_sop,data_transport_sop,data_storage_sop",directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,"Emergency use of U07 - COVID-19,virus identified",,,2026-07-23 05:02:06.831702,2026-07-23 05:02:06.831702,
1667,bbmri-eric:ID:ES_INCLIVA:collection:INC_26_MS,Multiple Sclerosis,,Sample collection from patients with Multiple Sclerosis,https://www.incliva.es/en/services/platforms/biobank/,Valencia,ES,,,bbmri-eric:contactID:ES_Alfaro-Cervello,bbmri-eric:contactID:ES_Alfaro-Cervello,ES,False,,,bbmri-eric:ID:ES_INCLIVA,INCLIVA Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,DISEASE_SPECIFIC,HOSPITAL","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",2,725.0,"nervous_system,paediatrics",2023-05-16 00:00:00.000,,accredited,71.0,1.0,"FEMALE,MALE",urn:miriam:icd:G35,16.0,76.0,YEAR,,"OTHER,DNA,PERIPHERAL_BLOOD_CELLS,PLASMA","temperature-60to-85,temperatureOther",,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Multiple sclerosis,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1671,bbmri-eric:ID:ES_LAFE:collection:PE_17_3,DEMENTIAS,NeuroDEM,Patients with dementias,https://www.iislafe.es/es/apoyo-a-la-investigacion/plataformas-cientifico-tecnologicas/biobanco/,Valencia,ES,43297691,-2985980,bbmri-eric:contactID:ES_Cervera,bbmri-eric:contactID:ES_Amigo,ES,False,,,bbmri-eric:ID:ES_LAFE,Biobanco LA FE,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,CASE_CONTROL,COHORT,DISEASE_SPECIFIC,HOSPITAL,QUALITY_CONTROL","BIOLOGICAL_SAMPLES,BLOOD,CLINICAL_SYMPTOMS,DiseaseDuration,MEDICAL_RECORDS,TREATMENT_PROTOCOL",3,1511.0,population,2014-01-16 00:00:00.000,,accredited,1511.0,3.0,"MALE,FEMALE",urn:miriam:icd:F03,54.0,81.0,YEAR,,"DNA,PLASMA,RNA,SERUM",temperature-60to-85,,,,True,True,,,True,,,,,"sample_processing_sop,sample_transport_sop,sample_storage_sop,data_processing_sop,data_transport_sop,data_storage_sop",directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Unspecified dementia,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1672,bbmri-eric:ID:ES_FJD:collection:MADRID-COVID,MADRID-COVID,,Pilot clinical trial in patients with COVID-19-related acute respiratory distress syndrome that evaluated the use of intravenous metoprolol and whose biological collection includes whole blood samples and bronchoalveolar lavage specimens for the analysis of biomarkers and inflammation.,https://www.fjd.es/iis-fjd/es/unidades-apoyo/unidades-apoyo-investigacion/biobanco,Madrid,ES,,,bbmri-eric:contactID:ES_Rojo_Todo,bbmri-eric:contactID:ES_Rojo_Todo,ES,False,,,bbmri-eric:ID:ES_FJD,Fundación Jiménez Díaz-Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,SAMPLE,BIOLOGICAL_SAMPLES,2,500.0,,2020-10-21 00:00:00.000,,accredited,20.0,1.0,"FEMALE,MALE",,38.0,77.0,YEAR,,"PLASMA,SERUM,OTHER",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1685,bbmri-eric:ID:ES_IBSP-CV:collection:IBSP-001-SCH,HEREDITARY Oncology,SCH,Collection associated with the Hereditary Oncology Program of the Valencian Community. The samples in the collection come from surpluses from diagnostic processes of the set of hereditary Oncology types in which genetic counseling is offered.,https://fisabio.san.gva.es/es/apoyo-a-la-investigacion/plataformas-y-servicios-cientifico-tecnicos/biobancos/biobanco-ibsp-cv/,Valencia,ES,,,bbmri-eric:contactID:ES_Martinez_Santamaria,bbmri-eric:contactID:ES_Martinez_Santamaria,ES,False,,,bbmri-eric:ID:ES_IBSP-CV,Biobank for Biomedical Research and Public Health of the Valencian Community,bbmri-eric:networkID:ES_PISCIIIBB,,,POPULATION_BASED,"BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS",4,16832.0,"paediatrics,population",2024-08-16 00:00:00.000,,accredited,11254.0,4.0,"FEMALE,MALE",,0.0,87.0,YEAR,,"DNA,BUFFY_COAT",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:06.831702,2026-07-23 05:02:06.831702,
1686,bbmri-eric:ID:ES_INCLIVA:collection:INC_23_OC,Ovarian Cancer,,Sample collection from patients with ovarian cancer,https://www.incliva.es/en/services/platforms/biobank/,Valencia,ES,,,bbmri-eric:contactID:ES_Alfaro-Cervello,bbmri-eric:contactID:ES_Alfaro-Cervello,ES,False,,,bbmri-eric:ID:ES_INCLIVA,INCLIVA Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,DISEASE_SPECIFIC,HOSPITAL","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",3,3671.0,oncology,2023-05-16 00:00:00.000,,accredited,87.0,1.0,FEMALE,urn:miriam:icd:C56,36.0,90.0,YEAR,,"PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM,TISSUE_PARAFFIN_EMBEDDED,OTHER,BUFFY_COAT",temperature-60to-85,,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Malignant neoplasm of ovary,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1690,bbmri-eric:ID:ES_IBSP-CV:collection:IBSP-006-SI,Child Population,SI,Collection from samples obtained for the project “Analysis of the relevance of changing the vaccination regimen against Meninogococcus C. Epidemiological modeling using random networks” carried out from the Vaccine Area of ​​Fisabio-Public Health,https://fisabio.san.gva.es/es/apoyo-a-la-investigacion/plataformas-y-servicios-cientifico-tecnicos/biobancos/biobanco-ibsp-cv/,Valencia,ES,,,bbmri-eric:contactID:ES_Martinez_Santamaria,bbmri-eric:contactID:ES_Martinez_Santamaria,ES,False,,,bbmri-eric:ID:ES_IBSP-CV,Biobank for Biomedical Research and Public Health of the Valencian Community,bbmri-eric:networkID:ES_PISCIIIBB,,,POPULATION_BASED,"BIOLOGICAL_SAMPLES,SURVEY_DATA",3,2209.0,"paediatrics,population",2024-08-16 00:00:00.000,,accredited,758.0,2.0,"FEMALE,MALE",,0.0,18.0,YEAR,,DNA,temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:06.831702,2026-07-23 05:02:06.831702,
1691,bbmri-eric:ID:ES_INCLIVA:collection:INC_29_EMD,Endocrine-metabolic Deseases,,Sample collection from patients (and controls) with Endocrine-Metabolic Diseases like Mellitus Diabetes.,https://www.incliva.es/en/services/platforms/biobank/,Valencia,ES,,,bbmri-eric:contactID:ES_Alfaro-Cervello,bbmri-eric:contactID:ES_Alfaro-Cervello,ES,False,,,bbmri-eric:ID:ES_INCLIVA,INCLIVA Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,DISEASE_SPECIFIC,HOSPITAL,CASE_CONTROL","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",3,4016.0,"metabolic,population",2023-05-16 00:00:00.000,,accredited,269.0,2.0,"FEMALE,MALE",urn:miriam:icd:E14.9,19.0,85.0,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM,URINE,BUFFY_COAT",temperature-60to-85,,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Unspecified diabetes mellitus - Unspecified diabetes mellitus: Without complications,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1694,bbmri-eric:ID:ES_HMRIB:collection:C_0001331,Diagnostic Surplus Sample Bank,,"Collections of any type of sample (serum, plasma, cerebrospinal fluid, urine, tissues...) obtained at the Parc de Salut Mar as part of the healthcare process",https://marbiobanc.imim.es/es_index,Barcelona,ES,,,bbmri-eric:contactID:ES_Iglesias_Coma,bbmri-eric:contactID:ES_Iglesias_Coma,ES,False,,,bbmri-eric:ID:ES_HMRIB,Hospital Del Mar Research Institute Barcelona,bbmri-eric:networkID:ES_PISCIIIBB,,,HOSPITAL,MEDICAL_RECORDS,5,,paediatrics,,,accredited,,,,,0.0,99.0,YEAR,,TISSUE_PARAFFIN_EMBEDDED,temperatureRoom,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
1700,bbmri-eric:ID:ES_HMRIB:collection:C_0001439,Stroke Sample Bank,,Collection of serum and plasma samples from patients diagnosed with cerebral infarction,https://marbiobanc.imim.es/es_index,Barcelona,ES,,,bbmri-eric:contactID:ES_Iglesias_Coma,bbmri-eric:contactID:ES_Iglesias_Coma,ES,False,,,bbmri-eric:ID:ES_HMRIB,Hospital Del Mar Research Institute Barcelona,bbmri-eric:networkID:ES_PISCIIIBB,,,SAMPLE,BIOLOGICAL_SAMPLES,2,,,,,accredited,,,,,,,,,PLASMA,temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
1702,bbmri-eric:ID:ES_IBSP-CV:collection:IBSP-057-COVGRA,SERIOUS COVID,COVID GRAVES,Repository of biological samples from donors who have suffered COVID infection and who have suffered from it with hospital admission and in a serious way. The collection also includes a questionnaire of relevant information associated with the same samples about the health status of each donor.,https://fisabio.san.gva.es/es/apoyo-a-la-investigacion/plataformas-y-servicios-cientifico-tecnicos/biobancos/biobanco-ibsp-cv/,Valencia,ES,,,bbmri-eric:contactID:ES_Martinez_Santamaria,bbmri-eric:contactID:ES_Martinez_Santamaria,ES,False,,,bbmri-eric:ID:ES_IBSP-CV,Biobank for Biomedical Research and Public Health of the Valencian Community,bbmri-eric:networkID:ES_PISCIIIBB,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,CLINICAL_SYMPTOMS,MEDICAL_RECORDS,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",2,115.0,paediatrics,2024-08-16 00:00:00.000,,accredited,89.0,1.0,"FEMALE,MALE",,17.0,97.0,YEAR,,"DNA,BUFFY_COAT",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:06.831702,2026-07-23 05:02:06.831702,
1703,bbmri-eric:ID:ES_HMRIB:collection:CP_0000003,Collection of Samples from Renal Glomerular Diseases,GLOSEN,A collection consisting of biological samples from patients diagnosed with renal glomerular disease via kidney biopsy.,https://marbiobanc.imim.es/es_index,Barcelona,ES,,,bbmri-eric:contactID:ES_Iglesias_Coma,bbmri-eric:contactID:ES_Iglesias_Coma,ES,False,,,bbmri-eric:ID:ES_HMRIB,Hospital Del Mar Research Institute Barcelona,bbmri-eric:networkID:ES_PISCIIIBB,,,SAMPLE,BIOLOGICAL_SAMPLES,4,,paediatrics,,,accredited,,,,,0.0,99.0,YEAR,,WHOLE_BLOOD,temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
1705,bbmri-eric:ID:ES_IBSP-CV:collection:IBSP-064-NEF,NEPHROPATHOLOGIES,NEF,"Repository of biological samples (tissue, blood, serum, plasma, DNA and urine) from donors who are biopsied with a suspected diagnosis of glomerular or tubulo-interstitial renal pathology.",https://fisabio.san.gva.es/es/apoyo-a-la-investigacion/plataformas-y-servicios-cientifico-tecnicos/biobancos/biobanco-ibsp-cv/,Valencia,ES,,,bbmri-eric:contactID:ES_Martinez_Santamaria,bbmri-eric:contactID:ES_Martinez_Santamaria,ES,False,,,bbmri-eric:ID:ES_IBSP-CV,Biobank for Biomedical Research and Public Health of the Valencian Community,bbmri-eric:networkID:ES_PISCIIIBB,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",2,168.0,paediatrics,2024-08-16 00:00:00.000,,accredited,163.0,2.0,"FEMALE,MALE",,16.0,85.0,YEAR,,"DNA,BUFFY_COAT",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:06.831702,2026-07-23 05:02:06.831702,
1709,bbmri-eric:ID:ES_IBSP-CV:collection:IBSP-071-LONGCOVID,LONG COVID,LONG COVID,"Repository of biological samples from donors who have suffered COVID infection and who remain with symptoms after the considered acute phase of the disease, after 4 and even 12 weeks, with symptoms persisting over time. The collection also includes a questionnaire of relevant information associated with the same samples about the health status of each donor.",https://fisabio.san.gva.es/es/apoyo-a-la-investigacion/plataformas-y-servicios-cientifico-tecnicos/biobancos/biobanco-ibsp-cv/,Valencia,ES,,,bbmri-eric:contactID:ES_Martinez_Santamaria,bbmri-eric:contactID:ES_Martinez_Santamaria,ES,False,,,bbmri-eric:ID:ES_IBSP-CV,Biobank for Biomedical Research and Public Health of the Valencian Community,bbmri-eric:networkID:ES_PISCIIIBB,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,CLINICAL_SYMPTOMS,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,SURVEY_DATA",2,401.0,paediatrics,2024-08-16 00:00:00.000,,accredited,150.0,2.0,"FEMALE,MALE",,14.0,73.0,YEAR,,"DNA,BUFFY_COAT",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:06.831702,2026-07-23 05:02:06.831702,
1711,bbmri-eric:ID:ES_IBSP-CV:collection:IBSP-076-VIH,HIV,VIH,This project is based on the creation of a prospective cross-sectional cohort of patients with chronic HIV infection.,https://fisabio.san.gva.es/es/apoyo-a-la-investigacion/plataformas-y-servicios-cientifico-tecnicos/biobancos/biobanco-ibsp-cv/,Valencia,ES,,,bbmri-eric:contactID:ES_Martinez_Santamaria,bbmri-eric:contactID:ES_Martinez_Santamaria,ES,False,,,bbmri-eric:ID:ES_IBSP-CV,Biobank for Biomedical Research and Public Health of the Valencian Community,bbmri-eric:networkID:ES_PISCIIIBB,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",2,184.0,,2024-08-16 00:00:00.000,,accredited,101.0,2.0,"FEMALE,MALE",,26.0,78.0,YEAR,,"DNA,BUFFY_COAT",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:06.831702,2026-07-23 05:02:06.831702,
1712,bbmri-eric:ID:ES_IBSP-CV:collection:IBSP-086-COVAC,COVID VACCINATED,COVAC,Repository of biological samples from donors who have suffered COVID infection and who have suffered from it without hospital admission and in a mild or asymptomatic manner and have subsequently been vaccinated. The collection also includes a questionnaire of relevant information associated with the same samples about the health status of each donor.,https://fisabio.san.gva.es/es/apoyo-a-la-investigacion/plataformas-y-servicios-cientifico-tecnicos/biobancos/biobanco-ibsp-cv/,Valencia,ES,,,bbmri-eric:contactID:ES_Martinez_Santamaria,bbmri-eric:contactID:ES_Martinez_Santamaria,ES,False,,,bbmri-eric:ID:ES_IBSP-CV,Biobank for Biomedical Research and Public Health of the Valencian Community,bbmri-eric:networkID:ES_PISCIIIBB,,,POPULATION_BASED,"BIOLOGICAL_SAMPLES,CLINICAL_SYMPTOMS,SURVEY_DATA",2,239.0,population,2024-08-16 00:00:00.000,,accredited,54.0,1.0,"FEMALE,MALE",,19.0,55.0,YEAR,,"DNA,BUFFY_COAT",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:06.831702,2026-07-23 05:02:06.831702,
1714,bbmri-eric:ID:ES_IBSP-CV:collection:IBSP-089-COT,UVEITIS,COTHEIA,"The CoTHEIA study is a clinical trial in which the efficacy, safety and cost-effectiveness will be evaluated treatment with methotrexate monotherapy, adalimumab in monotherapy and the combination of these two, in patients with non-anterior and non-anterior uveitis",https://fisabio.san.gva.es/es/apoyo-a-la-investigacion/plataformas-y-servicios-cientifico-tecnicos/biobancos/biobanco-ibsp-cv/,Valencia,ES,,,bbmri-eric:contactID:ES_Martinez_Santamaria,bbmri-eric:contactID:ES_Martinez_Santamaria,ES,False,,,bbmri-eric:ID:ES_IBSP-CV,Biobank for Biomedical Research and Public Health of the Valencian Community,bbmri-eric:networkID:ES_PISCIIIBB,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",0,6.0,,2024-08-16 00:00:00.000,,accredited,2.0,0.0,"FEMALE,MALE",,18.0,29.0,YEAR,,"DNA,BUFFY_COAT",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:06.831702,2026-07-23 05:02:06.831702,
1716,bbmri-eric:ID:ES_IBSP-CV:collection:IBSP-099-FIB,FIBROMYALGIA AND CHRONIC FATIGUE SYNDROME,FIB,"This collection may allow the development of projects to identify specific HERV elements, among the 8% of human genomic sequences, which are activated especially in FM, ME/CFS and persistent COVID in order to carry out a differential diagnosis (""HERV fingerprints"" specific to the disease).",https://fisabio.san.gva.es/es/apoyo-a-la-investigacion/plataformas-y-servicios-cientifico-tecnicos/biobancos/biobanco-ibsp-cv/,Valencia,ES,,,bbmri-eric:contactID:ES_Martinez_Santamaria,bbmri-eric:contactID:ES_Martinez_Santamaria,ES,False,,,bbmri-eric:ID:ES_IBSP-CV,Biobank for Biomedical Research and Public Health of the Valencian Community,bbmri-eric:networkID:ES_PISCIIIBB,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,CLINICAL_SYMPTOMS,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,SURVEY_DATA",2,125.0,,2024-08-16 00:00:00.000,,accredited,124.0,2.0,FEMALE,,18.0,67.0,YEAR,,"DNA,BUFFY_COAT",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:06.831702,2026-07-23 05:02:06.831702,
1722,bbmri-eric:ID:ES_MDAN:collection:BSHC,Healthy control blood collection,,"Samples of whole blood, plasma and serum obtained from voluntary healthy donors with no history of malignant neoplastic disease, collected as part of the care activities at the Hospital.",https://fundacionmdanderson.es/biobanco,Madrid,ES,,,bbmri-eric:contactID:ES_Garcia_Garcia,bbmri-eric:contactID:ES_Garcia_Garcia,ES,False,,,bbmri-eric:ID:ES_MDAN,MD Anderson Foundation Biobank - Hospiten,bbmri-eric:networkID:ES_PISCIIIBB,,,HOSPITAL,BIOLOGICAL_SAMPLES,2,,,,,accredited,,,,,18.0,99.0,,,SERUM,temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
1724,bbmri-eric:ID:ES_MDAN:collection:BWHC,Healthy control blood collection,,"Samples of whole blood, plasma and serum obtained from voluntary healthy donors with no history of malignant neoplastic disease, collected as part of the care activities at the Hospital.",https://fundacionmdanderson.es/biobanco,Madrid,ES,,,bbmri-eric:contactID:ES_Garcia_Garcia,bbmri-eric:contactID:ES_Garcia_Garcia,ES,False,,,bbmri-eric:ID:ES_MDAN,MD Anderson Foundation Biobank - Hospiten,bbmri-eric:networkID:ES_PISCIIIBB,,,HOSPITAL,BIOLOGICAL_SAMPLES,2,,,,,accredited,,,,,18.0,99.0,,,WHOLE_BLOOD,temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
1725,bbmri-eric:ID:ES_VHIR:collection:ImmunologyBank_45,Immunology Bank,,The collection is made up of blood samples and blood derivatives from patients with immunodeficiencies who were treated at the Vall d'Hebron University Hospital.,https://vhir.vallhebron.com/en/research-support/biobank,Barcelona,ES,,,bbmri-eric:contactID:ES_Novoa_Garcia,bbmri-eric:contactID:ES_Novoa_Garcia,ES,False,,,bbmri-eric:ID:ES_VHIR,Vall d'Hebron Research Institute,bbmri-eric:networkID:ES_PISCIIIBB,,,RD,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",0,1.0,"autoimmune,rare_disease",,,accredited,1.0,0.0,MALE,urn:miriam:icd:D80.6,23.0,23.0,YEAR,,"DNA,PLASMA,PERIPHERAL_BLOOD_CELLS,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Antibody deficiency with near-normal immunoglobulins or with hyperimmunoglobulinaemia,,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
1726,bbmri-eric:ID:ES_VHIR:collection:ImmunologyBank_46,Immunology Bank,,The collection is made up of blood samples and blood derivatives from patients with immunodeficiencies who were treated at the Vall d'Hebron University Hospital.,https://vhir.vallhebron.com/en/research-support/biobank,Barcelona,ES,,,bbmri-eric:contactID:ES_Novoa_Garcia,bbmri-eric:contactID:ES_Novoa_Garcia,ES,False,,,bbmri-eric:ID:ES_VHIR,Vall d'Hebron Research Institute,bbmri-eric:networkID:ES_PISCIIIBB,,,RD,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",0,2.0,"autoimmune,rare_disease",,,accredited,2.0,0.0,MALE,urn:miriam:icd:D80.9,22.0,25.0,YEAR,,"DNA,PLASMA,PERIPHERAL_BLOOD_CELLS,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,"Immunodeficiency with predominantly antibody defects,unspecified",,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
