name,definition,codesystem,code,ontologyTermURI
"Alive","Showing characteristics of life; displaying signs of life.","NCIT","C37987","http://purl.obolibrary.org/obo/NCIT_C37987"
"Dead","The cessation of life.","NCIT","C28554","http://purl.obolibrary.org/obo/NCIT_C28554"
"Lost in follow-up","The loss or lack of continuation of subject participation after a study has officially closed.","NCIT","C159824","http://purl.obolibrary.org/obo/NCIT_C159824"
"Opted-out","A grantor's dissent to the terms of agreement offered by a grantee without an opportunity for to assent to any terms.","HL7","C3858493","http://purl.bioontology.org/ontology/HL7/C3858493"
