name,definition,codesystem,code,ontologyTermURI
Italian founder,Italian founder,HANCESTRO,0559,http://purl.obolibrary.org/obo/HANCESTRO_0559
Northern Finnish founder,Northern Finnish founder,HANCESTRO,0560,http://purl.obolibrary.org/obo/HANCESTRO_0560
Romanian founder,Romanian founder,HANCESTRO,0561,http://purl.obolibrary.org/obo/HANCESTRO_0561
South Tyrolean,South Tyrolean,HANCESTRO,0563,http://purl.obolibrary.org/obo/HANCESTRO_0563
Vis founder,Vis founder,HANCESTRO,0564,http://purl.obolibrary.org/obo/HANCESTRO_0564
Split founder,Split founder,HANCESTRO,0565,http://purl.obolibrary.org/obo/HANCESTRO_0565
undefined ancestry population,undefined ancestry population,HANCESTRO,0566,http://purl.obolibrary.org/obo/HANCESTRO_0566
Afro-Caribbean,Afro-Caribbean,HANCESTRO,0567,http://purl.obolibrary.org/obo/HANCESTRO_0567
African American,African American,HANCESTRO,0568,http://purl.obolibrary.org/obo/HANCESTRO_0568
Talana,Talana,HANCESTRO,0569,http://purl.obolibrary.org/obo/HANCESTRO_0569
Pima Indian,Pima Indian,HANCESTRO,0570,http://purl.obolibrary.org/obo/HANCESTRO_0570
Plains American Indian,Plains American Indian,HANCESTRO,0571,http://purl.obolibrary.org/obo/HANCESTRO_0571
Kosraen,Kosraen,HANCESTRO,0572,http://purl.obolibrary.org/obo/HANCESTRO_0572
Native Hawaiian,Native Hawaiian,HANCESTRO,0573,http://purl.obolibrary.org/obo/HANCESTRO_0573
Pacific Islander,Pacific Islander,HANCESTRO,0574,http://purl.obolibrary.org/obo/HANCESTRO_0574
Yoruban,Yoruban,HANCESTRO,0575,http://purl.obolibrary.org/obo/HANCESTRO_0575
West African,West African,HANCESTRO,0576,http://purl.obolibrary.org/obo/HANCESTRO_0576
Dai Chinese,Dai Chinese,HANCESTRO,0577,http://purl.obolibrary.org/obo/HANCESTRO_0577
Hui Chinese,Hui Chinese,HANCESTRO,0578,http://purl.obolibrary.org/obo/HANCESTRO_0578
Jingpo Chinese,Jingpo Chinese,HANCESTRO,0579,http://purl.obolibrary.org/obo/HANCESTRO_0579
Malaysian Chinese,Malaysian Chinese,HANCESTRO,0580,http://purl.obolibrary.org/obo/HANCESTRO_0580
Uygur Chinese,Uygur Chinese,HANCESTRO,0581,http://purl.obolibrary.org/obo/HANCESTRO_0581
Tibetan,Tibetan,HANCESTRO,0582,http://purl.obolibrary.org/obo/HANCESTRO_0582
Taiwanese Han,Taiwanese Han,HANCESTRO,0583,http://purl.obolibrary.org/obo/HANCESTRO_0583
Sri Lankan Sinhalese,Sri Lankan Sinhalese,HANCESTRO,0584,http://purl.obolibrary.org/obo/HANCESTRO_0584
Tatar,Tatar,HANCESTRO,0585,http://purl.obolibrary.org/obo/HANCESTRO_0585
Bashkir,Bashkir,HANCESTRO,0586,http://purl.obolibrary.org/obo/HANCESTRO_0586
Martu Australian Aboriginal,Martu Australian Aboriginal,HANCESTRO,0587,http://purl.obolibrary.org/obo/HANCESTRO_0587
Jewish Israeli,Jewish Israeli,HANCESTRO,0588,http://purl.obolibrary.org/obo/HANCESTRO_0588
Eskimo,Eskimo,HANCESTRO,0595,http://purl.obolibrary.org/obo/HANCESTRO_0595
Arab,Arab,HANCESTRO,0596,http://purl.obolibrary.org/obo/HANCESTRO_0596
