name,codesystem,code,ontologyTermURI
Entire left pleura,SNOMED CT,362001001,http://purl.bioontology.org/ontology/SNOMEDCT/362001001
Entire mediastinal pleura,SNOMED CT,362002008,http://purl.bioontology.org/ontology/SNOMEDCT/362002008
Entire endothoracic fascia,SNOMED CT,362003003,http://purl.bioontology.org/ontology/SNOMEDCT/362003003
Entire systemic circulatory system,SNOMED CT,362004009,http://purl.bioontology.org/ontology/SNOMEDCT/362004009
Entire cardiopulmonary circulatory system,SNOMED CT,362005005,http://purl.bioontology.org/ontology/SNOMEDCT/362005005
Entire peripheral vascular system,SNOMED CT,362006006,http://purl.bioontology.org/ontology/SNOMEDCT/362006006
Entire right side of heart,SNOMED CT,362007002,http://purl.bioontology.org/ontology/SNOMEDCT/362007002
Entire left side of heart,SNOMED CT,362008007,http://purl.bioontology.org/ontology/SNOMEDCT/362008007
Entire apex of heart,SNOMED CT,362009004,http://purl.bioontology.org/ontology/SNOMEDCT/362009004
Entire heart AND pericardium,SNOMED CT,362010009,http://purl.bioontology.org/ontology/SNOMEDCT/362010009
Entire surface of heart,SNOMED CT,362011008,http://purl.bioontology.org/ontology/SNOMEDCT/362011008
Entire myocardium,SNOMED CT,362012001,http://purl.bioontology.org/ontology/SNOMEDCT/362012001
Entire endocardium,SNOMED CT,362013006,http://purl.bioontology.org/ontology/SNOMEDCT/362013006
Entire cardiac septum,SNOMED CT,362014000,http://purl.bioontology.org/ontology/SNOMEDCT/362014000
Entire foramen ovale of heart,SNOMED CT,362015004,http://purl.bioontology.org/ontology/SNOMEDCT/362015004
Entire interatrial septum,SNOMED CT,362016003,http://purl.bioontology.org/ontology/SNOMEDCT/362016003
Entire myocardium of right atrium,SNOMED CT,362018002,http://purl.bioontology.org/ontology/SNOMEDCT/362018002
Entire interventricular septum,SNOMED CT,362019005,http://purl.bioontology.org/ontology/SNOMEDCT/362019005
Entire myocardium of right ventricle,SNOMED CT,362020004,http://purl.bioontology.org/ontology/SNOMEDCT/362020004
Entire myocardium of left ventricle,SNOMED CT,362021000,http://purl.bioontology.org/ontology/SNOMEDCT/362021000
Entire atrioventricular bundle,SNOMED CT,362022007,http://purl.bioontology.org/ontology/SNOMEDCT/362022007
Entire right atrioventricular ostium,SNOMED CT,362023002,http://purl.bioontology.org/ontology/SNOMEDCT/362023002
Entire cusp of pulmonic valve,SNOMED CT,362024008,http://purl.bioontology.org/ontology/SNOMEDCT/362024008
Entire mitral valve ostium,SNOMED CT,362025009,http://purl.bioontology.org/ontology/SNOMEDCT/362025009
Entire cusp of aortic valve,SNOMED CT,362026005,http://purl.bioontology.org/ontology/SNOMEDCT/362026005
Entire pericardial cavity,SNOMED CT,362027001,http://purl.bioontology.org/ontology/SNOMEDCT/362027001
Entire large blood vessel (organ),SNOMED CT,362028006,http://purl.bioontology.org/ontology/SNOMEDCT/362028006
Entire cerebrovascular system,SNOMED CT,362029003,http://purl.bioontology.org/ontology/SNOMEDCT/362029003
Entire arterial system,SNOMED CT,362030008,http://purl.bioontology.org/ontology/SNOMEDCT/362030008
Entire aortic tunica intima,SNOMED CT,362031007,http://purl.bioontology.org/ontology/SNOMEDCT/362031007
Entire supraaortic valve area,SNOMED CT,362032000,http://purl.bioontology.org/ontology/SNOMEDCT/362032000
Entire terminal aorta,SNOMED CT,362033005,http://purl.bioontology.org/ontology/SNOMEDCT/362033005
Entire suprapulmonic valve area,SNOMED CT,362038001,http://purl.bioontology.org/ontology/SNOMEDCT/362038001
Entire circle of Willis,SNOMED CT,362047009,http://purl.bioontology.org/ontology/SNOMEDCT/362047009
Entire glomerular capillaries,SNOMED CT,362049007,http://purl.bioontology.org/ontology/SNOMEDCT/362049007
Entire superficial palmar arch,SNOMED CT,362051006,http://purl.bioontology.org/ontology/SNOMEDCT/362051006
Entire arterial rete of elbow joint,SNOMED CT,362052004,http://purl.bioontology.org/ontology/SNOMEDCT/362052004
Entire arterial network of knee,SNOMED CT,362054003,http://purl.bioontology.org/ontology/SNOMEDCT/362054003
Entire plantar arterial arch,SNOMED CT,362055002,http://purl.bioontology.org/ontology/SNOMEDCT/362055002
Entire medial malleolar arterial network,SNOMED CT,362056001,http://purl.bioontology.org/ontology/SNOMEDCT/362056001
Entire lateral malleolar arterial network,SNOMED CT,362057005,http://purl.bioontology.org/ontology/SNOMEDCT/362057005
Entire wall of vein,SNOMED CT,362059008,http://purl.bioontology.org/ontology/SNOMEDCT/362059008
Entire venous system,SNOMED CT,362060003,http://purl.bioontology.org/ontology/SNOMEDCT/362060003
Entire vertebral venous system,SNOMED CT,362061004,http://purl.bioontology.org/ontology/SNOMEDCT/362061004
Entire venous portion of cardiopulmonary circulatory system,SNOMED CT,362062006,http://purl.bioontology.org/ontology/SNOMEDCT/362062006
Entire portal venous system,SNOMED CT,362063001,http://purl.bioontology.org/ontology/SNOMEDCT/362063001
Entire portal vein,SNOMED CT,362064007,http://purl.bioontology.org/ontology/SNOMEDCT/362064007
Entire venous system of upper extremity,SNOMED CT,362065008,http://purl.bioontology.org/ontology/SNOMEDCT/362065008
Entire superficial venous system of upper extremity,SNOMED CT,362066009,http://purl.bioontology.org/ontology/SNOMEDCT/362066009
Entire deep venous system of upper extremity,SNOMED CT,362067000,http://purl.bioontology.org/ontology/SNOMEDCT/362067000
Entire venous system of lower extremity,SNOMED CT,362068005,http://purl.bioontology.org/ontology/SNOMEDCT/362068005
Entire superficial venous system of lower extremity,SNOMED CT,362069002,http://purl.bioontology.org/ontology/SNOMEDCT/362069002
Entire deep venous system of lower extremity,SNOMED CT,362070001,http://purl.bioontology.org/ontology/SNOMEDCT/362070001
Saphenous vein structure,SNOMED CT,362072009,http://purl.bioontology.org/ontology/SNOMEDCT/362072009
Entire dorsal venous network of foot,SNOMED CT,362073004,http://purl.bioontology.org/ontology/SNOMEDCT/362073004
Entire plantar venous network,SNOMED CT,362074005,http://purl.bioontology.org/ontology/SNOMEDCT/362074005
Entire superior sagittal sinus,SNOMED CT,362075006,http://purl.bioontology.org/ontology/SNOMEDCT/362075006
"Entire gastrointestinal tract including esophagus, stomach and intestines",SNOMED CT,362076007,http://purl.bioontology.org/ontology/SNOMEDCT/362076007
Entire upper digestive tract,SNOMED CT,362077003,http://purl.bioontology.org/ontology/SNOMEDCT/362077003
Entire gastrointestinal submucosa,SNOMED CT,362078008,http://purl.bioontology.org/ontology/SNOMEDCT/362078008
Entire gastrointestinal muscular layer,SNOMED CT,362079000,http://purl.bioontology.org/ontology/SNOMEDCT/362079000
Entire intestinal mucous membrane,SNOMED CT,362080002,http://purl.bioontology.org/ontology/SNOMEDCT/362080002
Entire superior surface of soft palate,SNOMED CT,362081003,http://purl.bioontology.org/ontology/SNOMEDCT/362081003
Entire uvula palatina,SNOMED CT,362082005,http://purl.bioontology.org/ontology/SNOMEDCT/362082005
Entire oral mucous membrane,SNOMED CT,362083000,http://purl.bioontology.org/ontology/SNOMEDCT/362083000
Entire oral soft tissues,SNOMED CT,362084006,http://purl.bioontology.org/ontology/SNOMEDCT/362084006
Entire nasolabial sulcus,SNOMED CT,362085007,http://purl.bioontology.org/ontology/SNOMEDCT/362085007
Entire vermilion border of lip,SNOMED CT,362086008,http://purl.bioontology.org/ontology/SNOMEDCT/362086008
Entire philtrum,SNOMED CT,362087004,http://purl.bioontology.org/ontology/SNOMEDCT/362087004
Entire mucous membrane of upper lip,SNOMED CT,362088009,http://purl.bioontology.org/ontology/SNOMEDCT/362088009
Entire mucous membrane of lower lip,SNOMED CT,362089001,http://purl.bioontology.org/ontology/SNOMEDCT/362089001
Entire body of tongue,SNOMED CT,362090005,http://purl.bioontology.org/ontology/SNOMEDCT/362090005
Entire tip of tongue,SNOMED CT,362091009,http://purl.bioontology.org/ontology/SNOMEDCT/362091009
Entire mucous membrane of tongue,SNOMED CT,362092002,http://purl.bioontology.org/ontology/SNOMEDCT/362092002
Entire dorsum of tongue,SNOMED CT,362093007,http://purl.bioontology.org/ontology/SNOMEDCT/362093007
Entire pharyngeal portion of dorsum of tongue,SNOMED CT,362094001,http://purl.bioontology.org/ontology/SNOMEDCT/362094001
Entire root of tongue,SNOMED CT,362095000,http://purl.bioontology.org/ontology/SNOMEDCT/362095000
Entire border of tongue,SNOMED CT,362097008,http://purl.bioontology.org/ontology/SNOMEDCT/362097008
Entire foliate papillae of tongue,SNOMED CT,362098003,http://purl.bioontology.org/ontology/SNOMEDCT/362098003
Entire taste bud,SNOMED CT,362099006,http://purl.bioontology.org/ontology/SNOMEDCT/362099006
Entire inferior surface of tongue,SNOMED CT,362100003,http://purl.bioontology.org/ontology/SNOMEDCT/362100003
Entire sublingual region,SNOMED CT,362101004,http://purl.bioontology.org/ontology/SNOMEDCT/362101004
"All teeth, gums and supporting structures",SNOMED CT,362102006,http://purl.bioontology.org/ontology/SNOMEDCT/362102006
Entire occlusal surface of tooth,SNOMED CT,362103001,http://purl.bioontology.org/ontology/SNOMEDCT/362103001
Entire lingual surface of tooth,SNOMED CT,362104007,http://purl.bioontology.org/ontology/SNOMEDCT/362104007
Entire cavity of tooth,SNOMED CT,362105008,http://purl.bioontology.org/ontology/SNOMEDCT/362105008
Entire crown of tooth,SNOMED CT,362106009,http://purl.bioontology.org/ontology/SNOMEDCT/362106009
Entire cusp of tooth,SNOMED CT,362107000,http://purl.bioontology.org/ontology/SNOMEDCT/362107000
Entire hard tissue of tooth,SNOMED CT,362108005,http://purl.bioontology.org/ontology/SNOMEDCT/362108005
Entire apex of root of tooth,SNOMED CT,362109002,http://purl.bioontology.org/ontology/SNOMEDCT/362109002
Entire pulp of tooth,SNOMED CT,362110007,http://purl.bioontology.org/ontology/SNOMEDCT/362110007
Entire radicular pulp of tooth,SNOMED CT,362111006,http://purl.bioontology.org/ontology/SNOMEDCT/362111006
Entire dentin,SNOMED CT,362112004,http://purl.bioontology.org/ontology/SNOMEDCT/362112004
Entire enamel,SNOMED CT,362113009,http://purl.bioontology.org/ontology/SNOMEDCT/362113009
Entire cementum,SNOMED CT,362114003,http://purl.bioontology.org/ontology/SNOMEDCT/362114003
Entire molar tooth,SNOMED CT,362115002,http://purl.bioontology.org/ontology/SNOMEDCT/362115002
Entire gum and supporting structure of tooth,SNOMED CT,362116001,http://purl.bioontology.org/ontology/SNOMEDCT/362116001
Entire gingival attachment,SNOMED CT,362117005,http://purl.bioontology.org/ontology/SNOMEDCT/362117005
Entire alveolar ridge mucous membrane,SNOMED CT,362118000,http://purl.bioontology.org/ontology/SNOMEDCT/362118000
Entire gingival lamina dura,SNOMED CT,362119008,http://purl.bioontology.org/ontology/SNOMEDCT/362119008
Entire periodontal tissues,SNOMED CT,362120002,http://purl.bioontology.org/ontology/SNOMEDCT/362120002
Entire pharyngeal mucous membrane,SNOMED CT,362121003,http://purl.bioontology.org/ontology/SNOMEDCT/362121003
Entire pharyngeal wall,SNOMED CT,362123000,http://purl.bioontology.org/ontology/SNOMEDCT/362123000
Entire dorsal pharyngeal wall,SNOMED CT,362124006,http://purl.bioontology.org/ontology/SNOMEDCT/362124006
Entire lateral wall of oropharynx,SNOMED CT,362125007,http://purl.bioontology.org/ontology/SNOMEDCT/362125007
Entire mucous membrane of hypopharynx,SNOMED CT,362126008,http://purl.bioontology.org/ontology/SNOMEDCT/362126008
Entire esophageal mucous membrane,SNOMED CT,362127004,http://purl.bioontology.org/ontology/SNOMEDCT/362127004
Entire esophageal submucosa,SNOMED CT,362128009,http://purl.bioontology.org/ontology/SNOMEDCT/362128009
Entire lower third of esophagus,SNOMED CT,362129001,http://purl.bioontology.org/ontology/SNOMEDCT/362129001
Entire cardioesophageal junction,SNOMED CT,362130006,http://purl.bioontology.org/ontology/SNOMEDCT/362130006
Entire gastric mucous membrane,SNOMED CT,362131005,http://purl.bioontology.org/ontology/SNOMEDCT/362131005
Entire gastric muscularis,SNOMED CT,362132003,http://purl.bioontology.org/ontology/SNOMEDCT/362132003
Entire lesser curvature of stomach,SNOMED CT,362133008,http://purl.bioontology.org/ontology/SNOMEDCT/362133008
Entire greater curvature of stomach,SNOMED CT,362134002,http://purl.bioontology.org/ontology/SNOMEDCT/362134002
Entire anterior wall of stomach,SNOMED CT,362135001,http://purl.bioontology.org/ontology/SNOMEDCT/362135001
Entire posterior wall of stomach,SNOMED CT,362136000,http://purl.bioontology.org/ontology/SNOMEDCT/362136000
Entire proximal stomach,SNOMED CT,362137009,http://purl.bioontology.org/ontology/SNOMEDCT/362137009
Entire cardia,SNOMED CT,362138004,http://purl.bioontology.org/ontology/SNOMEDCT/362138004
Entire gastric fundus,SNOMED CT,362139007,http://purl.bioontology.org/ontology/SNOMEDCT/362139007
Entire gastric corpus,SNOMED CT,362140009,http://purl.bioontology.org/ontology/SNOMEDCT/362140009
Entire pyloric portion of stomach,SNOMED CT,362141008,http://purl.bioontology.org/ontology/SNOMEDCT/362141008
Entire pyloric antrum,SNOMED CT,362142001,http://purl.bioontology.org/ontology/SNOMEDCT/362142001
Entire pylorus,SNOMED CT,362143006,http://purl.bioontology.org/ontology/SNOMEDCT/362143006
Entire small intestine mucous membrane,SNOMED CT,362144000,http://purl.bioontology.org/ontology/SNOMEDCT/362144000
Entire small intestine muscularis propria,SNOMED CT,362145004,http://purl.bioontology.org/ontology/SNOMEDCT/362145004
Entire duodenal mucous membrane,SNOMED CT,362146003,http://purl.bioontology.org/ontology/SNOMEDCT/362146003
Entire duodenal muscularis propria,SNOMED CT,362147007,http://purl.bioontology.org/ontology/SNOMEDCT/362147007
Entire superior portion of duodenum,SNOMED CT,362148002,http://purl.bioontology.org/ontology/SNOMEDCT/362148002
Entire duodenal ampulla,SNOMED CT,362149005,http://purl.bioontology.org/ontology/SNOMEDCT/362149005
Entire descending portion of duodenum,SNOMED CT,362150005,http://purl.bioontology.org/ontology/SNOMEDCT/362150005
Entire jejunal mucous membrane,SNOMED CT,362151009,http://purl.bioontology.org/ontology/SNOMEDCT/362151009
Entire ileal mucous membrane,SNOMED CT,362152002,http://purl.bioontology.org/ontology/SNOMEDCT/362152002
Entire ileocecal valve,SNOMED CT,362153007,http://purl.bioontology.org/ontology/SNOMEDCT/362153007
Entire distal portion of ileum,SNOMED CT,362154001,http://purl.bioontology.org/ontology/SNOMEDCT/362154001
Entire appendiceal mucous membrane,SNOMED CT,362155000,http://purl.bioontology.org/ontology/SNOMEDCT/362155000
Entire colonic lumen,SNOMED CT,362156004,http://purl.bioontology.org/ontology/SNOMEDCT/362156004
Entire colonic mucous membrane,SNOMED CT,362157008,http://purl.bioontology.org/ontology/SNOMEDCT/362157008
Entire colonic muscularis propria,SNOMED CT,362158003,http://purl.bioontology.org/ontology/SNOMEDCT/362158003
Entire longitudinal layer of colonic muscularis propria,SNOMED CT,362159006,http://purl.bioontology.org/ontology/SNOMEDCT/362159006
Entire taenia coli,SNOMED CT,362160001,http://purl.bioontology.org/ontology/SNOMEDCT/362160001
Entire right colon,SNOMED CT,362161002,http://purl.bioontology.org/ontology/SNOMEDCT/362161002
Entire ascending colon,SNOMED CT,362162009,http://purl.bioontology.org/ontology/SNOMEDCT/362162009
Entire transverse colon,SNOMED CT,362163004,http://purl.bioontology.org/ontology/SNOMEDCT/362163004
Entire left colon,SNOMED CT,362164005,http://purl.bioontology.org/ontology/SNOMEDCT/362164005
Entire descending colon,SNOMED CT,362165006,http://purl.bioontology.org/ontology/SNOMEDCT/362165006
Entire sigmoid colon,SNOMED CT,362166007,http://purl.bioontology.org/ontology/SNOMEDCT/362166007
Entire rectal mucous membrane,SNOMED CT,362167003,http://purl.bioontology.org/ontology/SNOMEDCT/362167003
Entire rectosigmoid,SNOMED CT,362168008,http://purl.bioontology.org/ontology/SNOMEDCT/362168008
Entire anal sac,SNOMED CT,362169000,http://purl.bioontology.org/ontology/SNOMEDCT/362169000
Entire mucous membrane of anal canal,SNOMED CT,362170004,http://purl.bioontology.org/ontology/SNOMEDCT/362170004
Entire muscularis propria of anal canal,SNOMED CT,362171000,http://purl.bioontology.org/ontology/SNOMEDCT/362171000
Entire transition zone of anal mucous membrane,SNOMED CT,362172007,http://purl.bioontology.org/ontology/SNOMEDCT/362172007
Entire salivary gland lobe,SNOMED CT,362173002,http://purl.bioontology.org/ontology/SNOMEDCT/362173002
Entire papilla of salivary gland duct,SNOMED CT,362174008,http://purl.bioontology.org/ontology/SNOMEDCT/362174008
Entire right lobe of liver,SNOMED CT,362182008,http://purl.bioontology.org/ontology/SNOMEDCT/362182008
Entire left lobe of liver,SNOMED CT,362183003,http://purl.bioontology.org/ontology/SNOMEDCT/362183003
Entire caudate lobe of liver,SNOMED CT,362184009,http://purl.bioontology.org/ontology/SNOMEDCT/362184009
Entire hepatic capsule,SNOMED CT,362185005,http://purl.bioontology.org/ontology/SNOMEDCT/362185005
Entire diaphragmatic aspect of liver,SNOMED CT,362186006,http://purl.bioontology.org/ontology/SNOMEDCT/362186006
Entire superior portion of diaphragmatic aspect of liver,SNOMED CT,362187002,http://purl.bioontology.org/ontology/SNOMEDCT/362187002
