name,definition,codesystem,code,ontologyTermURI
application/vnd.americandynamics.acc,application/vnd.americandynamics.acc,IANA,,https://www.iana.org/assignments/media-types/application/vnd.americandynamics.acc
application/vnd.amiga.ami,application/vnd.amiga.ami,IANA,,https://www.iana.org/assignments/media-types/application/vnd.amiga.ami
application/vnd.amundsen.maze+xml,application/vnd.amundsen.maze+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.amundsen.maze+xml
application/vnd.android.ota,application/vnd.android.ota,IANA,,https://www.iana.org/assignments/media-types/application/vnd.android.ota
application/vnd.anki,application/vnd.anki,IANA,,https://www.iana.org/assignments/media-types/application/vnd.anki
application/vnd.anser-web-certificate-issue-initiation,application/vnd.anser-web-certificate-issue-initiation,IANA,,https://www.iana.org/assignments/media-types/application/vnd.anser-web-certificate-issue-initiation
application/vnd.antix.game-component,application/vnd.antix.game-component,IANA,,https://www.iana.org/assignments/media-types/application/vnd.antix.game-component
application/vnd.apache.arrow.file,application/vnd.apache.arrow.file,IANA,,https://www.iana.org/assignments/media-types/application/vnd.apache.arrow.file
application/vnd.apache.arrow.stream,application/vnd.apache.arrow.stream,IANA,,https://www.iana.org/assignments/media-types/application/vnd.apache.arrow.stream
application/vnd.apache.parquet,application/vnd.apache.parquet,IANA,,https://www.iana.org/assignments/media-types/application/vnd.apache.parquet
application/vnd.apache.thrift.binary,application/vnd.apache.thrift.binary,IANA,,https://www.iana.org/assignments/media-types/application/vnd.apache.thrift.binary
application/vnd.apache.thrift.compact,application/vnd.apache.thrift.compact,IANA,,https://www.iana.org/assignments/media-types/application/vnd.apache.thrift.compact
application/vnd.apache.thrift.json,application/vnd.apache.thrift.json,IANA,,https://www.iana.org/assignments/media-types/application/vnd.apache.thrift.json
application/vnd.apexlang,application/vnd.apexlang,IANA,,https://www.iana.org/assignments/media-types/application/vnd.apexlang
application/vnd.api+json,application/vnd.api+json,IANA,,https://www.iana.org/assignments/media-types/application/vnd.api+json
application/vnd.aplextor.warrp+json,application/vnd.aplextor.warrp+json,IANA,,https://www.iana.org/assignments/media-types/application/vnd.aplextor.warrp+json
application/vnd.apothekende.reservation+json,application/vnd.apothekende.reservation+json,IANA,,https://www.iana.org/assignments/media-types/application/vnd.apothekende.reservation+json
application/vnd.apple.installer+xml,application/vnd.apple.installer+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.apple.installer+xml
application/vnd.apple.keynote,application/vnd.apple.keynote,IANA,,https://www.iana.org/assignments/media-types/application/vnd.apple.keynote
application/vnd.apple.mpegurl,application/vnd.apple.mpegurl,IANA,,https://www.iana.org/assignments/media-types/application/vnd.apple.mpegurl
application/vnd.apple.numbers,application/vnd.apple.numbers,IANA,,https://www.iana.org/assignments/media-types/application/vnd.apple.numbers
application/vnd.apple.pages,application/vnd.apple.pages,IANA,,https://www.iana.org/assignments/media-types/application/vnd.apple.pages
application/vnd.arastra.swi,application/vnd.arastra.swi,IANA,,https://www.iana.org/assignments/media-types/application/vnd.arastra.swi
application/vnd.aristanetworks.swi,application/vnd.aristanetworks.swi,IANA,,https://www.iana.org/assignments/media-types/application/vnd.aristanetworks.swi
application/vnd.artisan+json,application/vnd.artisan+json,IANA,,https://www.iana.org/assignments/media-types/application/vnd.artisan+json
application/vnd.artsquare,application/vnd.artsquare,IANA,,https://www.iana.org/assignments/media-types/application/vnd.artsquare
application/vnd.astraea-software.iota,application/vnd.astraea-software.iota,IANA,,https://www.iana.org/assignments/media-types/application/vnd.astraea-software.iota
application/vnd.audiograph,application/vnd.audiograph,IANA,,https://www.iana.org/assignments/media-types/application/vnd.audiograph
application/vnd.autopackage,application/vnd.autopackage,IANA,,https://www.iana.org/assignments/media-types/application/vnd.autopackage
application/vnd.avalon+json,application/vnd.avalon+json,IANA,,https://www.iana.org/assignments/media-types/application/vnd.avalon+json
application/vnd.avistar+xml,application/vnd.avistar+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.avistar+xml
application/vnd.balsamiq.bmml+xml,application/vnd.balsamiq.bmml+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.balsamiq.bmml+xml
application/vnd.balsamiq.bmpr,application/vnd.balsamiq.bmpr,IANA,,https://www.iana.org/assignments/media-types/application/vnd.balsamiq.bmpr
application/vnd.banana-accounting,application/vnd.banana-accounting,IANA,,https://www.iana.org/assignments/media-types/application/vnd.banana-accounting
application/vnd.bbf.usp.error,application/vnd.bbf.usp.error,IANA,,https://www.iana.org/assignments/media-types/application/vnd.bbf.usp.error
application/vnd.bbf.usp.msg+json,application/vnd.bbf.usp.msg+json,IANA,,https://www.iana.org/assignments/media-types/application/vnd.bbf.usp.msg+json
application/vnd.bbf.usp.msg,application/vnd.bbf.usp.msg,IANA,,https://www.iana.org/assignments/media-types/application/vnd.bbf.usp.msg
application/vnd.bekitzur-stech+json,application/vnd.bekitzur-stech+json,IANA,,https://www.iana.org/assignments/media-types/application/vnd.bekitzur-stech+json
application/vnd.belightsoft.lhzd+zip,application/vnd.belightsoft.lhzd+zip,IANA,,https://www.iana.org/assignments/media-types/application/vnd.belightsoft.lhzd+zip
application/vnd.belightsoft.lhzl+zip,application/vnd.belightsoft.lhzl+zip,IANA,,https://www.iana.org/assignments/media-types/application/vnd.belightsoft.lhzl+zip
application/vnd.bint.med-content,application/vnd.bint.med-content,IANA,,https://www.iana.org/assignments/media-types/application/vnd.bint.med-content
application/vnd.biopax.rdf+xml,application/vnd.biopax.rdf+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.biopax.rdf+xml
application/vnd.blink-idb-value-wrapper,application/vnd.blink-idb-value-wrapper,IANA,,https://www.iana.org/assignments/media-types/application/vnd.blink-idb-value-wrapper
application/vnd.blueice.multipass,application/vnd.blueice.multipass,IANA,,https://www.iana.org/assignments/media-types/application/vnd.blueice.multipass
application/vnd.bluetooth.ep.oob,application/vnd.bluetooth.ep.oob,IANA,,https://www.iana.org/assignments/media-types/application/vnd.bluetooth.ep.oob
application/vnd.bluetooth.le.oob,application/vnd.bluetooth.le.oob,IANA,,https://www.iana.org/assignments/media-types/application/vnd.bluetooth.le.oob
application/vnd.bmi,application/vnd.bmi,IANA,,https://www.iana.org/assignments/media-types/application/vnd.bmi
application/vnd.bpf,application/vnd.bpf,IANA,,https://www.iana.org/assignments/media-types/application/vnd.bpf
application/vnd.bpf3,application/vnd.bpf3,IANA,,https://www.iana.org/assignments/media-types/application/vnd.bpf3
application/vnd.businessobjects,application/vnd.businessobjects,IANA,,https://www.iana.org/assignments/media-types/application/vnd.businessobjects
application/vnd.byu.uapi+json,application/vnd.byu.uapi+json,IANA,,https://www.iana.org/assignments/media-types/application/vnd.byu.uapi+json
application/vnd.bzip3,application/vnd.bzip3,IANA,,https://www.iana.org/assignments/media-types/application/vnd.bzip3
application/vnd.c3voc.schedule+xml,application/vnd.c3voc.schedule+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.c3voc.schedule+xml
application/vnd.cab-jscript,application/vnd.cab-jscript,IANA,,https://www.iana.org/assignments/media-types/application/vnd.cab-jscript
application/vnd.canon-cpdl,application/vnd.canon-cpdl,IANA,,https://www.iana.org/assignments/media-types/application/vnd.canon-cpdl
application/vnd.canon-lips,application/vnd.canon-lips,IANA,,https://www.iana.org/assignments/media-types/application/vnd.canon-lips
application/vnd.capasystems-pg+json,application/vnd.capasystems-pg+json,IANA,,https://www.iana.org/assignments/media-types/application/vnd.capasystems-pg+json
application/vnd.cendio.thinlinc.clientconf,application/vnd.cendio.thinlinc.clientconf,IANA,,https://www.iana.org/assignments/media-types/application/vnd.cendio.thinlinc.clientconf
application/vnd.century-systems.tcp_stream,application/vnd.century-systems.tcp_stream,IANA,,https://www.iana.org/assignments/media-types/application/vnd.century-systems.tcp_stream
application/vnd.chemdraw+xml,application/vnd.chemdraw+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.chemdraw+xml
application/vnd.chess-pgn,application/vnd.chess-pgn,IANA,,https://www.iana.org/assignments/media-types/application/vnd.chess-pgn
application/vnd.chipnuts.karaoke-mmd,application/vnd.chipnuts.karaoke-mmd,IANA,,https://www.iana.org/assignments/media-types/application/vnd.chipnuts.karaoke-mmd
application/vnd.ciedi,application/vnd.ciedi,IANA,,https://www.iana.org/assignments/media-types/application/vnd.ciedi
application/vnd.cinderella,application/vnd.cinderella,IANA,,https://www.iana.org/assignments/media-types/application/vnd.cinderella
application/vnd.cirpack.isdn-ext,application/vnd.cirpack.isdn-ext,IANA,,https://www.iana.org/assignments/media-types/application/vnd.cirpack.isdn-ext
application/vnd.citationstyles.style+xml,application/vnd.citationstyles.style+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.citationstyles.style+xml
application/vnd.claymore,application/vnd.claymore,IANA,,https://www.iana.org/assignments/media-types/application/vnd.claymore
application/vnd.cloanto.rp9,application/vnd.cloanto.rp9,IANA,,https://www.iana.org/assignments/media-types/application/vnd.cloanto.rp9
application/vnd.clonk.c4group,application/vnd.clonk.c4group,IANA,,https://www.iana.org/assignments/media-types/application/vnd.clonk.c4group
application/vnd.cluetrust.cartomobile-config,application/vnd.cluetrust.cartomobile-config,IANA,,https://www.iana.org/assignments/media-types/application/vnd.cluetrust.cartomobile-config
application/vnd.cluetrust.cartomobile-config-pkg,application/vnd.cluetrust.cartomobile-config-pkg,IANA,,https://www.iana.org/assignments/media-types/application/vnd.cluetrust.cartomobile-config-pkg
application/vnd.cncf.helm.chart.content.v1.tar+gzip,application/vnd.cncf.helm.chart.content.v1.tar+gzip,IANA,,https://www.iana.org/assignments/media-types/application/vnd.cncf.helm.chart.content.v1.tar+gzip
application/vnd.cncf.helm.chart.provenance.v1.prov,application/vnd.cncf.helm.chart.provenance.v1.prov,IANA,,https://www.iana.org/assignments/media-types/application/vnd.cncf.helm.chart.provenance.v1.prov
application/vnd.cncf.helm.config.v1+json,application/vnd.cncf.helm.config.v1+json,IANA,,https://www.iana.org/assignments/media-types/application/vnd.cncf.helm.config.v1+json
application/vnd.coffeescript,application/vnd.coffeescript,IANA,,https://www.iana.org/assignments/media-types/application/vnd.coffeescript
application/vnd.collabio.xodocuments.document,application/vnd.collabio.xodocuments.document,IANA,,https://www.iana.org/assignments/media-types/application/vnd.collabio.xodocuments.document
application/vnd.collabio.xodocuments.document-template,application/vnd.collabio.xodocuments.document-template,IANA,,https://www.iana.org/assignments/media-types/application/vnd.collabio.xodocuments.document-template
application/vnd.collabio.xodocuments.presentation,application/vnd.collabio.xodocuments.presentation,IANA,,https://www.iana.org/assignments/media-types/application/vnd.collabio.xodocuments.presentation
application/vnd.collabio.xodocuments.presentation-template,application/vnd.collabio.xodocuments.presentation-template,IANA,,https://www.iana.org/assignments/media-types/application/vnd.collabio.xodocuments.presentation-template
application/vnd.collabio.xodocuments.spreadsheet,application/vnd.collabio.xodocuments.spreadsheet,IANA,,https://www.iana.org/assignments/media-types/application/vnd.collabio.xodocuments.spreadsheet
application/vnd.collabio.xodocuments.spreadsheet-template,application/vnd.collabio.xodocuments.spreadsheet-template,IANA,,https://www.iana.org/assignments/media-types/application/vnd.collabio.xodocuments.spreadsheet-template
application/vnd.collection+json,application/vnd.collection+json,IANA,,https://www.iana.org/assignments/media-types/application/vnd.collection+json
application/vnd.collection.doc+json,application/vnd.collection.doc+json,IANA,,https://www.iana.org/assignments/media-types/application/vnd.collection.doc+json
application/vnd.collection.next+json,application/vnd.collection.next+json,IANA,,https://www.iana.org/assignments/media-types/application/vnd.collection.next+json
application/vnd.comicbook+zip,application/vnd.comicbook+zip,IANA,,https://www.iana.org/assignments/media-types/application/vnd.comicbook+zip
application/vnd.comicbook-rar,application/vnd.comicbook-rar,IANA,,https://www.iana.org/assignments/media-types/application/vnd.comicbook-rar
application/vnd.commerce-battelle,application/vnd.commerce-battelle,IANA,,https://www.iana.org/assignments/media-types/application/vnd.commerce-battelle
application/vnd.commonspace,application/vnd.commonspace,IANA,,https://www.iana.org/assignments/media-types/application/vnd.commonspace
application/vnd.contact.cmsg,application/vnd.contact.cmsg,IANA,,https://www.iana.org/assignments/media-types/application/vnd.contact.cmsg
application/vnd.coreos.ignition+json,application/vnd.coreos.ignition+json,IANA,,https://www.iana.org/assignments/media-types/application/vnd.coreos.ignition+json
application/vnd.cosmocaller,application/vnd.cosmocaller,IANA,,https://www.iana.org/assignments/media-types/application/vnd.cosmocaller
application/vnd.crick.clicker,application/vnd.crick.clicker,IANA,,https://www.iana.org/assignments/media-types/application/vnd.crick.clicker
application/vnd.crick.clicker.keyboard,application/vnd.crick.clicker.keyboard,IANA,,https://www.iana.org/assignments/media-types/application/vnd.crick.clicker.keyboard
application/vnd.crick.clicker.palette,application/vnd.crick.clicker.palette,IANA,,https://www.iana.org/assignments/media-types/application/vnd.crick.clicker.palette
application/vnd.crick.clicker.template,application/vnd.crick.clicker.template,IANA,,https://www.iana.org/assignments/media-types/application/vnd.crick.clicker.template
application/vnd.crick.clicker.wordbank,application/vnd.crick.clicker.wordbank,IANA,,https://www.iana.org/assignments/media-types/application/vnd.crick.clicker.wordbank
application/vnd.criticaltools.wbs+xml,application/vnd.criticaltools.wbs+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.criticaltools.wbs+xml
application/vnd.cryptii.pipe+json,application/vnd.cryptii.pipe+json,IANA,,https://www.iana.org/assignments/media-types/application/vnd.cryptii.pipe+json
application/vnd.crypto-shade-file,application/vnd.crypto-shade-file,IANA,,https://www.iana.org/assignments/media-types/application/vnd.crypto-shade-file
application/vnd.cryptomator.encrypted,application/vnd.cryptomator.encrypted,IANA,,https://www.iana.org/assignments/media-types/application/vnd.cryptomator.encrypted
application/vnd.cryptomator.vault,application/vnd.cryptomator.vault,IANA,,https://www.iana.org/assignments/media-types/application/vnd.cryptomator.vault
application/vnd.ctc-posml,application/vnd.ctc-posml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.ctc-posml
application/vnd.ctct.ws+xml,application/vnd.ctct.ws+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.ctct.ws+xml
application/vnd.cups-pdf,application/vnd.cups-pdf,IANA,,https://www.iana.org/assignments/media-types/application/vnd.cups-pdf
application/vnd.cups-postscript,application/vnd.cups-postscript,IANA,,https://www.iana.org/assignments/media-types/application/vnd.cups-postscript
application/vnd.cups-ppd,application/vnd.cups-ppd,IANA,,https://www.iana.org/assignments/media-types/application/vnd.cups-ppd
application/vnd.cups-raster,application/vnd.cups-raster,IANA,,https://www.iana.org/assignments/media-types/application/vnd.cups-raster
application/vnd.cups-raw,application/vnd.cups-raw,IANA,,https://www.iana.org/assignments/media-types/application/vnd.cups-raw
application/vnd.curl,application/vnd.curl,IANA,,https://www.iana.org/assignments/media-types/application/vnd.curl
application/vnd.cyan.dean.root+xml,application/vnd.cyan.dean.root+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.cyan.dean.root+xml
application/vnd.cybank,application/vnd.cybank,IANA,,https://www.iana.org/assignments/media-types/application/vnd.cybank
application/vnd.cyclonedx+json,application/vnd.cyclonedx+json,IANA,,https://www.iana.org/assignments/media-types/application/vnd.cyclonedx+json
application/vnd.cyclonedx+xml,application/vnd.cyclonedx+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.cyclonedx+xml
application/vnd.d2l.coursepackage1p0+zip,application/vnd.d2l.coursepackage1p0+zip,IANA,,https://www.iana.org/assignments/media-types/application/vnd.d2l.coursepackage1p0+zip
application/vnd.d3m-dataset,application/vnd.d3m-dataset,IANA,,https://www.iana.org/assignments/media-types/application/vnd.d3m-dataset
application/vnd.d3m-problem,application/vnd.d3m-problem,IANA,,https://www.iana.org/assignments/media-types/application/vnd.d3m-problem
application/vnd.dart,application/vnd.dart,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dart
application/vnd.data-vision.rdz,application/vnd.data-vision.rdz,IANA,,https://www.iana.org/assignments/media-types/application/vnd.data-vision.rdz
application/vnd.datalog,application/vnd.datalog,IANA,,https://www.iana.org/assignments/media-types/application/vnd.datalog
application/vnd.datapackage+json,application/vnd.datapackage+json,IANA,,https://www.iana.org/assignments/media-types/application/vnd.datapackage+json
application/vnd.dataresource+json,application/vnd.dataresource+json,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dataresource+json
application/vnd.dbf,application/vnd.dbf,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dbf
application/vnd.debian.binary-package,application/vnd.debian.binary-package,IANA,,https://www.iana.org/assignments/media-types/application/vnd.debian.binary-package
application/vnd.dece.data,application/vnd.dece.data,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dece.data
application/vnd.dece.ttml+xml,application/vnd.dece.ttml+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dece.ttml+xml
application/vnd.dece.unspecified,application/vnd.dece.unspecified,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dece.unspecified
application/vnd.dece.zip,application/vnd.dece.zip,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dece.zip
application/vnd.denovo.fcselayout-link,application/vnd.denovo.fcselayout-link,IANA,,https://www.iana.org/assignments/media-types/application/vnd.denovo.fcselayout-link
application/vnd.desmume.movie,application/vnd.desmume.movie,IANA,,https://www.iana.org/assignments/media-types/application/vnd.desmume.movie
application/vnd.dir-bi.plate-dl-nosuffix,application/vnd.dir-bi.plate-dl-nosuffix,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dir-bi.plate-dl-nosuffix
application/vnd.dm.delegation+xml,application/vnd.dm.delegation+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dm.delegation+xml
application/vnd.dna,application/vnd.dna,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dna
application/vnd.document+json,application/vnd.document+json,IANA,,https://www.iana.org/assignments/media-types/application/vnd.document+json
application/vnd.dolby.mobile.1,application/vnd.dolby.mobile.1,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dolby.mobile.1
application/vnd.dolby.mobile.2,application/vnd.dolby.mobile.2,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dolby.mobile.2
application/vnd.doremir.scorecloud-binary-document,application/vnd.doremir.scorecloud-binary-document,IANA,,https://www.iana.org/assignments/media-types/application/vnd.doremir.scorecloud-binary-document
application/vnd.dpgraph,application/vnd.dpgraph,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dpgraph
application/vnd.dreamfactory,application/vnd.dreamfactory,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dreamfactory
application/vnd.drive+json,application/vnd.drive+json,IANA,,https://www.iana.org/assignments/media-types/application/vnd.drive+json
application/vnd.dtg.local,application/vnd.dtg.local,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dtg.local
application/vnd.dtg.local.flash,application/vnd.dtg.local.flash,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dtg.local.flash
application/vnd.dtg.local.html,application/vnd.dtg.local.html,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dtg.local.html
application/vnd.dvb.ait,application/vnd.dvb.ait,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dvb.ait
application/vnd.dvb.dvbisl+xml,application/vnd.dvb.dvbisl+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dvb.dvbisl+xml
application/vnd.dvb.dvbj,application/vnd.dvb.dvbj,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dvb.dvbj
application/vnd.dvb.esgcontainer,application/vnd.dvb.esgcontainer,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dvb.esgcontainer
application/vnd.dvb.ipdcdftnotifaccess,application/vnd.dvb.ipdcdftnotifaccess,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dvb.ipdcdftnotifaccess
application/vnd.dvb.ipdcesgaccess,application/vnd.dvb.ipdcesgaccess,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dvb.ipdcesgaccess
application/vnd.dvb.ipdcesgaccess2,application/vnd.dvb.ipdcesgaccess2,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dvb.ipdcesgaccess2
application/vnd.dvb.ipdcesgpdd,application/vnd.dvb.ipdcesgpdd,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dvb.ipdcesgpdd
application/vnd.dvb.ipdcroaming,application/vnd.dvb.ipdcroaming,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dvb.ipdcroaming
application/vnd.dvb.iptv.alfec-base,application/vnd.dvb.iptv.alfec-base,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dvb.iptv.alfec-base
application/vnd.dvb.iptv.alfec-enhancement,application/vnd.dvb.iptv.alfec-enhancement,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dvb.iptv.alfec-enhancement
application/vnd.dvb.notif-aggregate-root+xml,application/vnd.dvb.notif-aggregate-root+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dvb.notif-aggregate-root+xml
application/vnd.dvb.notif-container+xml,application/vnd.dvb.notif-container+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dvb.notif-container+xml
application/vnd.dvb.notif-generic+xml,application/vnd.dvb.notif-generic+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dvb.notif-generic+xml
application/vnd.dvb.notif-ia-msglist+xml,application/vnd.dvb.notif-ia-msglist+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dvb.notif-ia-msglist+xml
application/vnd.dvb.notif-ia-registration-request+xml,application/vnd.dvb.notif-ia-registration-request+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dvb.notif-ia-registration-request+xml
application/vnd.dvb.notif-ia-registration-response+xml,application/vnd.dvb.notif-ia-registration-response+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dvb.notif-ia-registration-response+xml
application/vnd.dvb.notif-init+xml,application/vnd.dvb.notif-init+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dvb.notif-init+xml
application/vnd.dvb.pfr,application/vnd.dvb.pfr,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dvb.pfr
application/vnd.dvb.service,application/vnd.dvb.service,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dvb.service
application/vnd.dxr,application/vnd.dxr,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dxr
application/vnd.dynageo,application/vnd.dynageo,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dynageo
application/vnd.dzr,application/vnd.dzr,IANA,,https://www.iana.org/assignments/media-types/application/vnd.dzr
application/vnd.easykaraoke.cdgdownload,application/vnd.easykaraoke.cdgdownload,IANA,,https://www.iana.org/assignments/media-types/application/vnd.easykaraoke.cdgdownload
application/vnd.ecdis-update,application/vnd.ecdis-update,IANA,,https://www.iana.org/assignments/media-types/application/vnd.ecdis-update
application/vnd.ecip.rlp,application/vnd.ecip.rlp,IANA,,https://www.iana.org/assignments/media-types/application/vnd.ecip.rlp
application/vnd.eclipse.ditto+json,application/vnd.eclipse.ditto+json,IANA,,https://www.iana.org/assignments/media-types/application/vnd.eclipse.ditto+json
application/vnd.ecowin.chart,application/vnd.ecowin.chart,IANA,,https://www.iana.org/assignments/media-types/application/vnd.ecowin.chart
application/vnd.ecowin.filerequest,application/vnd.ecowin.filerequest,IANA,,https://www.iana.org/assignments/media-types/application/vnd.ecowin.filerequest
application/vnd.ecowin.fileupdate,application/vnd.ecowin.fileupdate,IANA,,https://www.iana.org/assignments/media-types/application/vnd.ecowin.fileupdate
application/vnd.ecowin.series,application/vnd.ecowin.series,IANA,,https://www.iana.org/assignments/media-types/application/vnd.ecowin.series
application/vnd.ecowin.seriesrequest,application/vnd.ecowin.seriesrequest,IANA,,https://www.iana.org/assignments/media-types/application/vnd.ecowin.seriesrequest
application/vnd.ecowin.seriesupdate,application/vnd.ecowin.seriesupdate,IANA,,https://www.iana.org/assignments/media-types/application/vnd.ecowin.seriesupdate
application/vnd.efi.img,application/vnd.efi.img,IANA,,https://www.iana.org/assignments/media-types/application/vnd.efi.img
application/vnd.efi.iso,application/vnd.efi.iso,IANA,,https://www.iana.org/assignments/media-types/application/vnd.efi.iso
application/vnd.eln+zip,application/vnd.eln+zip,IANA,,https://www.iana.org/assignments/media-types/application/vnd.eln+zip
application/vnd.emclient.accessrequest+xml,application/vnd.emclient.accessrequest+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.emclient.accessrequest+xml
application/vnd.enliven,application/vnd.enliven,IANA,,https://www.iana.org/assignments/media-types/application/vnd.enliven
application/vnd.enphase.envoy,application/vnd.enphase.envoy,IANA,,https://www.iana.org/assignments/media-types/application/vnd.enphase.envoy
application/vnd.eprints.data+xml,application/vnd.eprints.data+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.eprints.data+xml
application/vnd.epson.esf,application/vnd.epson.esf,IANA,,https://www.iana.org/assignments/media-types/application/vnd.epson.esf
application/vnd.epson.msf,application/vnd.epson.msf,IANA,,https://www.iana.org/assignments/media-types/application/vnd.epson.msf
application/vnd.epson.quickanime,application/vnd.epson.quickanime,IANA,,https://www.iana.org/assignments/media-types/application/vnd.epson.quickanime
application/vnd.epson.salt,application/vnd.epson.salt,IANA,,https://www.iana.org/assignments/media-types/application/vnd.epson.salt
application/vnd.epson.ssf,application/vnd.epson.ssf,IANA,,https://www.iana.org/assignments/media-types/application/vnd.epson.ssf
application/vnd.ericsson.quickcall,application/vnd.ericsson.quickcall,IANA,,https://www.iana.org/assignments/media-types/application/vnd.ericsson.quickcall
application/vnd.erofs,application/vnd.erofs,IANA,,https://www.iana.org/assignments/media-types/application/vnd.erofs
application/vnd.espass-espass+zip,application/vnd.espass-espass+zip,IANA,,https://www.iana.org/assignments/media-types/application/vnd.espass-espass+zip
application/vnd.eszigno3+xml,application/vnd.eszigno3+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.eszigno3+xml
application/vnd.etsi.aoc+xml,application/vnd.etsi.aoc+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.etsi.aoc+xml
application/vnd.etsi.asic-e+zip,application/vnd.etsi.asic-e+zip,IANA,,https://www.iana.org/assignments/media-types/application/vnd.etsi.asic-e+zip
application/vnd.etsi.asic-s+zip,application/vnd.etsi.asic-s+zip,IANA,,https://www.iana.org/assignments/media-types/application/vnd.etsi.asic-s+zip
application/vnd.etsi.cug+xml,application/vnd.etsi.cug+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.etsi.cug+xml
application/vnd.etsi.iptvcommand+xml,application/vnd.etsi.iptvcommand+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.etsi.iptvcommand+xml
application/vnd.etsi.iptvdiscovery+xml,application/vnd.etsi.iptvdiscovery+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.etsi.iptvdiscovery+xml
application/vnd.etsi.iptvprofile+xml,application/vnd.etsi.iptvprofile+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.etsi.iptvprofile+xml
application/vnd.etsi.iptvsad-bc+xml,application/vnd.etsi.iptvsad-bc+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.etsi.iptvsad-bc+xml
application/vnd.etsi.iptvsad-cod+xml,application/vnd.etsi.iptvsad-cod+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.etsi.iptvsad-cod+xml
application/vnd.etsi.iptvsad-npvr+xml,application/vnd.etsi.iptvsad-npvr+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.etsi.iptvsad-npvr+xml
application/vnd.etsi.iptvservice+xml,application/vnd.etsi.iptvservice+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.etsi.iptvservice+xml
application/vnd.etsi.iptvsync+xml,application/vnd.etsi.iptvsync+xml,IANA,,https://www.iana.org/assignments/media-types/application/vnd.etsi.iptvsync+xml
