order,name,ontologyTermURI,parent
51220,"Open fos or face with oth bones, with intcran inj of oth and unspec nature, prol loc, w/o rtrn to pe",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052045,Multiple fractures
51221,"Open fos or face with oth bones, with intcran inj of oth and unspec nature, with loc of unspec dura",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052046,Multiple fractures
51222,"Cortex (cerebral) contu w/o ment of open intcran wound, state of consciousness unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052047,Brain contusion
51223,"Cortex (cerebral) contu w/o ment of open intcran wound, with brief loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052048,Brain contusion
51224,Amyotrophic lateral sclerosis gene carrier,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000012046,Abnormal gene carriers
51225,"Cortex (cerebral) contu w/o ment of open intcran wound, with prolonged loc and rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052049,Brain contusion
51226,"Cortex (cerebral) contu w/o ment of open intcran wound, with loc of unspec duration",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052050,Brain contusion
51227,"Cortex (cerebral) contu with open intcran wound, w/o ment of specific state of consciousness",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052051,Brain contusion
51228,"Cortex (cerebral) contu with open intcran wound, with moderate loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052052,Brain contusion
51229,"Cortex (cerebral) contu with open intcran wound, with prolonged loc, w/o rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052053,Brain contusion
51230,"Cortex (cerebral) lacer w/o ment of open intcran wound, with state of consciousness unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052054,Brain contusion
51231,"Cortex (cerebral) lacer w/o ment of open intcran wound, with brief loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052055,Brain contusion
51232,"Cortex (cerebral) lacer w/o ment of open intcran wound, with prolonged loc and rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052056,Brain contusion
51233,"Cortex (cerebral) lacer w/o ment of open intcran wound, with loc of unspec duration",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052057,Brain contusion
51234,"Cortex (cerebral) lacer with open intcran wound, with brief loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052058,Brain contusion
51235,Duchenne muscular dystrophy gene carrier,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000012047,Abnormal gene carriers
51236,"Cortex (cerebral) lacer with open intcran wound, with prolonged loc and rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052059,Brain contusion
51237,"Cortex (cerebral) lacer with open intcran wound, with loc of unspec duration",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052060,Brain contusion
51238,"Cortex (cerebral) contu w/o ment of open intcran wound, with prolonged loc, w/o rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052061,Brain contusion
51239,"Cortex (cerebral) contu w/o ment of open intcran wound, with concussion, unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052062,Brain contusion
51240,"Cortex (cerebral) contu with open intcran wound, with brief loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052063,Brain contusion
51241,"Cortex (cerebral) contu with open intcran wound, with prolonged loc and rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052064,Brain contusion
51242,"Cortex (cerebral) contu with open intcran wound, with loc of unspec duration",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052065,Brain contusion
51243,"Cortex (cerebral) lacer w/o ment of open intcran wound, with no loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052066,Brain contusion
51244,"Cortex (cerebral) lacer w/o ment of open intcran wound, with moderate loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052067,Brain contusion
51245,"Cortex (cerebral) lacer w/o ment of open intcran wound, with prolonged loc, w/o rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052068,Brain contusion
51246,Fragile X carrier,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000012048,Abnormal gene carriers
51247,"Cortex (cerebral) lacer w/o ment of open intcran wound, with concussion, unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052069,Brain contusion
51248,"Cortex (cerebral) lacer with open intcran wound, with moderate loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052070,Brain contusion
51249,"Cortex (cerebral) lacer with open intcran wound, with prolonged loc, w/o rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052071,Brain contusion
51250,"Cerebellar or brain stem contu w/o ment of open intcran wound, with state of cons unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052072,Brain contusion
51251,"Cerebellar or brain stem contu w/o ment of open intcran wound, with brief loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052073,Brain contusion
51252,"Cerebellar or brain stem contu w/o ment of open intcran wound, with prol loss cons and rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052074,Brain contusion
51253,"Cerebellar or brain stem contu w/o ment of open intcran wound, with loc of unspec duration",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052075,Brain contusion
51254,"Cerebellar or brain stem contu with open intcran wound, with state of consciousness unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052076,Brain contusion
51255,"Cerebellar or brain stem contu with open intcran wound, with moderate loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052077,Brain contusion
51256,"Cerebellar or brain stem contu with open intcran wound, with prolonged loc, w/o return to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052078,Brain contusion
51257,Hypopituitarism foetal,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000012049,Endocrine disorders congenital NEC
51258,"Cerebellar or brain stem lacer w/o ment of open intcran wound, with state of consciousness unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052079,Brain contusion
51259,"Cerebellar or brain stem lacer w/o ment of open intcran wound, with brief loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052080,Brain contusion
51260,"Cerebellar or brain stem contu w/o ment of open intcran wound, with no loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052081,Brain contusion
51261,"Cerebellar or brain stem contu w/o ment of open intcran wound, with moderate loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052082,Brain contusion
51262,"Cerebellar or brain stem contu w/o ment of open intcran wound, with prolonged loc, w/o rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052083,Brain contusion
51263,"Cerebellar or brain stem contu w/o ment of open intcran wound, with concussion, unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052084,Brain contusion
51264,"Cerebellar or brain stem contu with open intcran wound, with brief loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052085,Brain contusion
51265,"Cerebellar or brain stem contu with open intcran wound, with prolonged loc and return to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052086,Brain contusion
51266,"Cerebellar or brain stem contu with open intcran wound, with loc of unspec duration",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052087,Brain contusion
51267,"Cerebellar or brain stem lacer w/o ment of open intcran wound, with no loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052088,Brain contusion
51268,Pseudohypoparathyroidism,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000012050,Endocrine disorders congenital NEC
51269,"Cerebellar or brain stem lacer w/o ment of open intcran wound, with moderate loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052089,Brain contusion
51270,"Cerebellar or brain stem lacer w/o ment of open intcran wound, with prolonged loc, w/o rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052090,Brain contusion
51271,"Cerebellar or brain stem lacer w/o ment of open intcran wound, with concussion, unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052091,Brain contusion
51272,"Cerebellar or brain stem lacer with open intcran wound, with brief loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052092,Brain contusion
51273,"Cerebellar or brain stem lacer with open intcran wound, with prolonged loc and return to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052093,Brain contusion
51274,"Cerebellar or brain stem lacer with open intcran wound, with loc of unspec duration",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052094,Brain contusion
51275,"Oth and unspec cerebral lacer and contu, w/o ment of open intcran wound, with no loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052095,Brain contusion
51276,"Oth and unspec cerebral lacer and contu, w/o ment of open intcran wound, with moderate loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052096,Brain contusion
51277,"Oth and unspec cereb lacer and contu, w/o ment of open intcran wound, prol loc, w/o rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052097,Brain contusion
51278,"Oth and unspec cerebral lacer and contu, w/o ment of open intcran wound, with concus, unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052098,Brain contusion
51279,Congenital hypoparathyroidism,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000012051,Endocrine disorders congenital NEC
51280,"Oth and unspec cerebral lacer and contu, with open intcran wound, with no loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052099,Brain contusion
51281,"Oth and unspec cerebral lacer and contu, with open intcran wound, with moderate loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052100,Brain contusion
51282,"Cerebellar or brain stem lacer w/o ment of open intcran wound, with prolonged loc and rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052101,Brain contusion
51283,"Cerebellar or brain stem lacer w/o ment of open intcran wound, with loc of unspec duration",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052102,Brain contusion
51284,"Cerebellar or brain stem lacer with open intcran wound, with state of consciousness unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052103,Brain contusion
51285,"Cerebellar or brain stem lacer with open intcran wound, with moderate loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052104,Brain contusion
51286,"Cerebellar or brain stem lacer with open intcran wound, with prolonged loc, w/o return to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052105,Brain contusion
51287,"Oth and unspec cerebral lacer and contu, w/o ment of open intcran wound, with state of cons unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052106,Brain contusion
51288,"Oth and unspec cerebral lacer and contu, w/o ment of open intcran wound, with brief loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052107,Brain contusion
51289,"Oth and unspec cereb lacer and contu, w/o ment of open intcran wound, prol loc and rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052108,Brain contusion
51290,Multiple endocrine adenomatosis Type I,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000012052,Multiple endocrine neoplasia Type 1
51291,"Oth and unspec cereb lacer and contu, w/o ment of open intcran wound, with loc of unspec duration",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052109,Brain contusion
51292,"Oth and unspec cerebral lacer and contu, with open intcran wound, with state of cons unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052110,Brain contusion
51293,"Oth and unspec cerebral lacer and contu, with open intcran wound, with brief loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052111,Brain contusion
51294,"Oth and unspec cereb lacer and contu, with open intcran wound, with prol loc and rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052112,Brain contusion
51295,"Oth and unspec cerebral lacer and contu, with open intcran wound, with loc of unspec duration",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052113,Brain contusion
51296,"Subarac hem following inj, w/o ment of open intcran wound, with state of consciousness unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052114,Subarachnoid haemorrhage
51297,"Subarac hem following inj, w/o ment of open intcran wound, with brief loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052115,Subarachnoid haemorrhage
51298,"Subarac hem following inj, w/o ment of open intcran wound, with prol loc and rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052116,Subarachnoid haemorrhage
51299,"Subarac hem following inj, w/o ment of open intcran wound, with loc of unspec duration",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052117,Subarachnoid haemorrhage
51300,"Subarac hem following inj, with open intcran wound, with state of consciousness unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052118,Subarachnoid haemorrhage
51301,Multiple endocrine adenomatosis Type III,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000012053,Multiple endocrine neoplasia Type 2B
51302,"Subarac hem following inj, with open intcran wound, with brief loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052119,Subarachnoid haemorrhage
51303,"Subarac hem following inj, with open intcran wound, with prolonged loc and return to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052120,Subarachnoid haemorrhage
51304,"Oth and unspec cereb lacer and contu, with open intcran wound, with prol loc, w/o rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052121,Brain contusion
51305,"Oth and unspec cerebral lacer and contu, with open intcran wound, with concussion, unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052122,Brain contusion
51306,"Subarac hem following inj, w/o ment of open intcran wound, with no loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052123,Subarachnoid haemorrhage
51307,"Subarac hem following inj, w/o ment of open intcran wound, with moderate loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052124,Subarachnoid haemorrhage
51308,"Subarac hem following inj, w/o ment of open intcran wound, with prol loc, w/o rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052125,Subarachnoid haemorrhage
51309,"Subarac hem following inj, w/o ment of open intcran wound, with concussion, unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052126,Subarachnoid haemorrhage
51310,"Subarac hem following inj, with open intcran wound, with no loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052127,Subarachnoid haemorrhage
51311,"Subarac hem following inj, with open intcran wound, with moderate loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052128,Subarachnoid haemorrhage
51312,Diabetic foetopathy,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000012054,Endocrine disorders congenital NEC
51313,"Subarac hem following inj, with open intcran wound, with prolonged loc, w/o return to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052129,Subarachnoid haemorrhage
51314,"Subarac hem following inj, with open intcran wound, with concussion, unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052130,Subarachnoid haemorrhage
51315,"Subdural hem following inj, w/o ment of open intcran wound, with no loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052131,Subdural haematoma
51316,"Subdural hem following inj, w/o ment of open intcran wound, with moderate loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052132,Subdural haematoma
51317,"Subdural hem following inj, w/o ment of open intcran wound, with prolonged loc, w/o rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052133,Subdural haematoma
51318,"Subdural hem following inj, w/o ment of open intcran wound, with concussion, unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052134,Subdural haematoma
51319,"Subdural hem following inj, with open intcran wound, with brief loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052135,Subdural haematoma
51320,"Subdural hem following inj, with open intcran wound, with prolonged loc and return to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052136,Subdural haematoma
51321,"Subdural hem following inj, with open intcran wound, with loc of unspec duration",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052137,Subdural haematoma
51322,"Extradural hem following inj, w/o ment of open intcran wound, with no loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052138,Extradural haematoma
51323,Olfacto genital dysplasia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000012055,Endocrine disorders congenital NEC
51324,"Extradural hem following inj, w/o ment of open intcran wound, with moderate loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052139,Extradural haematoma
51325,"Extradural hem following inj, w/o ment of open intcran wound, with prol loc, w/o rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052140,Extradural haematoma
51326,"Subarac hem following inj, with open intcran wound, with loc of unspec duration",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052141,Subarachnoid haemorrhage
51327,"Subdural hem following inj, w/o ment of open intcran wound, with state of consciousness unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052142,Subdural haematoma
51328,"Subdural hem following inj, w/o ment of open intcran wound, with brief loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052143,Subdural haematoma
51329,"Subdural hem following inj, w/o ment of open intcran wound, with prol loc and rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052144,Subdural haematoma
51330,"Subdural hem following inj, w/o ment of open intcran wound, with loc of unspec duration",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052145,Subdural haematoma
51331,"Subdural hem following inj, with open intcran wound, with state of consciousness unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052146,Subdural haematoma
51332,"Subdural hem following inj, with open intcran wound, with moderate loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052147,Subdural haematoma
51333,"Subdural hem following inj, with open intcran wound, with prolonged loc, w/o return to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052148,Subdural haematoma
51334,Thyroglossal cyst,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000012056,Thyroid disorders congenital
51335,"Extradural hem following inj, w/o ment of open intcran wound, with state of consciousness unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052149,Extradural haematoma
51336,"Extradural hem following inj, w/o ment of open intcran wound, with brief (less than 1 hour) loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052150,Extradural haematoma
51337,"Extradural hem following inj, w/o ment of open intcran wound, with prol loc and rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052151,Extradural haematoma
51338,"Extradural hem following inj, w/o ment of open intcran wound, with loc of unspec duration",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052152,Extradural haematoma
51339,"Extradural hem following inj, with open intcran wound, with state of consciousness unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052153,Extradural haematoma
51340,"Extradural hem following inj, with open intcran wound, with moderate loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052154,Extradural haematoma
51341,"Extradural hem following inj, with open intcran wound, with prolonged loc, w/o return to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052155,Extradural haematoma
51342,"Oth and unspec intcran hem following inj, w/o ment of open intcran wound",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052156,Haemorrhage intracranial
51343,"Oth and unspec intcran hem following inj, w/o ment of open intcran wound, with no loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052157,Haemorrhage intracranial
51344,"Oth and unspec intcran hem following inj, w/o ment of open intcran wound, with moderate loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052158,Haemorrhage intracranial
51345,Congenital eyelid malformation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000012057,Eyelid disorders congenital
51346,"Oth & unspec intcran hem following inj. w/o ment of open intcran wound, prol loc, w/o rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052159,Haemorrhage intracranial
51347,"Oth and unspec intcran hem following inj, w/o ment of open intcran wound, with concus, unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052160,Haemorrhage intracranial
51348,"Extradural hem following inj, w/o ment of open intcran wound, with concussion, unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052161,Extradural haematoma
51349,"Extradural hem following inj, with open intcran wound, with brief loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052162,Extradural haematoma
51350,"Extradural hem following inj, with open intcran wound, with prolonged loc and return to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052163,Extradural haematoma
51351,"Extradural hem following inj, with open intcran wound, with loc of unspec duration",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052164,Extradural haematoma
51352,"Oth and unspec intcran hem following inj, w/o ment of open intcran wound, with state of cons unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052165,Haemorrhage intracranial
51353,"Oth and unspec intcran hem following inj, w/o ment of open intcran wound, with brief loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052166,Haemorrhage intracranial
51354,"Oth & unspec intcran hem following inj, w/o ment of open intcran wound, prol loc and rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052167,Haemorrhage intracranial
51355,"Oth and unspec intcran hem following inj, w/o ment of open intcran wound, with loc of unspec dura",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052168,Haemorrhage intracranial
51356,Marcus Gunn syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000012058,Eyelid disorders congenital
51357,"Oth and unspec intcran hem following inj, with open intcran wound, with state of cons unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052169,Haemorrhage intracranial
51358,"Oth and unspec intcran hem following inj, with open intcran wound, with brief loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052170,Haemorrhage intracranial
51359,"Oth and unspec intcran hem following inj, with open intcran wound, with prol loc and rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052171,Haemorrhage intracranial
51360,"Oth and unspec intcran hem following inj, with open intcran wound, with loc of unspec duration",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052172,Haemorrhage intracranial
51361,"Intcran inj of oth and unspec nature, w/o ment of open intcran wound, with state of cons unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052173,Craniocerebral injury
51362,"Intcran inj of oth and unspec nature, w/o ment of open intcran wound, with brief loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052174,Craniocerebral injury
51363,"Intcran inj of oth and unspec nature, w/o ment of open intcran wound, prol loc and rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052175,Craniocerebral injury
51364,"Intcran inj of oth and unspec nature, w/o ment of open intcran wound, with loc of unspec dura",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052176,Craniocerebral injury
51365,"Intcran inj of oth and unspec nature, with open intcran wound, with state of consciousness unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052177,Craniocerebral injury
51366,"Intcran inj of oth and unspec nature, with open intcran wound, with brief loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052178,Craniocerebral injury
51367,Prominent epicanthal folds,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000012059,Eyelid disorders congenital
51368,"Intcran inj of oth and unspec nature, with open intcran wound, with prol loc and rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052179,Craniocerebral injury
51369,"Intcran inj of oth and unspec nature, with open intcran wound, with loc of unspec duration",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052180,Craniocerebral injury
51370,"Oth and unspec intcran hem following inj, with open intcran wound, with no loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052181,Haemorrhage intracranial
51371,"Oth and unspec intcran hem following inj, with open intcran wound, with moderate loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052182,Haemorrhage intracranial
51372,"Oth and unspec intcran hem following inj, with open intcran wound, with prol loc, w/o rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052183,Haemorrhage intracranial
51373,"Oth and unspec intcran hem following inj, with open intcran wound, with concussion, unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052184,Haemorrhage intracranial
51374,"Intcran inj of oth and unspec nature, w/o ment of open intcran wound, with no loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052185,Craniocerebral injury
51375,"Intcran inj of oth and unspec nature, w/o ment of open intcran wound, with moderate loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052186,Craniocerebral injury
51376,"Intcran inj of oth and unspec nature, w/o ment of open intcran wound, prol loc, w/o rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052187,Craniocerebral injury
51377,"Intcran inj of oth and unspec nature, w/o ment of open intcran wound, with concus, unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052188,Craniocerebral injury
51378,Distichiasis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000012060,Eyelid disorders congenital
51379,"Intcran inj of oth and unspec nature, with open intcran wound, with no loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052189,Craniocerebral injury
51380,"Intcran inj of oth and unspec nature, with open intcran wound, with moderate loc",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052190,Craniocerebral injury
51381,"Intcran inj of oth and unspec nature, with open intcran wound, with prol loc, w/o rtrn to pecl",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052191,Craniocerebral injury
51382,"Intcran inj of oth and unspec nature, with open intcran wound, with concussion, unspec",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052192,Craniocerebral injury
51383,"Traumatic ampu of arm and hand (complete) (partial), unilat, at or above elbow, w/o ment of comp",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052193,Limb traumatic amputation
51384,"Traumatic ampu of arm and hand (complete) (partial), unilat, level not spec, w/o ment of comp",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052194,Limb traumatic amputation
51385,"Traumatic ampu of arm and hand (complete) (partial), bilateral (any level), w/o ment of comp",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052195,Limb traumatic amputation
51386,"Traumatic ampu of leg(s) (complete) (partial), unilat, at or above knee, w/o ment of comp",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052196,Limb traumatic amputation
51387,"Traumatic ampu of leg(s) (complete) (partial), bilateral (any level), w/o ment of comp",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000052197,Limb traumatic amputation
