name,definition,codesystem,code,ontologyTermURI
heart specimen,heart specimen,OBI,0002520,http://purl.obolibrary.org/obo/OBI_0002520
renal medulla specimen,renal medulla specimen,OBI,0002521,http://purl.obolibrary.org/obo/OBI_0002521
adrenal gland specimen,adrenal gland specimen,OBI,0002522,http://purl.obolibrary.org/obo/OBI_0002522
breast specimen,breast specimen,OBI,0002523,http://purl.obolibrary.org/obo/OBI_0002523
urinary bladder specimen,urinary bladder specimen,OBI,0002524,http://purl.obolibrary.org/obo/OBI_0002524
tibial artery specimen,tibial artery specimen,OBI,0002525,http://purl.obolibrary.org/obo/OBI_0002525
skin of body specimen,skin of body specimen,OBI,0002526,http://purl.obolibrary.org/obo/OBI_0002526
pancreas specimen,pancreas specimen,OBI,0002527,http://purl.obolibrary.org/obo/OBI_0002527
stomach specimen,stomach specimen,OBI,0002528,http://purl.obolibrary.org/obo/OBI_0002528
pituitary gland specimen,pituitary gland specimen,OBI,0002529,http://purl.obolibrary.org/obo/OBI_0002529
adipose tissue specimen,adipose tissue specimen,OBI,0002530,http://purl.obolibrary.org/obo/OBI_0002530
cortex of kidney specimen,cortex of kidney specimen,OBI,0002531,http://purl.obolibrary.org/obo/OBI_0002531
esophagus mucosa specimen,esophagus mucosa specimen,OBI,0002532,http://purl.obolibrary.org/obo/OBI_0002532
colon specimen,colon specimen,OBI,0002533,http://purl.obolibrary.org/obo/OBI_0002533
lung specimen,lung specimen,OBI,0002534,http://purl.obolibrary.org/obo/OBI_0002534
esophagus muscularis mucosa specimen,esophagus muscularis mucosa specimen,OBI,0002535,http://purl.obolibrary.org/obo/OBI_0002535
cerebral cortex specimen,cerebral cortex specimen,OBI,0002536,http://purl.obolibrary.org/obo/OBI_0002536
thyroid gland specimen,thyroid gland specimen,OBI,0002537,http://purl.obolibrary.org/obo/OBI_0002537
cerebellum specimen,cerebellum specimen,OBI,0002538,http://purl.obolibrary.org/obo/OBI_0002538
tibial nerve specimen,tibial nerve specimen,OBI,0002539,http://purl.obolibrary.org/obo/OBI_0002539
coronary artery specimen,coronary artery specimen,OBI,0002540,http://purl.obolibrary.org/obo/OBI_0002540
spleen specimen,spleen specimen,OBI,0002541,http://purl.obolibrary.org/obo/OBI_0002541
aorta specimen,aorta specimen,OBI,0002542,http://purl.obolibrary.org/obo/OBI_0002542
blood plasma specimen,blood plasma specimen,OBI,0100016,http://purl.obolibrary.org/obo/OBI_0100016
blood serum specimen,blood serum specimen,OBI,0100017,http://purl.obolibrary.org/obo/OBI_0100017
bronchial alveolar lavage,bronchial alveolar lavage,OBI,0100067,http://purl.obolibrary.org/obo/OBI_0100067
pool of specimens,pool of specimens,OBI,0302716,http://purl.obolibrary.org/obo/OBI_0302716
whole mount tissue,whole mount tissue,OBI,1000049,http://purl.obolibrary.org/obo/OBI_1000049
lymph node cell specimen,lymph node cell specimen,OBI,1110041,http://purl.obolibrary.org/obo/OBI_1110041
splenocyte specimen,splenocyte specimen,OBI,1110116,http://purl.obolibrary.org/obo/OBI_1110116
induced sputum specimen,induced sputum specimen,OBI,0002746,http://purl.obolibrary.org/obo/OBI_0002746
uterine cervix specimen,uterine cervix specimen,OBI,2000000,http://purl.obolibrary.org/obo/OBI_2000000
urethra specimen,urethra specimen,OBI,2000001,http://purl.obolibrary.org/obo/OBI_2000001
cervical mucus specimen,cervical mucus specimen,OBI,2000002,http://purl.obolibrary.org/obo/OBI_2000002
throat specimen,throat specimen,OBI,2000003,http://purl.obolibrary.org/obo/OBI_2000003
eye specimen,eye specimen,OBI,2000004,http://purl.obolibrary.org/obo/OBI_2000004
respiratory system specimen,respiratory system specimen,OBI,2000005,http://purl.obolibrary.org/obo/OBI_2000005
upper respiratory tract specimen,upper respiratory tract specimen,OBI,2000006,http://purl.obolibrary.org/obo/OBI_2000006
nasopharynx specimen,nasopharynx specimen,OBI,2000007,http://purl.obolibrary.org/obo/OBI_2000007
semen specimen,semen specimen,OBI,2000008,http://purl.obolibrary.org/obo/OBI_2000008
bodily fluid specimen,bodily fluid specimen,OBI,2000009,http://purl.obolibrary.org/obo/OBI_2000009
chorionic villus specimen,chorionic villus specimen,OBI,2000010,http://purl.obolibrary.org/obo/OBI_2000010
meconium specimen,meconium specimen,OBI,2000011,http://purl.obolibrary.org/obo/OBI_2000011
umbilical cord blood specimen,umbilical cord blood specimen,OBI,2000012,http://purl.obolibrary.org/obo/OBI_2000012
arterial blood specimen,arterial blood specimen,OBI,2000013,http://purl.obolibrary.org/obo/OBI_2000013
venous blood specimen,venous blood specimen,OBI,2000014,http://purl.obolibrary.org/obo/OBI_2000014
capillary blood specimen,capillary blood specimen,OBI,2000015,http://purl.obolibrary.org/obo/OBI_2000015
erythrocyte specimen,erythrocyte specimen,OBI,2000016,http://purl.obolibrary.org/obo/OBI_2000016
reticulocyte specimen,reticulocyte specimen,OBI,2000017,http://purl.obolibrary.org/obo/OBI_2000017
leukocyte specimen,leukocyte specimen,OBI,2000018,http://purl.obolibrary.org/obo/OBI_2000018
blood specimen in vacutainer,blood specimen in vacutainer,OBI,0003054,http://purl.obolibrary.org/obo/OBI_0003054
blood specimen on filter paper,blood specimen on filter paper,OBI,0003055,http://purl.obolibrary.org/obo/OBI_0003055
vagina specimen,vagina specimen,OBI,0002554,http://purl.obolibrary.org/obo/OBI_0002554
individual organism specimen,individual organism specimen,OBI,0002648,http://purl.obolibrary.org/obo/OBI_0002648
arthropod meal of blood specimen,arthropod meal of blood specimen,OBI,0002691,http://purl.obolibrary.org/obo/OBI_0002691
single cell specimen,single cell specimen,OBI,0002127,http://purl.obolibrary.org/obo/OBI_0002127
swab specimen,swab specimen,OBI,0002599,http://purl.obolibrary.org/obo/OBI_0002599
areolar swab specimen,areolar swab specimen,OBI,0002603,http://purl.obolibrary.org/obo/OBI_0002603
breast swab specimen,breast swab specimen,OBI,0002604,http://purl.obolibrary.org/obo/OBI_0002604
cheek swab specimen,cheek swab specimen,OBI,0002605,http://purl.obolibrary.org/obo/OBI_0002605
nasopharyngeal swab specimen,nasopharyngeal swab specimen,OBI,0002606,http://purl.obolibrary.org/obo/OBI_0002606
oral swab specimen,oral swab specimen,OBI,0002607,http://purl.obolibrary.org/obo/OBI_0002607
oropharyngeal swab specimen,oropharyngeal swab specimen,OBI,0002608,http://purl.obolibrary.org/obo/OBI_0002608
rectal swab specimen,rectal swab specimen,OBI,0002609,http://purl.obolibrary.org/obo/OBI_0002609
tongue swab specimen,tongue swab specimen,OBI,0002610,http://purl.obolibrary.org/obo/OBI_0002610
vagina swab specimen,vagina swab specimen,OBI,0002611,http://purl.obolibrary.org/obo/OBI_0002611
fecal swab specimen,fecal swab specimen,OBI,0002612,http://purl.obolibrary.org/obo/OBI_0002612
environmental swab specimen,environmental swab specimen,OBI,0002613,http://purl.obolibrary.org/obo/OBI_0002613
tracheal aspirate specimen,tracheal aspirate specimen,OBI,0002778,http://purl.obolibrary.org/obo/OBI_0002778
mid-turbinate nasal swab specimen,mid-turbinate nasal swab specimen,OBI,0002779,http://purl.obolibrary.org/obo/OBI_0002779
nasal aspirate specimen,nasal aspirate specimen,OBI,0002780,http://purl.obolibrary.org/obo/OBI_0002780
lower respiratory tract aspirate specimen,lower respiratory tract aspirate specimen,OBI,0002781,http://purl.obolibrary.org/obo/OBI_0002781
upper respiratory specimen,upper respiratory specimen,OBI,0002782,http://purl.obolibrary.org/obo/OBI_0002782
lower respiratory tract specimen,lower respiratory tract specimen,OBI,0002783,http://purl.obolibrary.org/obo/OBI_0002783
anterior nasal swab specimen,anterior nasal swab specimen,OBI,0002784,http://purl.obolibrary.org/obo/OBI_0002784
endotracheal tube specimen,endotracheal tube specimen,OBI,0002971,http://purl.obolibrary.org/obo/OBI_0002971
endotracheal aspirate specimen,endotracheal aspirate specimen,OBI,0002972,http://purl.obolibrary.org/obo/OBI_0002972
high molecular weight DNA extract,high molecular weight DNA extract,OBI,0000834,http://purl.obolibrary.org/obo/OBI_0000834
nuclear RNA extract,nuclear RNA extract,OBI,0000862,http://purl.obolibrary.org/obo/OBI_0000862
cytoplasmic RNA extract,cytoplasmic RNA extract,OBI,0000876,http://purl.obolibrary.org/obo/OBI_0000876
total RNA extract,total RNA extract,OBI,0000895,http://purl.obolibrary.org/obo/OBI_0000895
organellar RNA extract,organellar RNA extract,OBI,0000899,http://purl.obolibrary.org/obo/OBI_0000899
polyA depleted RNA extract,polyA depleted RNA extract,OBI,0002573,http://purl.obolibrary.org/obo/OBI_0002573
platelet-poor plasma specimen,platelet-poor plasma specimen,OBI,0002774,http://purl.obolibrary.org/obo/OBI_0002774
ribosomal RNA-depleted RNA extract,ribosomal RNA-depleted RNA extract,OBI,0002627,http://purl.obolibrary.org/obo/OBI_0002627
FFPE specimen,FFPE specimen,OBI,1200000,http://purl.obolibrary.org/obo/OBI_1200000
labeled DNA extract,labeled DNA extract,OBI,0000908,http://purl.obolibrary.org/obo/OBI_0000908
labeled RNA extract,labeled RNA extract,OBI,0000921,http://purl.obolibrary.org/obo/OBI_0000921
H&E-stained fixed tissue slide specimen,H&E-stained fixed tissue slide specimen,OBI,0002125,http://purl.obolibrary.org/obo/OBI_0002125
IHC-stained fixed tissue slide specimen,IHC-stained fixed tissue slide specimen,OBI,0002126,http://purl.obolibrary.org/obo/OBI_0002126
