resource,id,pid,name,acronym,logo,country,website,role,is lead organisation
Beacon v2,UMCG,https://ror.org/03cv38k47,University Medical Center Groningen,UMCG,,Netherlands (the),https://www.umcg.nl/,Other,TRUE
