resource,doi,title,is design publication,reference,mg_draft
EGAD00001008392,https://onlinelibrary.wiley.com/doi/10.1002/humu.24353,"The RD-Connect Genome-Phenome Analysis Platform: Accelerating diagnosis, research, and gene discovery for rare diseases",true,,false
