order,name,label,parent,codesystem,code,ontologyTermURI,definition
,MONTH,Month,,,,,
,YEAR,Year,,,,,
,WEEK,Week,,,,,
,DAY,Day,,,,,
,EMBRYONIC,Embryonic Day,,,,,
