id,in container,title,subtitle,background image,is centered
molgenis-default-banner,"home,about-us",MOLGENIS,"MOLGENIS: a data platform for researchers to accelerate scientific collaborations and for bioinformaticians who want to make researchers happy.",molgenis-default-banner-img,true
