id,location name,primary group value,country,latitude,longitude,website,tooltip content,sort order,displayed in chart
Q2801139,Nieuwendoorn,ruin,Netherlands,52.73556000000001,4.7108300000000005,https://thecastlemap.com/castles/nieuwendoorn/,"<div class=""tooltip""><span class=""location-name"">Nieuwendoorn</span><span class=""primary-group-value"">ruin</span><span class=""country"">Netherlands</span><span class=""year"">1288.0</span><span class=""century"">13th century</span><span class=""website"">https://thecastlemap.com/castles/nieuwendoorn/</span></div>",143,demo-map-dot-distribution
Q2845894,Motte Montferland,castle,Netherlands,51.895810000000004,6.242360000000001,https://thecastlemap.com/castles/motte-montferland/,"<div class=""tooltip""><span class=""location-name"">Motte Montferland</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/motte-montferland/</span></div>",144,demo-map-dot-distribution
Q2862994,Kasteel Groeneveld (Baarn),castle,Netherlands,52.21833,5.255,https://thecastlemap.com/castles/kasteel-groeneveld-baarn/,"<div class=""tooltip""><span class=""location-name"">Kasteel Groeneveld (Baarn)</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/kasteel-groeneveld-baarn/</span></div>",145,demo-map-dot-distribution
Q2866483,Wierickerschans,castle,Netherlands,52.08167,4.78333,https://thecastlemap.com/castles/wierickerschans/,"<div class=""tooltip""><span class=""location-name"">Wierickerschans</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1673.0</span><span class=""century"">17th century</span><span class=""website"">https://thecastlemap.com/castles/wierickerschans/</span></div>",146,demo-map-dot-distribution
Q2876382,Kasteel van Sint-Maartensdijk,ruin,Netherlands,51.552310000000006,4.07721,https://thecastlemap.com/castles/kasteel-van-sint-maartensdijk/,"<div class=""tooltip""><span class=""location-name"">Kasteel van Sint-Maartensdijk</span><span class=""primary-group-value"">ruin</span><span class=""country"">Netherlands</span><span class=""year"">1350.0</span><span class=""century"">14th century</span><span class=""website"">https://thecastlemap.com/castles/kasteel-van-sint-maartensdijk/</span></div>",147,demo-map-dot-distribution
Q2951084,Slot Zeist,castle,Netherlands,52.078610000000005,5.23444,https://thecastlemap.com/castles/slot-zeist/,"<div class=""tooltip""><span class=""location-name"">Slot Zeist</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1650.0</span><span class=""century"">17th century</span><span class=""website"">https://thecastlemap.com/castles/slot-zeist/</span></div>",148,demo-map-dot-distribution
Q2987589,Huis Bijma,castle,Netherlands,53.23008,6.377510000000001,https://thecastlemap.com/castles/huis-bijma/,"<div class=""tooltip""><span class=""location-name"">Huis Bijma</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/huis-bijma/</span></div>",149,demo-map-dot-distribution
Q3206226,Ter Worm Castle,castle,Netherlands,50.88944000000001,5.94972,https://thecastlemap.com/castles/ter-worm-castle/,"<div class=""tooltip""><span class=""location-name"">Ter Worm Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1650.0</span><span class=""century"">17th century</span><span class=""website"">https://thecastlemap.com/castles/ter-worm-castle/</span></div>",150,demo-map-dot-distribution
Q3282088,Fort Blauwkapel,fortress,Netherlands,52.115930000000006,5.1384300000000005,https://thecastlemap.com/castles/fort-blauwkapel/,"<div class=""tooltip""><span class=""location-name"">Fort Blauwkapel</span><span class=""primary-group-value"">fortress</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/fort-blauwkapel/</span></div>",151,demo-map-dot-distribution
Q3316628,Saint Peter Fort,fortress,Netherlands,50.83612,5.684080000000001,https://thecastlemap.com/castles/saint-peter-fort/,"<div class=""tooltip""><span class=""location-name"">Saint Peter Fort</span><span class=""primary-group-value"">fortress</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/saint-peter-fort/</span></div>",152,demo-map-dot-distribution
Q3344264,Crackstate,castle,Netherlands,52.961110000000005,5.92194,https://thecastlemap.com/castles/crackstate/,"<div class=""tooltip""><span class=""location-name"">Crackstate</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1648.0</span><span class=""century"">17th century</span><span class=""website"">https://thecastlemap.com/castles/crackstate/</span></div>",153,demo-map-dot-distribution
Q3412116,Huis Honselaarsdijk,palace,Netherlands,52.006280000000004,4.22454,https://thecastlemap.com/castles/huis-honselaarsdijk/,"<div class=""tooltip""><span class=""location-name"">Huis Honselaarsdijk</span><span class=""primary-group-value"">palace</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/huis-honselaarsdijk/</span></div>",154,demo-map-dot-distribution
Q3442744,Heukelum Castle,castle,Netherlands,51.87819,5.090280000000001,https://thecastlemap.com/castles/heukelum-castle/,"<div class=""tooltip""><span class=""location-name"">Heukelum Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1250.0</span><span class=""century"">13th century</span><span class=""website"">https://thecastlemap.com/castles/heukelum-castle/</span></div>",155,demo-map-dot-distribution
Q3514531,Castle Millen,ruin,Netherlands,51.024930000000005,5.875360000000001,https://thecastlemap.com/castles/castle-millen/,"<div class=""tooltip""><span class=""location-name"">Castle Millen</span><span class=""primary-group-value"">ruin</span><span class=""country"">Netherlands</span><span class=""year"">1350.0</span><span class=""century"">14th century</span><span class=""website"">https://thecastlemap.com/castles/castle-millen/</span></div>",156,demo-map-dot-distribution
Q3520358,Ennemaborg,castle,Netherlands,53.192220000000006,6.99917,https://thecastlemap.com/castles/ennemaborg/,"<div class=""tooltip""><span class=""location-name"">Ennemaborg</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1750.0</span><span class=""century"">18th century</span><span class=""website"">https://thecastlemap.com/castles/ennemaborg/</span></div>",157,demo-map-dot-distribution
Q3544183,Coevorden Castle,castle,Netherlands,52.662490000000005,6.741280000000001,https://thecastlemap.com/castles/coevorden-castle/,"<div class=""tooltip""><span class=""location-name"">Coevorden Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1024.0</span><span class=""century"">11th century</span><span class=""website"">https://thecastlemap.com/castles/coevorden-castle/</span></div>",158,demo-map-dot-distribution
Q3916348,Château St. Gerlach,castle,Netherlands,50.86972,5.79889,https://thecastlemap.com/castles/chateau-st-gerlach/,"<div class=""tooltip""><span class=""location-name"">Château St. Gerlach</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/chateau-st-gerlach/</span></div>",159,demo-map-dot-distribution
Q3917569,Montfort Castle (Limbourg),ruin,Netherlands,51.12444000000001,5.941940000000001,https://thecastlemap.com/castles/montfort-castle-q3917569/,"<div class=""tooltip""><span class=""location-name"">Montfort Castle (Limbourg)</span><span class=""primary-group-value"">ruin</span><span class=""country"">Netherlands</span><span class=""year"">1260.0</span><span class=""century"">13th century</span><span class=""website"">https://thecastlemap.com/castles/montfort-castle-q3917569/</span></div>",160,demo-map-dot-distribution
Q3972052,Jansgeleen Castle,castle,Netherlands,50.947500000000005,5.839720000000001,https://thecastlemap.com/castles/jansgeleen-castle/,"<div class=""tooltip""><span class=""location-name"">Jansgeleen Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/jansgeleen-castle/</span></div>",161,demo-map-dot-distribution
Q4319680,Rivieren Castle,castle,Netherlands,50.897220000000004,5.924440000000001,https://thecastlemap.com/castles/rivieren-castle-nl/,"<div class=""tooltip""><span class=""location-name"">Rivieren Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1364.0</span><span class=""century"">14th century</span><span class=""website"">https://thecastlemap.com/castles/rivieren-castle-nl/</span></div>",162,demo-map-dot-distribution
Q4322946,Hernen Castle,castle,Netherlands,51.8346,5.6763,https://thecastlemap.com/castles/hernen-castle/,"<div class=""tooltip""><span class=""location-name"">Hernen Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1350.0</span><span class=""century"">14th century</span><span class=""website"">https://thecastlemap.com/castles/hernen-castle/</span></div>",163,demo-map-dot-distribution
Q4331494,Johannietershuis,castle,Netherlands,53.03237000000001,5.6580200000000005,https://thecastlemap.com/castles/johannietershuis/,"<div class=""tooltip""><span class=""location-name"">Johannietershuis</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/johannietershuis/</span></div>",164,demo-map-dot-distribution
Q4823340,Fort de Roovere,fortress,Netherlands,51.52908000000001,4.299740000000001,https://thecastlemap.com/castles/fort-de-roovere/,"<div class=""tooltip""><span class=""location-name"">Fort de Roovere</span><span class=""primary-group-value"">fortress</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/fort-de-roovere/</span></div>",165,demo-map-dot-distribution
Q4966087,Kasteel Voorst,castle,Netherlands,52.51917,6.04889,https://thecastlemap.com/castles/kasteel-voorst/,"<div class=""tooltip""><span class=""location-name"">Kasteel Voorst</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/kasteel-voorst/</span></div>",166,demo-map-dot-distribution
Q4989654,Kasteel Huize Ruurlo,castle,Netherlands,52.078860000000006,6.44505,https://thecastlemap.com/castles/kasteel-huize-ruurlo/,"<div class=""tooltip""><span class=""location-name"">Kasteel Huize Ruurlo</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1350.0</span><span class=""century"">14th century</span><span class=""website"">https://thecastlemap.com/castles/kasteel-huize-ruurlo/</span></div>",167,demo-map-dot-distribution
Q5203165,"D'Oliphant",castle,Netherlands,51.88306000000001,4.47,https://thecastlemap.com/castles/d-oliphant/,"<div class=""tooltip""><span class=""location-name"">D'Oliphant</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1591.0</span><span class=""century"">16th century</span><span class=""website"">https://thecastlemap.com/castles/d-oliphant/</span></div>",168,demo-map-dot-distribution
Q5470838,Fort Bourtange,fortress,Netherlands,53.006,7.192,https://thecastlemap.com/castles/bourtange-fortress/,"<div class=""tooltip""><span class=""location-name"">Fort Bourtange</span><span class=""primary-group-value"">fortress</span><span class=""country"">Netherlands</span><span class=""year"">1593.0</span><span class=""century"">16th century</span><span class=""website"">https://thecastlemap.com/castles/bourtange-fortress/</span></div>",169,demo-map-dot-distribution
Q6485158,Landsfort Herle,castle,Netherlands,50.88778000000001,5.9802800000000005,https://thecastlemap.com/castles/landsfort-herle/,"<div class=""tooltip""><span class=""location-name"">Landsfort Herle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1244.0</span><span class=""century"">13th century</span><span class=""website"">https://thecastlemap.com/castles/landsfort-herle/</span></div>",170,demo-map-dot-distribution
Q7094566,Onstaborg (Sauwerd),castle,Netherlands,53.294900000000005,6.5312,https://thecastlemap.com/castles/onstaborg-nl/,"<div class=""tooltip""><span class=""location-name"">Onstaborg (Sauwerd)</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1325.0</span><span class=""century"">14th century</span><span class=""website"">https://thecastlemap.com/castles/onstaborg-nl/</span></div>",171,demo-map-dot-distribution
Q7476033,Kasteel Helmond,castle,Netherlands,51.476940000000006,5.652780000000001,https://thecastlemap.com/castles/kasteel-helmond/,"<div class=""tooltip""><span class=""location-name"">Kasteel Helmond</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1325.0</span><span class=""century"">14th century</span><span class=""website"">https://thecastlemap.com/castles/kasteel-helmond/</span></div>",172,demo-map-dot-distribution
Q7477520,Liauckama State,castle,Netherlands,53.220870000000005,5.47632,https://thecastlemap.com/castles/liauckama-state/,"<div class=""tooltip""><span class=""location-name"">Liauckama State</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/liauckama-state/</span></div>",173,demo-map-dot-distribution
Q11171626,Amstenrade Castle,castle,Netherlands,50.94,5.92583,https://thecastlemap.com/castles/amstenrade-castle/,"<div class=""tooltip""><span class=""location-name"">Amstenrade Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1750.0</span><span class=""century"">18th century</span><span class=""website"">https://thecastlemap.com/castles/amstenrade-castle/</span></div>",174,demo-map-dot-distribution
Q11721778,Kasteel Rechteren,castle,Netherlands,52.49779,6.2891200000000005,https://thecastlemap.com/castles/kasteel-rechteren/,"<div class=""tooltip""><span class=""location-name"">Kasteel Rechteren</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1190.0</span><span class=""century"">12th century</span><span class=""website"">https://thecastlemap.com/castles/kasteel-rechteren/</span></div>",175,demo-map-dot-distribution
Q11721992,Groot Poelgeest,ruin,Netherlands,52.13299000000001,4.59426,https://thecastlemap.com/castles/groot-poelgeest/,"<div class=""tooltip""><span class=""location-name"">Groot Poelgeest</span><span class=""primary-group-value"">ruin</span><span class=""country"">Netherlands</span><span class=""year"">1200.0</span><span class=""century"">12th century</span><span class=""website"">https://thecastlemap.com/castles/groot-poelgeest/</span></div>",176,demo-map-dot-distribution
Q12013465,Trompenburgh,palace,Netherlands,52.23194,5.123060000000001,https://thecastlemap.com/castles/trompenburgh/,"<div class=""tooltip""><span class=""location-name"">Trompenburgh</span><span class=""primary-group-value"">palace</span><span class=""country"">Netherlands</span><span class=""year"">1672.0</span><span class=""century"">17th century</span><span class=""website"">https://thecastlemap.com/castles/trompenburgh/</span></div>",177,demo-map-dot-distribution
Q13135007,Camminghaslot,castle,Netherlands,53.44155000000001,5.687620000000001,https://thecastlemap.com/castles/camminghaslot/,"<div class=""tooltip""><span class=""location-name"">Camminghaslot</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1425.0</span><span class=""century"">15th century</span><span class=""website"">https://thecastlemap.com/castles/camminghaslot/</span></div>",178,demo-map-dot-distribution
Q14852070,Kasteel Groot Engelenburg,castle,Netherlands,52.090270000000004,6.13475,https://thecastlemap.com/castles/kasteel-groot-engelenburg/,"<div class=""tooltip""><span class=""location-name"">Kasteel Groot Engelenburg</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/kasteel-groot-engelenburg/</span></div>",179,demo-map-dot-distribution
Q15635996,Huys te Warmont,castle,Netherlands,52.202940000000005,4.512720000000001,https://thecastlemap.com/castles/huys-te-warmont/,"<div class=""tooltip""><span class=""location-name"">Huys te Warmont</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1300.0</span><span class=""century"">13th century</span><span class=""website"">https://thecastlemap.com/castles/huys-te-warmont/</span></div>",180,demo-map-dot-distribution
Q15877351,Polanen Castle,ruin,Netherlands,52.030680000000004,4.19606,https://thecastlemap.com/castles/polanen-castle/,"<div class=""tooltip""><span class=""location-name"">Polanen Castle</span><span class=""primary-group-value"">ruin</span><span class=""country"">Netherlands</span><span class=""year"">1300.0</span><span class=""century"">13th century</span><span class=""website"">https://thecastlemap.com/castles/polanen-castle/</span></div>",181,demo-map-dot-distribution
Q17371198,Fort Crèvecoeur,fortress,Netherlands,51.736670000000004,5.26667,https://thecastlemap.com/castles/fort-crevecoeur/,"<div class=""tooltip""><span class=""location-name"">Fort Crèvecoeur</span><span class=""primary-group-value"">fortress</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/fort-crevecoeur/</span></div>",182,demo-map-dot-distribution
Q17400222,Heel Castle,castle,Netherlands,51.175250000000005,5.895320000000001,https://thecastlemap.com/castles/heel-castle/,"<div class=""tooltip""><span class=""location-name"">Heel Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1700.0</span><span class=""century"">17th century</span><span class=""website"">https://thecastlemap.com/castles/heel-castle/</span></div>",183,demo-map-dot-distribution
Q17430627,Daelenbroeck Castle,castle,Netherlands,51.15035,6.074280000000001,https://thecastlemap.com/castles/daelenbroeck-castle/,"<div class=""tooltip""><span class=""location-name"">Daelenbroeck Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/daelenbroeck-castle/</span></div>",184,demo-map-dot-distribution
Q17438202,Kasteel Endegeest,castle,Netherlands,52.172470000000004,4.46318,https://thecastlemap.com/castles/kasteel-endegeest/,"<div class=""tooltip""><span class=""location-name"">Kasteel Endegeest</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1400.0</span><span class=""century"">14th century</span><span class=""website"">https://thecastlemap.com/castles/kasteel-endegeest/</span></div>",185,demo-map-dot-distribution
Q17447452,Fort Uitermeer,fortress,Netherlands,52.293060000000004,5.0825000000000005,https://thecastlemap.com/castles/fort-uitermeer/,"<div class=""tooltip""><span class=""location-name"">Fort Uitermeer</span><span class=""primary-group-value"">fortress</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/fort-uitermeer/</span></div>",186,demo-map-dot-distribution
Q17605261,Castle Huis Bergh,castle,Netherlands,51.87431,6.2411200000000004,https://thecastlemap.com/castles/castle-huis-bergh/,"<div class=""tooltip""><span class=""location-name"">Castle Huis Bergh</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1227.0</span><span class=""century"">13th century</span><span class=""website"">https://thecastlemap.com/castles/castle-huis-bergh/</span></div>",187,demo-map-dot-distribution
Q18055826,City walls of Valkenburg,castle,Netherlands,50.864200000000004,5.830660000000001,https://thecastlemap.com/castles/city-walls-of-valkenburg/,"<div class=""tooltip""><span class=""location-name"">City walls of Valkenburg</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/city-walls-of-valkenburg/</span></div>",188,demo-map-dot-distribution
Q18767389,Hillenraad Castle,castle,Netherlands,51.221090000000004,6.035590000000001,https://thecastlemap.com/castles/hillenraad-castle/,"<div class=""tooltip""><span class=""location-name"">Hillenraad Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1350.0</span><span class=""century"">14th century</span><span class=""website"">https://thecastlemap.com/castles/hillenraad-castle/</span></div>",189,demo-map-dot-distribution
Q18767588,Eijsden Castle,castle,Netherlands,50.773610000000005,5.69972,https://thecastlemap.com/castles/eijsden-castle/,"<div class=""tooltip""><span class=""location-name"">Eijsden Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1637.0</span><span class=""century"">17th century</span><span class=""website"">https://thecastlemap.com/castles/eijsden-castle/</span></div>",190,demo-map-dot-distribution
Q18768074,Vaeshartelt Castle,castle,Netherlands,50.87932000000001,5.72588,https://thecastlemap.com/castles/vaeshartelt-castle/,"<div class=""tooltip""><span class=""location-name"">Vaeshartelt Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1739.0</span><span class=""century"">18th century</span><span class=""website"">https://thecastlemap.com/castles/vaeshartelt-castle/</span></div>",191,demo-map-dot-distribution
Q18770699,Fort De Gagel,fortress,Netherlands,52.12953,5.102550000000001,https://thecastlemap.com/castles/fort-de-gagel/,"<div class=""tooltip""><span class=""location-name"">Fort De Gagel</span><span class=""primary-group-value"">fortress</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/fort-de-gagel/</span></div>",192,demo-map-dot-distribution
Q18771243,Oud Poelgeest,castle,Netherlands,52.179610000000004,4.485,https://thecastlemap.com/castles/oud-poelgeest/,"<div class=""tooltip""><span class=""location-name"">Oud Poelgeest</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1668.0</span><span class=""century"">17th century</span><span class=""website"">https://thecastlemap.com/castles/oud-poelgeest/</span></div>",193,demo-map-dot-distribution
Q18775928,Vechten Fort,fortress,Netherlands,52.05861,5.16833,https://thecastlemap.com/castles/vechten-fort/,"<div class=""tooltip""><span class=""location-name"">Vechten Fort</span><span class=""primary-group-value"">fortress</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/vechten-fort/</span></div>",194,demo-map-dot-distribution
Q22015138,Slot Spangen,castle,Netherlands,51.927330000000005,4.42523,https://thecastlemap.com/castles/slot-spangen/,"<div class=""tooltip""><span class=""location-name"">Slot Spangen</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/slot-spangen/</span></div>",195,demo-map-dot-distribution
Q22572419,Blauwe Toren,ruin,Netherlands,51.82694000000001,4.97417,https://thecastlemap.com/castles/blauwe-toren/,"<div class=""tooltip""><span class=""location-name"">Blauwe Toren</span><span class=""primary-group-value"">ruin</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/blauwe-toren/</span></div>",196,demo-map-dot-distribution
Q58879933,Tolhuis,castle,Netherlands,51.85933000000001,6.12258,https://thecastlemap.com/castles/tolhuis/,"<div class=""tooltip""><span class=""location-name"">Tolhuis</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/tolhuis/</span></div>",197,demo-map-dot-distribution
Q110259491,Fort Amsterdam (Sint Eustatius),ruin,Netherlands,17.486310000000003,-62.992580000000004,https://thecastlemap.com/castles/fort-amsterdam-q110259491/,"<div class=""tooltip""><span class=""location-name"">Fort Amsterdam (Sint Eustatius)</span><span class=""primary-group-value"">ruin</span><span class=""country"">Netherlands</span><span class=""year"">1724.0</span><span class=""century"">18th century</span><span class=""website"">https://thecastlemap.com/castles/fort-amsterdam-q110259491/</span></div>",198,demo-map-dot-distribution
Q124656217,Schonenburg,castle,Netherlands,51.886810000000004,4.72353,https://thecastlemap.com/castles/schonenburg/,"<div class=""tooltip""><span class=""location-name"">Schonenburg</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/schonenburg/</span></div>",199,demo-map-dot-distribution
Q125018164,Huis te Langerak,castle,Netherlands,51.93461000000001,4.87786,https://thecastlemap.com/castles/huis-te-langerak/,"<div class=""tooltip""><span class=""location-name"">Huis te Langerak</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/huis-te-langerak/</span></div>",200,demo-map-dot-distribution
