id,location name,primary group value,country,latitude,longitude,website,tooltip content,sort order,displayed in chart
Q2134378,Kasteel de Essenburgh,castle,Netherlands,52.35909,5.6981,https://thecastlemap.com/castles/kasteel-de-essenburgh/,"<div class=""tooltip""><span class=""location-name"">Kasteel de Essenburgh</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/kasteel-de-essenburgh/</span></div>",70,demo-map-dot-distribution
Q2153812,Huis Verwolde,castle,Netherlands,52.20051,6.391830000000001,https://thecastlemap.com/castles/huis-verwolde/,"<div class=""tooltip""><span class=""location-name"">Huis Verwolde</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/huis-verwolde/</span></div>",71,demo-map-dot-distribution
Q2157032,Kasteel te Culemborg,ruin,Netherlands,51.95989,5.225510000000001,https://thecastlemap.com/castles/kasteel-te-culemborg/,"<div class=""tooltip""><span class=""location-name"">Kasteel te Culemborg</span><span class=""primary-group-value"">ruin</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/kasteel-te-culemborg/</span></div>",72,demo-map-dot-distribution
Q2171082,Binckhorst Castle,palace,Netherlands,52.06703,4.33739,https://thecastlemap.com/castles/binckhorst-castle/,"<div class=""tooltip""><span class=""location-name"">Binckhorst Castle</span><span class=""primary-group-value"">palace</span><span class=""country"">Netherlands</span><span class=""year"">1308.0</span><span class=""century"">14th century</span><span class=""website"">https://thecastlemap.com/castles/binckhorst-castle/</span></div>",73,demo-map-dot-distribution
Q2175336,Cannenburgh Castle,castle,Netherlands,52.291940000000004,5.965,https://thecastlemap.com/castles/cannenburgh-castle/,"<div class=""tooltip""><span class=""location-name"">Cannenburgh Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1543.0</span><span class=""century"">16th century</span><span class=""website"">https://thecastlemap.com/castles/cannenburgh-castle/</span></div>",74,demo-map-dot-distribution
Q2177577,Loevestein Castle,castle,Netherlands,51.816390000000005,5.02139,https://thecastlemap.com/castles/loevestein-castle/,"<div class=""tooltip""><span class=""location-name"">Loevestein Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1368.0</span><span class=""century"">14th century</span><span class=""website"">https://thecastlemap.com/castles/loevestein-castle/</span></div>",75,demo-map-dot-distribution
Q2194338,Landgoed Schaffelaar,castle,Netherlands,52.142500000000005,5.5911100000000005,https://thecastlemap.com/castles/landgoed-schaffelaar/,"<div class=""tooltip""><span class=""location-name"">Landgoed Schaffelaar</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1850.0</span><span class=""century"">19th century</span><span class=""website"">https://thecastlemap.com/castles/landgoed-schaffelaar/</span></div>",76,demo-map-dot-distribution
Q2200004,Westhove Castle,castle,Netherlands,51.56973000000001,3.5218000000000003,https://thecastlemap.com/castles/westhove-castle/,"<div class=""tooltip""><span class=""location-name"">Westhove Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/westhove-castle/</span></div>",77,demo-map-dot-distribution
Q2202724,Castle Born,castle,Netherlands,51.031110000000005,5.81139,https://thecastlemap.com/castles/castle-born/,"<div class=""tooltip""><span class=""location-name"">Castle Born</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/castle-born/</span></div>",78,demo-map-dot-distribution
Q2208759,Coendersborg,castle,Netherlands,53.14835000000001,6.300800000000001,https://thecastlemap.com/castles/coendersborg/,"<div class=""tooltip""><span class=""location-name"">Coendersborg</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1813.0</span><span class=""century"">19th century</span><span class=""website"">https://thecastlemap.com/castles/coendersborg/</span></div>",79,demo-map-dot-distribution
Q2214405,Horn Castle,castle,Netherlands,51.208330000000004,5.951670000000001,https://thecastlemap.com/castles/horn-castle/,"<div class=""tooltip""><span class=""location-name"">Horn Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/horn-castle/</span></div>",80,demo-map-dot-distribution
Q2221010,Sassenpoort,fortress,Netherlands,52.50972,6.095280000000001,https://thecastlemap.com/castles/sassenpoort/,"<div class=""tooltip""><span class=""location-name"">Sassenpoort</span><span class=""primary-group-value"">fortress</span><span class=""country"">Netherlands</span><span class=""year"">1409.0</span><span class=""century"">15th century</span><span class=""website"">https://thecastlemap.com/castles/sassenpoort/</span></div>",81,demo-map-dot-distribution
Q2243348,Schaesberg Castle,ruin,Netherlands,50.89822,5.9973,https://thecastlemap.com/castles/schaesberg-castle/,"<div class=""tooltip""><span class=""location-name"">Schaesberg Castle</span><span class=""primary-group-value"">ruin</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/schaesberg-castle/</span></div>",82,demo-map-dot-distribution
Q2243832,Vaalsbroek Castle,castle,Netherlands,50.767500000000005,5.99528,https://thecastlemap.com/castles/vaalsbroek-castle/,"<div class=""tooltip""><span class=""location-name"">Vaalsbroek Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/vaalsbroek-castle/</span></div>",83,demo-map-dot-distribution
Q2281318,Castle Nijenrode,castle,Netherlands,52.163610000000006,5.00917,https://thecastlemap.com/castles/castle-nijenrode/,"<div class=""tooltip""><span class=""location-name"">Castle Nijenrode</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/castle-nijenrode/</span></div>",84,demo-map-dot-distribution
Q2286213,Slot Teylingen,castle,Netherlands,52.23111,4.519170000000001,https://thecastlemap.com/castles/slot-teylingen/,"<div class=""tooltip""><span class=""location-name"">Slot Teylingen</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1225.0</span><span class=""century"">13th century</span><span class=""website"">https://thecastlemap.com/castles/slot-teylingen/</span></div>",85,demo-map-dot-distribution
Q2293749,Exaten Castle,castle,Netherlands,51.216300000000004,5.8929,https://thecastlemap.com/castles/exaten-castle/,"<div class=""tooltip""><span class=""location-name"">Exaten Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1550.0</span><span class=""century"">16th century</span><span class=""website"">https://thecastlemap.com/castles/exaten-castle/</span></div>",86,demo-map-dot-distribution
Q2312054,Duivenvoorde Castle,castle,Netherlands,52.11139000000001,4.4175,https://thecastlemap.com/castles/duivenvoorde-castle/,"<div class=""tooltip""><span class=""location-name"">Duivenvoorde Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1226.0</span><span class=""century"">13th century</span><span class=""website"">https://thecastlemap.com/castles/duivenvoorde-castle/</span></div>",87,demo-map-dot-distribution
Q2325697,Castle Middachten,palace,Netherlands,52.01917,6.06972,https://thecastlemap.com/castles/castle-middachten/,"<div class=""tooltip""><span class=""location-name"">Castle Middachten</span><span class=""primary-group-value"">palace</span><span class=""country"">Netherlands</span><span class=""year"">1693.0</span><span class=""century"">17th century</span><span class=""website"">https://thecastlemap.com/castles/castle-middachten/</span></div>",88,demo-map-dot-distribution
Q2340786,Ellewoutsdijk Fort,fortress,Netherlands,51.38667,3.81306,https://thecastlemap.com/castles/ellewoutsdijk-fort/,"<div class=""tooltip""><span class=""location-name"">Ellewoutsdijk Fort</span><span class=""primary-group-value"">fortress</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/ellewoutsdijk-fort/</span></div>",89,demo-map-dot-distribution
Q2348864,Fort Ronduit,fortress,Netherlands,52.30274000000001,5.16476,https://thecastlemap.com/castles/fort-ronduit/,"<div class=""tooltip""><span class=""location-name"">Fort Ronduit</span><span class=""primary-group-value"">fortress</span><span class=""country"">Netherlands</span><span class=""year"">1875.0</span><span class=""century"">19th century</span><span class=""website"">https://thecastlemap.com/castles/fort-ronduit/</span></div>",90,demo-map-dot-distribution
Q2354245,Huis Wisch,castle,Netherlands,51.917500000000004,6.35639,https://thecastlemap.com/castles/huis-wisch/,"<div class=""tooltip""><span class=""location-name"">Huis Wisch</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/huis-wisch/</span></div>",91,demo-map-dot-distribution
Q2358584,Fort benoorden Purmerend,fortress,Netherlands,52.535900000000005,4.957450000000001,https://thecastlemap.com/castles/fort-benoorden-purmerend/,"<div class=""tooltip""><span class=""location-name"">Fort benoorden Purmerend</span><span class=""primary-group-value"">fortress</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/fort-benoorden-purmerend/</span></div>",92,demo-map-dot-distribution
Q2359601,De Thombe,castle,Netherlands,50.826170000000005,5.67694,https://thecastlemap.com/castles/de-thombe/,"<div class=""tooltip""><span class=""location-name"">De Thombe</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/de-thombe/</span></div>",93,demo-map-dot-distribution
Q2360734,Bouvigne Castle,castle,Netherlands,51.5625,4.78333,https://thecastlemap.com/castles/bouvigne-castle/,"<div class=""tooltip""><span class=""location-name"">Bouvigne Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1554.0</span><span class=""century"">16th century</span><span class=""website"">https://thecastlemap.com/castles/bouvigne-castle/</span></div>",94,demo-map-dot-distribution
Q2364417,Fort Sint-Andries,fortress,Netherlands,51.80194,5.365830000000001,https://thecastlemap.com/castles/fort-sint-andries/,"<div class=""tooltip""><span class=""location-name"">Fort Sint-Andries</span><span class=""primary-group-value"">fortress</span><span class=""country"">Netherlands</span><span class=""year"">1599.0</span><span class=""century"">16th century</span><span class=""website"">https://thecastlemap.com/castles/fort-sint-andries/</span></div>",95,demo-map-dot-distribution
Q2369084,Kasteel Boxmeer,castle,Netherlands,51.652100000000004,5.95833,https://thecastlemap.com/castles/kasteel-boxmeer/,"<div class=""tooltip""><span class=""location-name"">Kasteel Boxmeer</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1250.0</span><span class=""century"">13th century</span><span class=""website"">https://thecastlemap.com/castles/kasteel-boxmeer/</span></div>",96,demo-map-dot-distribution
Q2372470,Fort Henricus,fortress,Netherlands,51.600970000000004,4.30593,https://thecastlemap.com/castles/fort-henricus/,"<div class=""tooltip""><span class=""location-name"">Fort Henricus</span><span class=""primary-group-value"">fortress</span><span class=""country"">Netherlands</span><span class=""year"">1626.0</span><span class=""century"">17th century</span><span class=""website"">https://thecastlemap.com/castles/fort-henricus/</span></div>",97,demo-map-dot-distribution
Q2391765,Keverberg Castle,castle,Netherlands,51.291070000000005,6.05545,https://thecastlemap.com/castles/keverberg-castle/,"<div class=""tooltip""><span class=""location-name"">Keverberg Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/keverberg-castle/</span></div>",98,demo-map-dot-distribution
Q2395406,Bethlehem Castle,castle,Netherlands,50.86778,5.711110000000001,https://thecastlemap.com/castles/bethlehem-castle/,"<div class=""tooltip""><span class=""location-name"">Bethlehem Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1150.0</span><span class=""century"">12th century</span><span class=""website"">https://thecastlemap.com/castles/bethlehem-castle/</span></div>",99,demo-map-dot-distribution
Q2414081,Kasteel IJsselstein,castle,Netherlands,52.02089,5.04232,https://thecastlemap.com/castles/kasteel-ijsselstein/,"<div class=""tooltip""><span class=""location-name"">Kasteel IJsselstein</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/kasteel-ijsselstein/</span></div>",100,demo-map-dot-distribution
Q2420036,Oud Haerlem Castle,castle,Netherlands,52.50028,4.68778,https://thecastlemap.com/castles/oud-haerlem-castle/,"<div class=""tooltip""><span class=""location-name"">Oud Haerlem Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/oud-haerlem-castle/</span></div>",101,demo-map-dot-distribution
Q2426916,Muiderslot,castle,Netherlands,52.334230000000005,5.07181,https://thecastlemap.com/castles/muiderslot/,"<div class=""tooltip""><span class=""location-name"">Muiderslot</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1280.0</span><span class=""century"">13th century</span><span class=""website"">https://thecastlemap.com/castles/muiderslot/</span></div>",102,demo-map-dot-distribution
Q2436216,De Bockenhof Castle,castle,Netherlands,50.89472000000001,5.82528,https://thecastlemap.com/castles/de-bockenhof-castle/,"<div class=""tooltip""><span class=""location-name"">De Bockenhof Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/de-bockenhof-castle/</span></div>",103,demo-map-dot-distribution
Q2441252,Sjaerdemaslot,castle,Netherlands,53.186640000000004,5.5379700000000005,https://thecastlemap.com/castles/sjaerdemaslot/,"<div class=""tooltip""><span class=""location-name"">Sjaerdemaslot</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1446.0</span><span class=""century"">15th century</span><span class=""website"">https://thecastlemap.com/castles/sjaerdemaslot/</span></div>",104,demo-map-dot-distribution
Q2447969,Ammersoyen Castle,castle,Netherlands,51.751670000000004,5.229170000000001,https://thecastlemap.com/castles/ammersoyen-castle/,"<div class=""tooltip""><span class=""location-name"">Ammersoyen Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1355.0</span><span class=""century"">14th century</span><span class=""website"">https://thecastlemap.com/castles/ammersoyen-castle/</span></div>",105,demo-map-dot-distribution
Q2456222,Altena Castle (Almkerk),castle,Netherlands,51.774260000000005,4.969410000000001,https://thecastlemap.com/castles/altena-castle-nl/,"<div class=""tooltip""><span class=""location-name"">Altena Castle (Almkerk)</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/altena-castle-nl/</span></div>",106,demo-map-dot-distribution
Q2478123,Duurstede Castle,castle,Netherlands,51.969440000000006,5.343330000000001,https://thecastlemap.com/castles/duurstede-castle/,"<div class=""tooltip""><span class=""location-name"">Duurstede Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/duurstede-castle/</span></div>",107,demo-map-dot-distribution
Q2482525,Huis ter Kleef,ruin,Netherlands,52.395900000000005,4.63464,https://thecastlemap.com/castles/huis-ter-kleef/,"<div class=""tooltip""><span class=""location-name"">Huis ter Kleef</span><span class=""primary-group-value"">ruin</span><span class=""country"">Netherlands</span><span class=""year"">1370.0</span><span class=""century"">14th century</span><span class=""website"">https://thecastlemap.com/castles/huis-ter-kleef/</span></div>",108,demo-map-dot-distribution
Q2502349,Kasteel Almere,castle,Netherlands,52.348060000000004,5.2475000000000005,https://thecastlemap.com/castles/kasteel-almere/,"<div class=""tooltip""><span class=""location-name"">Kasteel Almere</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">2002.0</span><span class=""century"">21st century</span><span class=""website"">https://thecastlemap.com/castles/kasteel-almere/</span></div>",109,demo-map-dot-distribution
Q2521084,Kasteel Wittem,castle,Netherlands,50.81389,5.91,https://thecastlemap.com/castles/kasteel-wittem/,"<div class=""tooltip""><span class=""location-name"">Kasteel Wittem</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/kasteel-wittem/</span></div>",110,demo-map-dot-distribution
Q2528633,Well Castle,castle,Netherlands,51.74656,5.206670000000001,https://thecastlemap.com/castles/well-castle/,"<div class=""tooltip""><span class=""location-name"">Well Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/well-castle/</span></div>",111,demo-map-dot-distribution
Q2534458,Slangenburg Castle,castle,Netherlands,51.96056,6.360830000000001,https://thecastlemap.com/castles/slangenburg-castle/,"<div class=""tooltip""><span class=""location-name"">Slangenburg Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/slangenburg-castle/</span></div>",112,demo-map-dot-distribution
Q2551295,Sibberhuuske,castle,Netherlands,50.84667,5.82056,https://thecastlemap.com/castles/sibberhuuske/,"<div class=""tooltip""><span class=""location-name"">Sibberhuuske</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/sibberhuuske/</span></div>",113,demo-map-dot-distribution
Q2558264,Edam Fort,fortress,Netherlands,52.51778,5.067220000000001,https://thecastlemap.com/castles/edam-fort/,"<div class=""tooltip""><span class=""location-name"">Edam Fort</span><span class=""primary-group-value"">fortress</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/edam-fort/</span></div>",114,demo-map-dot-distribution
Q2576745,Waardenburg Castle,castle,Netherlands,51.83167,5.26639,https://thecastlemap.com/castles/waardenburg-castle/,"<div class=""tooltip""><span class=""location-name"">Waardenburg Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1250.0</span><span class=""century"">13th century</span><span class=""website"">https://thecastlemap.com/castles/waardenburg-castle/</span></div>",115,demo-map-dot-distribution
Q2583171,Wedderborg,castle,Netherlands,53.06732,7.07293,https://thecastlemap.com/castles/wedderborg/,"<div class=""tooltip""><span class=""location-name"">Wedderborg</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1370.0</span><span class=""century"">14th century</span><span class=""website"">https://thecastlemap.com/castles/wedderborg/</span></div>",116,demo-map-dot-distribution
Q2587780,Batenburg Castle,castle,Netherlands,51.823840000000004,5.630990000000001,https://thecastlemap.com/castles/batenburg-castle/,"<div class=""tooltip""><span class=""location-name"">Batenburg Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1300.0</span><span class=""century"">13th century</span><span class=""website"">https://thecastlemap.com/castles/batenburg-castle/</span></div>",117,demo-map-dot-distribution
Q2593212,Kasteel Renswoude,castle,Netherlands,52.070640000000004,5.5446,https://thecastlemap.com/castles/kasteel-renswoude/,"<div class=""tooltip""><span class=""location-name"">Kasteel Renswoude</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1350.0</span><span class=""century"">14th century</span><span class=""website"">https://thecastlemap.com/castles/kasteel-renswoude/</span></div>",118,demo-map-dot-distribution
Q2606808,Borgharen Castle,castle,Netherlands,50.87778,5.68611,https://thecastlemap.com/castles/borgharen-castle/,"<div class=""tooltip""><span class=""location-name"">Borgharen Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/borgharen-castle/</span></div>",119,demo-map-dot-distribution
Q2611044,Den Halder Castle,castle,Netherlands,50.86464,5.83114,https://thecastlemap.com/castles/den-halder-castle/,"<div class=""tooltip""><span class=""location-name"">Den Halder Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/den-halder-castle/</span></div>",120,demo-map-dot-distribution
Q2622152,Wijchen Castle,castle,Netherlands,51.808490000000006,5.72775,https://thecastlemap.com/castles/wijchen-castle/,"<div class=""tooltip""><span class=""location-name"">Wijchen Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/wijchen-castle/</span></div>",121,demo-map-dot-distribution
Q2660096,Mouse Fort,fortress,Netherlands,52.329440000000005,5.072220000000001,https://thecastlemap.com/castles/mouse-fort/,"<div class=""tooltip""><span class=""location-name"">Mouse Fort</span><span class=""primary-group-value"">fortress</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/mouse-fort/</span></div>",122,demo-map-dot-distribution
Q2665541,Menkemaborg,castle,Netherlands,53.40496,6.683870000000001,https://thecastlemap.com/castles/menkemaborg/,"<div class=""tooltip""><span class=""location-name"">Menkemaborg</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1614.0</span><span class=""century"">17th century</span><span class=""website"">https://thecastlemap.com/castles/menkemaborg/</span></div>",123,demo-map-dot-distribution
Q2684013,Kasteel Nederhemert,castle,Netherlands,51.753600000000006,5.154260000000001,https://thecastlemap.com/castles/kasteel-nederhemert/,"<div class=""tooltip""><span class=""location-name"">Kasteel Nederhemert</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/kasteel-nederhemert/</span></div>",124,demo-map-dot-distribution
Q2689086,Castle Oost,palace,Netherlands,50.796110000000006,5.706110000000001,https://thecastlemap.com/castles/castle-oost/,"<div class=""tooltip""><span class=""location-name"">Castle Oost</span><span class=""primary-group-value"">palace</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/castle-oost/</span></div>",125,demo-map-dot-distribution
Q2690018,Limbricht Castle,castle,Netherlands,51.01639,5.83889,https://thecastlemap.com/castles/limbricht-castle/,"<div class=""tooltip""><span class=""location-name"">Limbricht Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/limbricht-castle/</span></div>",126,demo-map-dot-distribution
Q2695787,Schaloen Castle,castle,Netherlands,50.85694,5.85083,https://thecastlemap.com/castles/schaloen-castle/,"<div class=""tooltip""><span class=""location-name"">Schaloen Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/schaloen-castle/</span></div>",127,demo-map-dot-distribution
Q2697019,Rhijnauwen,castle,Netherlands,52.06889,5.1775,https://thecastlemap.com/castles/rhijnauwen/,"<div class=""tooltip""><span class=""location-name"">Rhijnauwen</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1212.0</span><span class=""century"">13th century</span><span class=""website"">https://thecastlemap.com/castles/rhijnauwen/</span></div>",128,demo-map-dot-distribution
Q2701826,Castle Keukenhof,castle,Netherlands,52.26782000000001,4.54021,https://thecastlemap.com/castles/castle-keukenhof/,"<div class=""tooltip""><span class=""location-name"">Castle Keukenhof</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1642.0</span><span class=""century"">17th century</span><span class=""website"">https://thecastlemap.com/castles/castle-keukenhof/</span></div>",129,demo-map-dot-distribution
Q2702543,Onstaborg (Wetsinge),castle,Netherlands,53.30633,6.5328100000000004,https://thecastlemap.com/castles/onstaborg/,"<div class=""tooltip""><span class=""location-name"">Onstaborg (Wetsinge)</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1500.0</span><span class=""century"">15th century</span><span class=""website"">https://thecastlemap.com/castles/onstaborg/</span></div>",130,demo-map-dot-distribution
Q2730234,Fort Oranje (Sint Eustatius),fortress,Netherlands,17.481920000000002,-62.98669,https://thecastlemap.com/castles/fort-oranje-q2730234/,"<div class=""tooltip""><span class=""location-name"">Fort Oranje (Sint Eustatius)</span><span class=""primary-group-value"">fortress</span><span class=""country"">Netherlands</span><span class=""year"">1636.0</span><span class=""century"">17th century</span><span class=""website"">https://thecastlemap.com/castles/fort-oranje-q2730234/</span></div>",131,demo-map-dot-distribution
Q2731452,Dussen Castle,castle,Netherlands,51.73389,4.9694400000000005,https://thecastlemap.com/castles/dussen-castle/,"<div class=""tooltip""><span class=""location-name"">Dussen Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1156.0</span><span class=""century"">12th century</span><span class=""website"">https://thecastlemap.com/castles/dussen-castle/</span></div>",132,demo-map-dot-distribution
Q2753084,Nittersum,castle,Netherlands,53.32211,6.696110000000001,https://thecastlemap.com/castles/nittersum/,"<div class=""tooltip""><span class=""location-name"">Nittersum</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/nittersum/</span></div>",133,demo-map-dot-distribution
Q2754277,Fort near De Kwakel,fortress,Netherlands,52.236940000000004,4.78972,https://thecastlemap.com/castles/fort-near-de-kwakel/,"<div class=""tooltip""><span class=""location-name"">Fort near De Kwakel</span><span class=""primary-group-value"">fortress</span><span class=""country"">Netherlands</span><span class=""year"">1890.0</span><span class=""century"">19th century</span><span class=""website"">https://thecastlemap.com/castles/fort-near-de-kwakel/</span></div>",134,demo-map-dot-distribution
Q2765622,Burcht van Voorne,ruin,Netherlands,51.916450000000005,4.103960000000001,https://thecastlemap.com/castles/burcht-van-voorne/,"<div class=""tooltip""><span class=""location-name"">Burcht van Voorne</span><span class=""primary-group-value"">ruin</span><span class=""country"">Netherlands</span><span class=""year"">1170.0</span><span class=""century"">12th century</span><span class=""website"">https://thecastlemap.com/castles/burcht-van-voorne/</span></div>",135,demo-map-dot-distribution
Q2769348,Keppel Castle,castle,Netherlands,51.99354,6.22714,https://thecastlemap.com/castles/keppel-castle/,"<div class=""tooltip""><span class=""location-name"">Keppel Castle</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1650.0</span><span class=""century"">17th century</span><span class=""website"">https://thecastlemap.com/castles/keppel-castle/</span></div>",136,demo-map-dot-distribution
Q2780274,Fort Vijfhuizen,fortress,Netherlands,52.3474,4.6705700000000005,https://thecastlemap.com/castles/fort-vijfhuizen/,"<div class=""tooltip""><span class=""location-name"">Fort Vijfhuizen</span><span class=""primary-group-value"">fortress</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/fort-vijfhuizen/</span></div>",137,demo-map-dot-distribution
Q2782816,De Kinkelenburg,castle,Netherlands,51.8896,5.896170000000001,https://thecastlemap.com/castles/de-kinkelenburg/,"<div class=""tooltip""><span class=""location-name"">De Kinkelenburg</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1403.0</span><span class=""century"">15th century</span><span class=""website"">https://thecastlemap.com/castles/de-kinkelenburg/</span></div>",138,demo-map-dot-distribution
Q2785055,"Huis Overvoorde, Rijswijk",castle,Netherlands,52.043490000000006,4.30325,https://thecastlemap.com/castles/huis-overvoorde-rijswijk/,"<div class=""tooltip""><span class=""location-name"">Huis Overvoorde, Rijswijk</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""year"">1623.0</span><span class=""century"">17th century</span><span class=""website"">https://thecastlemap.com/castles/huis-overvoorde-rijswijk/</span></div>",139,demo-map-dot-distribution
Q2791288,"Hackfort, Vorden",castle,Netherlands,52.1,6.276940000000001,https://thecastlemap.com/castles/hackfort-vorden/,"<div class=""tooltip""><span class=""location-name"">Hackfort, Vorden</span><span class=""primary-group-value"">castle</span><span class=""country"">Netherlands</span><span class=""website"">https://thecastlemap.com/castles/hackfort-vorden/</span></div>",140,demo-map-dot-distribution
Q2800737,Castle Egmond,ruin,Netherlands,52.6222,4.65371,https://thecastlemap.com/castles/castle-egmond/,"<div class=""tooltip""><span class=""location-name"">Castle Egmond</span><span class=""primary-group-value"">ruin</span><span class=""country"">Netherlands</span><span class=""year"">1150.0</span><span class=""century"">12th century</span><span class=""website"">https://thecastlemap.com/castles/castle-egmond/</span></div>",141,demo-map-dot-distribution
Q2800964,Fort bij IJmuiden,fortress,Netherlands,52.46472000000001,4.57639,https://thecastlemap.com/castles/fort-bij-ijmuiden/,"<div class=""tooltip""><span class=""location-name"">Fort bij IJmuiden</span><span class=""primary-group-value"">fortress</span><span class=""country"">Netherlands</span><span class=""year"">1881.0</span><span class=""century"">19th century</span><span class=""website"">https://thecastlemap.com/castles/fort-bij-ijmuiden/</span></div>",142,demo-map-dot-distribution
