tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,profiles,visible
Linkages,,,,,,,,,,,,"Links between resources, e.g. data source and databank","DataCatalogueFlat,EMA,RWEStaging",
Linkages,,resource,ref,1,TRUE,,Resources,,,,,Main resource for this linkage,"DataCatalogueFlat,EMA,RWEStaging",
Linkages,,linked resource,ref,1,TRUE,,Resources,,,,,Linked resource,"DataCatalogueFlat,EMA,RWEStaging",
Linkages,,other linked resource,,,,,,,,,,"If other linked resource, enter the name of the data source (default = not applicable)",EMA,
Linkages,,linkage strategy,ontology,,,CatalogueOntologies,Linkage strategies,,,,,The linkage method that was used to link resources,"DataCatalogueFlat,EMA,RWEStaging",
Linkages,,linkage variable,text,,,,,,,,,"If a single variable (or linkage key) is used to link resources, provide a name and description of the variable","DataCatalogueFlat,EMA,RWEStaging",
Linkages,,linkage variable unique,bool,,,,,,,,,"If a single variable is used to link resources, is the variable a unique identifier?","DataCatalogueFlat,RWEStaging",
Linkages,,linkage completeness,text,,,,,,,,,Provide a high-level description of the completeness of linkages that are currently available between resources (max 100 words),"DataCatalogueFlat,EMA,RWEStaging",
Linkages,,pre linked,bool,,,,,,,,,Does the data source constitute of linked data sources?,"DataCatalogueFlat,EMA,RWEStaging",
